BVP,EDA,HR,TEMP,Tin,Rhin,TSV,TSV_Label
-0.18,0.13,72.72,33.21,25.00,21.00,0,Neutral
0.43,0.12,72.43,33.27,25.00,20.60,0,Neutral
-0.12,0.13,71.50,33.27,25.00,20.70,0,Neutral
0.00,0.13,67.40,33.31,25.00,20.80,0,Neutral
0.30,0.13,71.20,33.28,25.00,20.70,0,Neutral
-0.17,0.13,71.36,33.24,25.00,20.70,0,Neutral
-0.44,0.13,70.86,33.25,25.00,20.70,0,Neutral
0.96,0.13,76.60,33.18,25.00,20.50,0,Neutral
-0.64,0.13,88.50,33.11,25.00,22.40,0,Neutral
0.00,0.14,77.99,33.12,25.00,21.00,0,Neutral
-0.03,0.14,103.72,33.12,25.00,20.20,0,Neutral
-0.04,0.15,79.36,33.10,25.00,20.10,0,Neutral
0.03,0.15,66.58,33.11,25.00,20.10,0,Neutral
0.57,0.13,74.29,32.93,25.00,19.70,0,Neutral
-0.80,0.13,69.34,32.90,25.00,19.60,0,Neutral
-0.27,0.13,75.04,32.98,25.00,20.00,0,Neutral
0.62,0.12,76.90,32.99,25.00,20.00,0,Neutral
-0.08,0.12,72.88,32.91,25.00,19.80,0,Neutral
1.28,0.12,76.77,32.76,25.00,19.70,0,Neutral
-1.94,0.12,75.84,32.88,25.00,19.70,0,Neutral
0.67,0.13,85.78,33.01,25.00,20.10,0,Neutral
0.20,0.10,81.42,33.03,25.00,20.40,0,Neutral
-0.33,0.13,74.75,32.92,25.00,20.20,0,Neutral
0.17,0.13,71.00,32.98,25.00,21.50,0,Neutral
-0.20,0.13,68.87,33.02,25.00,20.50,0,Neutral
-0.06,0.13,70.07,33.08,25.00,20.50,0,Neutral
-0.20,0.13,72.90,33.15,25.00,20.60,0,Neutral
0.38,0.13,77.64,33.11,25.00,20.50,0,Neutral
-0.07,0.13,74.37,33.12,25.00,20.60,0,Neutral
0.06,0.13,72.97,33.07,25.00,20.50,0,Neutral
-0.89,0.13,82.94,32.92,25.00,21.00,0,Neutral
1.13,0.13,84.99,32.97,25.00,20.30,0,Neutral
-0.95,0.13,70.86,32.94,25.00,20.30,0,Neutral
0.38,0.13,62.07,32.57,25.00,20.50,1,Hot
0.20,0.13,75.49,32.57,25.00,20.40,1,Hot
0.21,0.13,78.39,32.79,25.00,20.40,1,Hot
-0.12,0.13,75.01,32.88,25.10,20.50,1,Hot
0.03,0.14,73.30,32.93,25.10,20.90,1,Hot
-0.04,0.14,73.99,32.97,25.10,20.60,1,Hot
0.27,0.14,76.40,32.92,25.10,20.80,1,Hot
-0.20,0.14,89.38,32.92,25.10,20.90,1,Hot
0.99,0.13,77.97,32.92,25.10,21.80,1,Hot
-1.06,0.13,76.42,32.81,25.10,20.70,1,Hot
-2.44,0.12,71.76,32.85,25.10,20.70,1,Hot
2.43,0.11,70.10,32.50,25.10,20.90,1,Hot
-0.11,0.13,77.34,32.46,25.10,20.90,1,Hot
-0.47,0.14,71.31,32.61,25.10,20.70,1,Hot
0.57,0.15,82.28,32.68,25.10,20.40,1,Hot
0.02,0.14,93.09,32.79,25.10,20.60,1,Hot
0.12,0.14,78.29,32.83,25.20,20.50,1,Hot
-0.46,0.14,74.58,32.77,25.20,20.60,1,Hot
0.41,0.14,76.63,32.75,25.20,20.60,1,Hot
-0.50,0.14,76.83,32.80,25.20,20.70,1,Hot
1.84,0.14,75.15,32.83,25.20,20.60,1,Hot
-1.34,0.14,77.97,32.84,25.20,20.50,1,Hot
-0.07,0.14,78.60,32.93,25.20,20.70,1,Hot
-0.11,0.14,75.89,32.96,25.20,21.00,1,Hot
0.64,0.14,69.46,32.96,25.20,20.60,1,Hot
-0.01,0.14,73.43,32.96,25.20,20.60,1,Hot
-0.43,0.14,76.60,32.96,25.20,20.60,1,Hot
-0.45,0.14,74.24,32.92,25.30,20.70,1,Hot
0.67,0.14,78.75,32.89,25.30,20.60,1,Hot
-0.66,0.14,80.06,32.87,25.30,21.00,1,Hot
0.31,0.14,73.02,32.81,25.30,20.70,1,Hot
0.23,0.14,76.89,32.81,25.30,20.70,1,Hot
-0.29,0.13,77.65,32.72,25.30,20.70,1,Hot
-0.20,0.14,73.06,32.78,25.30,20.60,1,Hot
0.11,0.14,73.62,32.81,25.30,20.50,1,Hot
-0.30,0.14,78.64,32.79,25.30,20.40,1,Hot
0.96,0.14,83.67,32.79,25.30,20.50,1,Hot
-0.32,0.14,76.42,32.81,25.30,20.50,1,Hot
0.17,0.14,76.45,32.75,25.30,20.90,1,Hot
0.14,0.14,75.42,32.70,25.30,20.50,1,Hot
-0.85,0.14,61.97,32.75,25.30,20.60,1,Hot
0.70,0.14,72.77,32.82,25.30,20.50,1,Hot
-0.13,0.14,71.32,32.87,25.30,20.60,1,Hot
-0.04,0.14,80.27,32.92,25.40,20.50,1,Hot
-0.17,0.15,83.50,32.95,25.40,20.40,1,Hot
0.18,0.14,72.14,32.97,25.40,20.90,1,Hot
-0.23,0.14,66.27,32.97,25.40,20.00,1,Hot
-0.22,0.15,69.12,33.01,25.40,20.00,1,Hot
0.55,0.15,62.76,33.06,25.40,20.40,1,Hot
-0.20,0.15,75.04,33.14,25.40,20.40,1,Hot
-0.27,0.15,80.55,33.18,25.40,20.30,1,Hot
0.16,0.15,91.14,33.22,25.40,20.30,1,Hot
0.58,0.15,100.72,33.23,25.40,20.20,1,Hot
-0.42,0.15,114.01,33.26,25.40,20.20,1,Hot
-0.74,0.15,95.38,33.27,25.40,20.20,1,Hot
0.65,0.15,77.60,33.26,25.40,20.40,1,Hot
0.20,0.15,77.06,33.26,25.40,20.30,1,Hot
-0.33,0.15,75.16,33.34,25.50,20.50,1,Hot
-0.07,0.16,72.86,33.39,25.50,20.60,1,Hot
0.23,0.15,76.44,33.39,25.50,20.80,1,Hot
0.06,0.15,78.26,33.40,25.50,20.40,0,Neutral
-0.14,0.14,71.47,33.36,25.50,20.30,0,Neutral
0.04,0.15,69.58,33.32,25.50,21.00,0,Neutral
0.05,0.15,71.74,33.32,25.50,20.20,0,Neutral
-0.29,0.15,86.02,33.20,25.50,20.40,0,Neutral
-0.25,0.15,90.39,33.14,25.50,20.40,0,Neutral
0.74,0.14,88.03,33.18,25.50,20.20,0,Neutral
-0.15,0.15,85.74,33.21,25.50,20.10,0,Neutral
-0.06,0.14,77.31,33.08,25.50,20.40,0,Neutral
0.02,0.15,72.94,32.92,25.50,20.50,0,Neutral
-0.15,0.15,70.27,33.07,25.50,20.50,0,Neutral
0.28,0.15,71.81,33.16,25.60,20.50,0,Neutral
-0.06,0.14,80.12,33.21,25.60,20.50,0,Neutral
-0.06,0.14,80.66,33.16,25.60,20.60,0,Neutral
-0.38,0.14,72.11,33.06,25.60,20.50,0,Neutral
0.34,0.14,91.85,32.90,25.60,20.50,-1,Cold
-1.05,0.15,83.48,32.61,25.60,20.80,-1,Cold
0.84,0.16,73.40,32.78,25.60,20.50,-1,Cold
0.35,0.15,73.37,32.87,25.60,20.40,-1,Cold
-0.97,0.15,78.06,32.76,25.60,20.30,-1,Cold
0.93,0.15,88.78,32.74,25.60,20.40,-1,Cold
-0.22,0.14,77.72,32.97,25.60,20.60,-1,Cold
0.10,0.14,75.37,33.11,25.60,20.50,-1,Cold
-0.18,0.14,74.97,33.15,25.60,20.50,-1,Cold
-0.22,0.14,76.24,33.16,25.60,20.70,-1,Cold
0.70,0.14,76.87,33.17,25.60,20.80,-1,Cold
-0.47,0.14,73.97,32.95,25.60,21.40,-1,Cold
0.26,0.14,76.67,33.09,25.70,20.70,-1,Cold
-0.01,0.14,77.51,33.19,25.70,20.70,-1,Cold
-0.20,0.15,74.51,33.32,25.70,20.40,-1,Cold
0.39,0.15,78.95,33.38,25.70,20.50,0,Neutral
-0.23,0.15,77.19,33.42,25.70,20.20,0,Neutral
-0.11,0.14,75.83,33.39,25.70,20.20,0,Neutral
2.35,0.14,75.38,33.39,25.70,21.00,0,Neutral
-2.48,0.15,73.66,32.95,25.70,20.50,0,Neutral
-1.13,0.16,75.71,32.98,25.70,20.40,0,Neutral
2.53,0.16,89.43,33.00,25.70,20.20,0,Neutral
-1.14,0.16,77.19,32.85,25.70,20.20,0,Neutral
-0.25,0.15,71.45,32.75,25.70,20.00,0,Neutral
0.23,0.16,75.70,32.69,25.70,19.90,0,Neutral
-0.10,0.15,79.58,32.86,25.70,20.10,0,Neutral
-0.15,0.14,73.55,32.95,25.70,20.00,0,Neutral
-0.10,0.14,82.09,32.88,25.70,20.30,0,Neutral
0.35,0.15,77.36,33.04,25.70,20.00,0,Neutral
-1.07,0.16,75.54,33.13,25.80,19.90,0,Neutral
1.26,0.15,95.80,33.06,25.80,19.90,0,Neutral
-0.22,0.16,100.26,33.02,25.80,19.60,0,Neutral
0.78,0.14,111.16,33.04,25.80,19.60,0,Neutral
-0.01,0.14,130.77,33.14,25.80,19.50,0,Neutral
-0.78,0.14,102.70,33.22,25.80,20.50,0,Neutral
-1.39,0.11,81.53,33.22,25.80,20.30,0,Neutral
1.48,0.16,73.83,33.17,25.80,20.00,0,Neutral
-0.08,0.15,77.34,33.15,25.80,19.80,0,Neutral
0.13,0.15,74.72,33.16,25.80,20.10,0,Neutral
-0.18,0.14,75.09,33.04,25.80,20.10,0,Neutral
0.24,0.14,73.42,32.96,25.80,19.90,0,Neutral
-0.26,0.14,83.38,32.99,25.80,19.70,0,Neutral
0.18,0.15,94.93,33.02,25.80,20.30,0,Neutral
-0.04,0.15,120.23,33.10,25.80,19.70,0,Neutral
0.92,0.15,87.49,33.17,25.80,19.90,0,Neutral
-1.03,0.14,77.39,33.16,25.80,20.00,1,Hot
0.13,0.15,85.45,33.21,25.80,20.20,1,Hot
-0.06,0.14,109.43,33.25,25.80,19.90,1,Hot
-0.51,0.14,108.98,33.30,25.80,20.00,1,Hot
0.52,0.15,81.46,33.31,25.80,20.00,1,Hot
0.03,0.16,82.71,32.92,25.80,20.00,1,Hot
0.04,0.16,68.12,32.94,25.80,20.10,1,Hot
-0.55,0.15,59.56,32.72,25.80,20.00,1,Hot
0.26,0.16,67.79,32.49,25.80,19.60,1,Hot
-0.85,0.16,73.94,32.72,25.80,19.60,1,Hot
0.97,0.15,80.53,32.69,25.90,19.90,1,Hot
0.14,0.15,77.69,32.51,25.90,19.70,1,Hot
-0.07,0.16,73.28,32.74,25.90,19.50,1,Hot
0.03,0.15,71.51,32.92,25.90,19.50,1,Hot
-0.12,0.16,76.91,32.94,25.90,19.30,1,Hot
0.16,0.19,76.44,32.95,25.90,20.90,1,Hot
-0.06,0.19,84.76,32.97,25.90,19.50,1,Hot
1.07,0.18,85.05,32.97,25.90,19.90,1,Hot
-1.14,0.18,78.16,33.05,25.90,19.80,1,Hot
-0.23,0.18,76.85,33.19,25.90,20.90,1,Hot
0.35,0.17,77.20,33.29,25.90,19.90,1,Hot
-0.27,0.17,72.36,33.41,25.90,20.20,1,Hot
0.37,0.17,71.85,33.48,25.90,19.80,1,Hot
-0.09,0.16,81.55,33.54,26.00,19.70,1,Hot
-0.11,0.15,72.21,33.49,26.00,19.80,1,Hot
-0.01,0.16,80.52,33.56,26.00,19.70,1,Hot
-0.02,0.16,77.98,33.62,26.00,19.80,1,Hot
0.15,0.16,79.49,33.65,26.00,20.20,1,Hot
-0.09,0.16,83.77,33.67,26.00,19.40,1,Hot
0.34,0.15,84.44,33.75,26.00,19.60,1,Hot
-0.32,0.15,62.65,33.67,26.00,19.30,1,Hot
0.19,0.15,69.30,33.70,26.00,19.20,1,Hot
-0.14,0.15,76.12,33.67,26.00,19.30,1,Hot
-0.06,0.16,77.44,33.70,26.00,19.40,1,Hot
0.12,0.15,81.04,33.69,26.00,19.40,1,Hot
-0.15,0.16,79.85,33.66,26.00,19.60,1,Hot
0.10,0.16,73.10,33.25,26.00,19.60,1,Hot
0.01,0.17,76.72,33.45,26.00,19.30,1,Hot
-0.13,0.17,76.58,33.41,26.00,19.30,1,Hot
0.23,0.17,71.25,33.56,26.00,19.00,1,Hot
-0.08,0.17,80.77,33.68,26.00,19.30,1,Hot
-0.29,0.17,77.67,33.73,26.00,19.30,1,Hot
0.19,0.17,75.30,33.77,26.00,19.20,1,Hot
-0.36,0.16,81.52,33.83,26.10,19.30,1,Hot
0.25,0.18,123.12,33.83,26.10,19.10,1,Hot
0.78,0.20,99.48,33.80,26.10,20.10,0,Neutral
-0.66,0.23,75.06,33.75,26.10,19.70,0,Neutral
-0.03,0.20,71.86,33.71,26.10,19.00,0,Neutral
-0.06,0.18,75.70,33.73,26.10,18.90,0,Neutral
0.87,0.18,78.68,33.60,26.10,18.70,0,Neutral
-0.51,0.17,69.33,33.56,26.10,18.80,0,Neutral
-0.37,0.22,73.55,33.62,26.10,18.70,0,Neutral
0.11,0.19,71.22,33.37,26.10,18.70,0,Neutral
-0.11,0.19,74.73,33.36,26.10,18.60,0,Neutral
0.07,0.22,73.66,33.55,26.10,18.70,0,Neutral
-0.48,0.30,88.96,33.39,26.10,18.60,0,Neutral
0.21,0.26,107.79,33.43,26.10,18.70,0,Neutral
0.35,0.22,79.27,33.42,26.10,18.60,0,Neutral
-0.46,0.25,80.08,33.46,26.10,18.40,0,Neutral
0.32,0.24,71.47,33.50,26.10,18.40,0,Neutral
0.13,0.18,80.42,33.55,26.10,18.30,0,Neutral
0.13,0.23,76.51,33.43,26.10,18.20,0,Neutral
-0.26,0.29,78.26,33.46,26.10,18.30,0,Neutral
-0.39,0.25,87.06,33.57,26.10,18.40,0,Neutral
0.43,0.28,87.04,33.57,26.00,18.30,0,Neutral
0.00,0.27,83.04,33.53,26.00,18.30,0,Neutral
0.09,0.30,90.86,33.53,26.00,18.30,0,Neutral
0.02,0.28,77.22,33.50,26.00,18.50,0,Neutral
-0.03,0.26,71.07,33.70,26.00,18.40,0,Neutral
-0.22,0.24,77.21,33.71,26.00,18.40,0,Neutral
0.27,0.29,78.30,33.76,26.00,18.50,0,Neutral
0.03,0.26,74.10,33.89,26.00,18.60,0,Neutral
-0.16,0.25,76.93,33.94,26.00,18.40,0,Neutral
0.20,0.28,77.56,33.93,26.00,18.30,0,Neutral
-0.20,0.24,89.19,33.88,26.00,18.20,0,Neutral
-0.05,0.24,84.26,33.73,26.00,18.20,0,Neutral
0.36,0.26,88.45,33.65,26.00,18.30,0,Neutral
0.31,0.22,81.91,33.61,26.00,18.00,0,Neutral
-0.95,0.17,87.49,33.37,26.00,18.00,0,Neutral
0.44,0.17,78.70,33.41,26.00,18.20,0,Neutral
0.17,0.14,79.61,33.54,26.00,18.40,0,Neutral
-0.49,0.17,77.30,33.52,26.00,18.10,0,Neutral
0.09,0.17,59.15,33.68,26.00,18.00,0,Neutral
0.37,0.25,59.80,33.68,26.00,18.10,0,Neutral
0.13,0.27,62.88,33.57,25.90,18.30,0,Neutral
-0.24,0.20,78.35,33.50,25.90,18.10,0,Neutral
-0.12,0.20,78.96,33.46,25.90,18.30,0,Neutral
0.18,0.19,76.31,33.51,25.90,17.90,0,Neutral
-0.09,0.17,77.17,33.61,25.90,18.00,0,Neutral
-0.04,0.16,77.77,33.48,25.90,17.90,0,Neutral
0.04,0.18,76.60,33.42,25.90,18.20,-1,Cold
-0.03,0.16,79.20,33.36,25.90,18.40,-1,Cold
0.22,0.21,81.91,33.13,25.90,18.00,-1,Cold
-0.31,0.17,94.76,33.10,25.90,18.10,-1,Cold
1.15,0.16,80.45,33.17,25.90,17.60,-1,Cold
-1.03,0.14,78.70,32.86,25.80,17.70,-1,Cold
0.45,0.14,72.37,32.97,25.80,17.60,-1,Cold
-0.50,0.21,72.47,32.93,25.80,17.60,-1,Cold
-0.11,0.19,71.31,32.95,25.80,17.60,-1,Cold
-0.04,0.22,75.27,33.23,25.80,17.50,-1,Cold
0.16,0.39,75.87,33.23,25.80,17.60,-1,Cold
0.57,0.37,78.30,33.34,25.80,17.60,-1,Cold
-0.36,0.32,73.28,33.38,25.80,17.60,-1,Cold
-0.28,0.31,70.78,33.49,25.80,17.50,-1,Cold
0.19,0.28,81.79,33.54,25.80,17.50,-1,Cold
-0.13,0.39,73.11,33.55,25.80,17.50,0,Neutral
0.54,0.35,68.71,33.58,25.80,17.50,0,Neutral
-0.63,0.36,88.79,33.53,25.80,17.70,0,Neutral
-0.17,0.44,103.93,33.65,25.80,17.70,0,Neutral
0.42,0.39,78.92,33.73,25.70,17.50,0,Neutral
0.35,0.30,77.99,33.72,25.70,17.40,0,Neutral
-0.57,0.29,97.38,33.72,25.70,17.70,0,Neutral
0.64,0.25,89.06,33.72,25.70,17.50,0,Neutral
-0.70,0.20,84.10,33.74,25.70,17.50,0,Neutral
0.19,0.21,86.93,33.71,25.70,17.50,0,Neutral
-0.16,0.23,92.27,33.63,25.70,17.60,0,Neutral
1.41,0.24,107.84,33.61,25.70,17.70,0,Neutral
-0.59,0.26,107.15,33.47,25.70,17.70,0,Neutral
-1.64,0.24,92.82,33.53,25.60,17.60,0,Neutral
0.06,0.23,79.74,33.49,25.60,18.00,0,Neutral
-0.62,0.21,78.14,33.46,25.60,18.00,0,Neutral
-0.19,0.24,77.60,33.57,25.60,17.70,0,Neutral
1.46,0.37,76.94,33.76,25.60,17.70,0,Neutral
0.04,0.54,82.70,33.71,25.60,17.50,0,Neutral
0.23,0.55,77.48,33.64,25.60,17.40,0,Neutral
1.57,0.50,72.81,33.80,25.60,17.50,0,Neutral
-1.45,0.38,75.68,33.87,25.60,17.40,0,Neutral
-0.51,0.33,77.60,33.97,25.60,17.40,0,Neutral
0.31,0.30,79.18,33.95,25.60,17.30,0,Neutral
0.06,0.52,81.38,33.94,25.50,17.30,0,Neutral
0.29,0.48,79.67,33.95,25.50,17.40,0,Neutral
-0.29,0.50,77.67,33.99,25.50,17.20,0,Neutral
0.19,0.90,87.10,34.15,25.50,17.10,0,Neutral
-0.20,0.74,81.82,34.22,25.50,17.30,0,Neutral
0.30,0.63,82.00,34.14,25.50,17.30,0,Neutral
-0.49,0.68,75.21,34.12,25.50,17.30,1,Hot
0.08,0.65,83.16,34.26,25.50,17.30,1,Hot
0.07,0.57,87.12,34.31,25.50,17.30,1,Hot
-0.31,0.48,84.87,34.19,25.50,17.10,1,Hot
0.08,0.89,71.19,34.21,25.40,17.10,1,Hot
0.64,1.32,68.32,34.15,25.40,16.90,1,Hot
-0.50,1.37,79.13,34.17,25.40,17.00,1,Hot
0.21,1.30,91.93,34.16,25.40,17.10,1,Hot
-0.98,1.15,95.31,34.16,25.40,16.90,1,Hot
0.28,1.06,82.71,34.22,25.40,16.90,1,Hot
2.08,0.81,80.84,34.31,25.40,16.80,1,Hot
-1.49,0.65,89.43,34.31,25.40,16.90,1,Hot
0.60,0.72,95.02,34.30,25.40,16.80,1,Hot
-0.56,0.65,89.22,34.37,25.40,16.80,1,Hot
-0.06,0.60,88.17,34.42,25.40,16.70,1,Hot
-0.42,0.47,80.57,34.43,25.30,16.70,1,Hot
0.48,0.60,82.80,34.43,25.30,16.70,1,Hot
0.08,0.66,83.45,34.45,25.30,16.70,1,Hot
-0.25,0.80,83.60,34.48,25.30,16.70,1,Hot
0.07,0.77,75.81,34.52,25.30,16.90,1,Hot
0.38,0.97,78.01,34.47,25.30,16.80,1,Hot
-0.38,0.85,78.09,34.47,25.30,16.90,1,Hot
0.00,0.61,75.92,34.47,25.30,16.80,1,Hot
0.31,0.66,79.00,34.44,25.30,16.80,1,Hot
-0.85,0.78,80.94,34.49,25.30,16.90,1,Hot
0.52,1.09,79.69,34.58,25.30,16.80,1,Hot
-0.21,1.21,78.97,34.64,25.30,16.90,1,Hot
-2.15,0.89,80.58,34.68,25.30,16.80,1,Hot
2.82,1.74,75.63,34.66,25.30,16.80,1,Hot
-0.59,1.98,78.74,34.63,25.20,16.80,1,Hot
-0.18,2.07,77.76,34.77,25.20,16.90,1,Hot
0.62,1.20,70.08,34.91,25.20,16.80,1,Hot
-0.13,1.07,78.81,35.10,25.20,16.80,1,Hot
-0.02,1.78,79.55,35.26,25.20,17.00,1,Hot
-0.46,2.42,80.28,35.28,25.20,16.80,1,Hot
0.40,2.35,78.57,35.27,25.20,16.80,1,Hot
-0.50,2.70,82.99,35.33,25.20,16.80,1,Hot
0.53,2.31,80.06,35.40,25.20,16.90,1,Hot
-0.12,1.83,76.03,35.43,25.20,16.80,1,Hot
0.36,1.61,77.32,35.47,25.20,16.90,1,Hot
-0.59,1.11,76.67,35.53,25.20,16.70,1,Hot
0.34,1.01,79.39,35.56,25.20,17.00,1,Hot
-0.01,0.84,82.35,35.59,25.20,17.00,1,Hot
-0.01,0.98,78.99,35.64,25.20,17.00,1,Hot
-1.06,0.76,85.14,35.56,25.10,17.00,1,Hot
1.15,0.92,72.58,35.44,25.10,16.90,1,Hot
-0.05,0.98,77.29,35.43,25.10,16.90,1,Hot
0.30,1.53,74.55,35.49,25.10,17.20,1,Hot
-0.53,1.43,83.95,35.59,25.10,16.90,1,Hot
-0.32,1.93,72.67,35.64,25.10,17.00,1,Hot
0.55,1.68,75.41,35.59,25.10,17.30,1,Hot
-0.09,1.53,80.34,35.59,25.10,17.10,1,Hot
0.02,1.41,88.79,35.63,25.10,17.00,1,Hot
-0.68,1.15,79.97,35.66,25.10,17.10,1,Hot
0.58,1.95,78.15,35.68,25.10,17.10,1,Hot
0.12,1.57,75.48,35.70,25.10,17.30,1,Hot
-0.04,1.78,73.18,35.63,25.10,17.20,1,Hot
0.11,2.05,74.76,35.53,25.10,17.30,1,Hot
0.81,1.82,66.46,35.38,25.10,17.30,1,Hot
-1.57,1.54,79.71,35.23,25.10,17.40,1,Hot
0.79,2.38,78.65,35.43,25.10,17.40,1,Hot
-0.16,2.07,76.65,35.58,25.10,17.40,1,Hot
-0.31,2.20,82.81,35.56,25.10,17.50,1,Hot
0.05,2.24,92.91,35.56,25.10,17.50,1,Hot
0.19,2.50,79.17,35.55,25.10,17.50,1,Hot
-0.07,2.00,76.38,35.54,25.10,17.50,1,Hot
0.09,2.11,76.08,35.50,25.10,17.50,1,Hot
0.07,2.43,83.23,35.50,25.10,17.50,1,Hot
-0.02,2.76,81.67,35.45,25.10,17.50,1,Hot
-0.17,2.41,77.90,35.30,25.00,17.50,1,Hot
0.16,2.29,71.69,35.11,25.00,17.50,1,Hot
0.22,2.70,67.15,35.14,25.00,17.50,1,Hot
0.58,2.32,81.37,35.18,25.00,17.40,1,Hot
0.08,2.31,80.83,35.34,25.00,17.40,1,Hot
-0.85,2.42,80.72,35.47,25.00,17.40,1,Hot
0.02,2.20,79.58,35.46,25.00,17.40,1,Hot
-0.49,2.71,81.27,35.53,25.00,17.40,1,Hot
0.27,2.41,76.14,35.57,25.00,17.40,1,Hot
-1.05,2.81,78.53,35.64,25.00,17.40,1,Hot
1.55,2.51,73.88,35.58,25.00,17.30,1,Hot
0.03,2.54,88.47,35.53,25.00,17.30,1,Hot
2.12,2.34,87.02,35.44,25.00,17.40,1,Hot
-2.46,2.60,85.77,35.40,25.00,17.30,1,Hot
0.09,2.12,82.17,35.46,25.00,17.30,1,Hot
-0.43,1.89,78.89,35.51,25.00,17.20,1,Hot
0.36,2.00,81.82,35.48,25.00,17.50,1,Hot
-0.27,1.82,83.75,35.22,25.00,17.50,1,Hot
0.18,1.41,91.27,35.08,25.00,17.50,1,Hot
-0.16,1.39,82.41,34.97,25.00,20.30,1,Hot
0.29,0.34,68.12,35.00,21.50,32.70,1,Hot
-0.26,0.27,74.57,34.89,21.70,23.00,1,Hot
-1.09,0.20,82.59,34.74,21.80,22.50,1,Hot
1.12,0.14,76.17,34.62,21.90,22.00,1,Hot
0.03,0.15,69.70,34.44,21.90,22.30,1,Hot
-0.39,0.19,76.98,34.25,21.90,21.60,1,Hot
0.16,0.13,65.70,34.23,22.00,21.70,1,Hot
-0.06,0.13,74.25,34.22,22.00,21.90,1,Hot
0.66,0.13,78.79,34.20,22.00,21.80,1,Hot
-0.31,0.12,69.82,34.23,22.00,22.00,1,Hot
-0.19,0.11,63.60,34.24,22.00,21.80,1,Hot
-1.75,0.10,77.13,34.19,22.10,22.20,1,Hot
2.45,0.11,96.27,34.10,22.10,22.10,1,Hot
-2.05,0.11,98.03,34.09,22.10,22.20,1,Hot
1.57,0.11,75.16,34.08,22.20,22.00,1,Hot
-0.71,0.12,74.07,34.07,22.20,21.90,1,Hot
-0.96,0.12,78.97,34.06,22.20,21.80,1,Hot
0.81,0.14,78.50,34.07,22.20,21.80,1,Hot
1.05,0.13,80.82,34.29,22.30,21.70,1,Hot
-0.77,0.14,73.47,34.39,22.30,21.90,1,Hot
1.36,0.12,85.48,34.37,22.30,21.70,1,Hot
-0.91,0.11,79.92,34.41,22.40,21.60,1,Hot
0.03,0.11,73.35,34.44,22.40,21.60,1,Hot
-0.15,0.11,73.62,34.40,22.40,21.50,1,Hot
1.14,0.11,72.73,34.39,22.50,21.50,1,Hot
-1.08,0.11,74.46,34.42,22.50,21.50,1,Hot
0.01,0.11,75.00,34.60,22.50,21.40,0,Neutral
0.70,0.11,78.61,34.56,22.60,21.40,0,Neutral
-0.29,0.11,78.96,34.56,22.60,21.30,0,Neutral
-0.28,0.11,76.63,34.59,22.60,21.30,0,Neutral
-0.34,0.10,70.17,34.59,22.60,21.20,0,Neutral
0.52,0.11,75.38,34.49,22.70,21.20,0,Neutral
-0.21,0.10,84.69,34.46,22.70,21.20,0,Neutral
0.53,0.11,89.12,34.39,22.70,21.10,0,Neutral
-0.83,0.12,79.70,34.31,22.70,21.10,0,Neutral
0.15,0.11,76.44,34.32,22.80,21.10,0,Neutral
0.31,0.11,82.52,34.29,22.80,21.00,0,Neutral
-0.21,0.11,87.29,34.30,22.80,21.00,0,Neutral
0.02,0.11,76.75,34.34,22.90,21.00,0,Neutral
-0.13,0.11,66.03,34.39,22.90,21.00,0,Neutral
-0.06,0.11,77.46,34.43,22.90,20.90,0,Neutral
0.87,0.11,79.09,34.49,22.90,20.90,-1,Cold
-0.94,0.11,79.22,34.47,23.00,20.90,-1,Cold
-0.12,0.11,78.08,34.45,23.00,20.80,-1,Cold
0.11,0.11,76.88,34.39,23.00,20.80,-1,Cold
0.43,0.12,70.41,34.36,23.00,20.80,-1,Cold
-0.28,0.11,75.70,34.32,23.10,20.80,-1,Cold
0.99,0.11,80.73,34.35,23.10,20.80,-1,Cold
-0.66,0.11,80.35,34.43,23.10,20.90,-1,Cold
-0.54,0.12,79.69,34.46,23.10,20.90,-1,Cold
-0.57,0.12,77.61,34.45,23.20,21.00,-1,Cold
0.72,0.12,71.91,34.41,23.20,20.90,-1,Cold
0.15,0.12,68.30,34.36,23.20,20.80,-1,Cold
0.00,0.12,56.08,34.32,23.20,20.80,-1,Cold
-0.10,0.12,71.59,34.29,23.30,20.80,-1,Cold
0.09,0.12,83.33,34.24,23.30,20.80,-1,Cold
-0.16,0.11,77.96,34.19,23.30,20.80,-1,Cold
0.38,0.11,78.23,34.24,23.30,20.80,-1,Cold
-0.13,0.12,70.59,34.42,23.40,20.70,-1,Cold
-0.08,0.11,76.06,34.59,23.40,20.70,-1,Cold
0.36,0.12,77.97,34.64,23.40,20.70,-1,Cold
-0.38,0.12,76.02,34.66,23.40,20.70,-1,Cold
-0.21,0.11,76.05,34.63,23.40,20.80,-1,Cold
0.04,0.11,98.44,34.63,23.50,20.80,-1,Cold
-1.86,0.11,92.89,34.61,23.50,20.90,-1,Cold
1.87,0.11,72.35,34.62,23.50,20.80,-1,Cold
0.18,0.11,80.12,34.61,23.50,20.80,-1,Cold
-0.11,0.12,84.19,34.61,23.60,20.80,-1,Cold
-0.08,0.12,66.07,34.57,23.60,20.80,-1,Cold
0.28,0.11,75.21,34.53,23.60,20.70,-1,Cold
-0.34,0.11,82.09,34.56,23.60,20.80,-1,Cold
0.11,0.12,80.03,34.59,23.60,20.80,1,Hot
-0.13,0.11,73.02,34.56,23.70,20.80,1,Hot
