BVP,EDA,HR,TEMP,Tin,Rhin,TSV,TSV_Label
-0.13,0.12,63.98,32.01,25.60,21.00,1,Hot
-0.14,0.13,72.70,32.15,25.60,20.80,1,Hot
0.23,0.13,66.99,32.26,25.60,20.90,1,Hot
-0.20,0.13,71.47,32.35,25.60,21.10,1,Hot
0.32,0.13,76.42,32.43,25.70,21.20,1,Hot
-0.22,0.13,71.26,32.48,25.70,21.00,1,Hot
-0.07,0.13,70.06,32.52,25.70,20.90,1,Hot
0.11,0.13,65.36,32.55,25.70,21.30,1,Hot
0.06,0.13,71.95,32.49,25.70,21.00,1,Hot
-0.04,0.13,76.11,32.52,25.70,21.10,1,Hot
-0.05,0.13,72.01,32.57,25.70,21.00,1,Hot
0.39,0.13,74.94,32.54,25.70,21.00,1,Hot
-0.48,0.13,69.63,32.47,25.80,21.10,1,Hot
0.52,0.13,70.83,32.48,25.80,21.10,1,Hot
-0.35,0.13,71.04,32.49,25.80,21.10,1,Hot
-0.08,0.13,74.77,32.48,25.80,21.00,1,Hot
-0.07,0.13,74.01,32.44,25.80,21.40,1,Hot
-0.05,0.13,71.67,32.43,25.80,21.10,1,Hot
0.24,0.13,75.92,32.36,25.80,21.20,1,Hot
0.62,0.13,72.21,32.34,25.80,21.20,1,Hot
-0.63,0.13,69.32,32.39,25.90,21.20,1,Hot
0.00,0.13,73.18,32.30,25.90,21.20,1,Hot
-0.29,0.13,72.71,32.22,25.90,21.30,1,Hot
0.11,0.13,73.23,32.35,25.90,21.30,1,Hot
-1.52,0.13,73.28,32.37,25.90,21.40,1,Hot
1.47,0.13,76.21,32.30,25.90,21.30,1,Hot
0.01,0.13,77.13,32.17,25.90,21.30,1,Hot
0.38,0.13,79.06,32.27,25.90,21.30,1,Hot
-0.05,0.13,66.00,32.34,25.90,21.30,1,Hot
0.04,0.14,73.04,32.40,25.90,21.60,1,Hot
-0.29,0.14,75.24,32.45,25.90,21.40,1,Hot
0.78,0.13,74.65,32.45,26.00,21.30,1,Hot
-0.72,0.13,76.52,32.47,26.00,21.40,1,Hot
0.87,0.13,73.45,32.53,26.00,21.30,1,Hot
-2.14,0.13,73.22,32.49,26.00,21.40,1,Hot
0.12,0.14,84.20,32.14,26.00,21.10,1,Hot
-0.16,0.14,88.76,32.14,26.10,21.60,1,Hot
-0.17,0.16,79.17,32.15,26.10,21.40,1,Hot
0.21,0.15,70.80,32.11,26.10,21.10,1,Hot
-0.55,0.17,84.08,32.18,26.10,21.10,1,Hot
-0.13,0.16,89.62,32.15,26.10,21.10,1,Hot
1.35,0.16,80.53,32.22,26.10,20.90,1,Hot
-0.47,0.16,72.74,32.24,26.20,21.30,1,Hot
-0.15,0.16,86.56,32.12,26.20,21.60,1,Hot
1.42,0.18,85.92,32.44,26.20,21.10,1,Hot
-1.42,0.19,71.93,32.55,26.20,22.10,1,Hot
-0.22,0.18,74.55,32.59,26.20,22.10,1,Hot
0.24,0.17,73.49,32.61,26.20,21.60,1,Hot
-0.01,0.17,65.49,32.62,26.20,21.60,1,Hot
0.20,0.16,68.07,32.64,26.20,21.30,1,Hot
-0.88,0.15,70.63,32.60,26.20,21.20,1,Hot
1.51,0.17,78.07,32.43,26.20,22.00,1,Hot
-0.86,0.16,78.19,32.42,26.30,21.10,1,Hot
-0.03,0.21,77.33,32.31,26.30,22.20,1,Hot
0.20,0.22,76.95,32.40,26.30,21.40,1,Hot
-0.23,0.22,77.09,32.46,26.30,21.60,1,Hot
-0.57,0.22,77.62,32.53,26.30,21.60,1,Hot
0.64,0.22,73.70,32.62,26.30,21.50,1,Hot
0.12,0.22,75.38,32.62,26.30,22.00,1,Hot
-0.34,0.21,78.15,32.62,26.30,21.70,1,Hot
0.05,0.21,72.69,32.64,26.30,21.80,1,Hot
0.23,0.20,74.43,32.68,26.30,21.70,1,Hot
-0.10,0.19,79.10,32.69,26.30,21.40,1,Hot
0.12,0.18,73.76,32.70,26.30,21.70,1,Hot
-0.05,0.18,73.37,32.74,26.30,21.50,1,Hot
0.16,0.17,72.85,32.69,26.30,21.40,1,Hot
0.15,0.17,72.95,32.71,26.40,21.40,1,Hot
0.17,0.17,77.82,32.73,26.30,21.40,1,Hot
-0.57,0.17,75.87,32.78,26.40,21.50,1,Hot
0.73,0.16,75.42,32.84,26.40,21.40,1,Hot
-0.32,0.16,74.46,32.84,26.40,21.80,1,Hot
-0.79,0.16,69.68,32.89,26.40,21.40,1,Hot
0.76,0.15,74.32,32.95,26.40,22.00,1,Hot
0.98,0.15,72.03,32.90,26.40,21.50,1,Hot
-1.28,0.15,76.49,33.01,26.40,22.20,1,Hot
0.34,0.17,75.89,32.97,26.40,21.40,1,Hot
-1.50,0.17,76.03,32.81,26.40,21.60,1,Hot
1.34,0.18,80.07,32.68,26.40,21.50,1,Hot
0.83,0.18,76.81,32.75,26.50,21.70,1,Hot
-1.34,0.17,75.27,32.74,26.50,21.50,1,Hot
0.35,0.15,77.89,32.78,26.50,21.40,1,Hot
0.14,0.14,73.18,32.93,26.50,21.50,1,Hot
0.05,0.15,73.70,32.96,26.50,21.40,1,Hot
-0.27,0.15,74.67,33.00,26.50,21.40,1,Hot
0.33,0.16,77.63,33.04,26.60,21.50,1,Hot
0.00,0.17,79.65,33.08,26.60,21.30,1,Hot
-0.34,0.17,81.89,33.13,26.60,21.30,1,Hot
0.08,0.17,75.55,33.15,26.60,21.30,1,Hot
-0.24,0.16,74.86,33.08,26.60,21.30,1,Hot
1.37,0.17,77.00,33.19,26.60,21.30,1,Hot
-1.32,0.16,77.70,33.18,26.60,21.40,1,Hot
0.20,0.18,82.20,33.18,26.70,21.40,1,Hot
-0.13,0.17,73.20,33.09,26.70,21.30,1,Hot
-0.12,0.17,74.79,33.17,26.70,21.50,1,Hot
0.38,0.16,73.37,33.32,26.70,21.40,1,Hot
-0.10,0.16,76.43,33.39,26.70,21.50,1,Hot
-0.13,0.16,74.68,33.45,26.70,21.50,1,Hot
-0.36,0.16,71.32,33.48,26.70,21.50,1,Hot
-0.54,0.18,76.23,33.45,26.70,21.50,1,Hot
0.57,0.25,74.84,33.52,26.70,21.80,1,Hot
0.31,0.29,80.88,33.65,26.70,21.90,1,Hot
0.06,0.40,86.58,33.80,26.70,22.20,1,Hot
0.05,0.37,83.02,34.07,26.70,22.50,1,Hot
-0.17,0.29,79.39,34.09,26.80,21.90,1,Hot
0.42,0.31,74.65,34.13,26.80,21.80,1,Hot
-0.34,0.34,75.90,34.07,26.80,21.50,1,Hot
-0.21,0.47,72.90,34.03,26.80,21.40,1,Hot
0.31,0.53,77.18,34.17,26.80,21.50,1,Hot
-0.48,0.43,77.01,34.27,26.80,21.30,1,Hot
0.17,0.31,69.51,34.38,26.80,21.30,1,Hot
-0.55,0.42,74.16,34.43,26.80,21.60,1,Hot
0.93,0.62,82.15,34.50,26.80,21.30,1,Hot
-0.12,0.65,76.77,34.61,26.80,21.10,1,Hot
-0.07,0.80,74.94,34.63,26.80,21.00,1,Hot
0.96,0.65,74.82,34.62,26.90,21.10,1,Hot
-1.05,0.49,71.31,34.67,26.90,20.90,0,Neutral
0.17,0.53,76.83,34.60,26.90,21.00,0,Neutral
-1.12,0.54,93.11,34.59,26.90,21.10,0,Neutral
1.36,0.51,92.51,34.68,26.90,21.20,0,Neutral
0.08,0.47,83.23,34.75,26.90,21.40,0,Neutral
-0.49,0.38,76.51,34.77,26.90,21.40,0,Neutral
0.15,0.32,80.96,34.69,26.90,21.50,0,Neutral
-0.09,0.27,73.74,34.71,26.90,21.80,0,Neutral
0.29,0.22,69.31,34.71,26.90,21.40,0,Neutral
-0.59,0.21,78.68,34.58,26.90,21.30,0,Neutral
0.40,0.19,76.34,34.67,26.90,21.40,0,Neutral
-0.06,0.17,72.71,34.76,26.90,22.00,0,Neutral
0.22,0.15,71.31,34.82,26.90,21.40,0,Neutral
-0.30,0.15,74.57,34.94,26.90,21.30,0,Neutral
0.41,0.14,73.29,34.97,26.90,21.50,0,Neutral
-0.07,0.13,100.92,34.99,26.90,21.40,1,Hot
-0.18,0.12,105.23,35.01,26.90,21.20,1,Hot
-0.15,0.11,72.42,35.03,26.90,21.20,1,Hot
0.24,0.10,74.89,35.05,27.00,21.20,1,Hot
-0.36,0.09,76.52,35.08,27.00,21.80,1,Hot
0.60,0.08,75.49,35.09,27.00,21.40,1,Hot
0.30,0.08,77.33,35.08,27.00,21.50,1,Hot
-0.49,0.07,77.35,35.10,27.00,21.60,1,Hot
-0.14,0.07,76.12,35.11,27.00,21.50,1,Hot
0.53,0.07,73.37,35.10,27.00,21.30,1,Hot
-0.41,0.07,75.57,35.07,27.00,21.20,1,Hot
-0.32,0.08,74.48,35.06,27.00,21.10,1,Hot
1.19,0.07,77.10,35.10,27.00,21.40,1,Hot
-1.35,0.06,77.06,35.14,27.00,21.30,1,Hot
-0.34,0.07,77.67,35.17,27.00,21.40,1,Hot
0.37,0.06,80.45,35.17,27.10,21.20,1,Hot
0.14,0.05,80.70,35.16,27.10,21.30,1,Hot
-0.28,0.06,80.74,35.19,27.10,21.20,1,Hot
0.12,0.05,76.40,35.24,27.10,21.40,1,Hot
0.02,0.04,74.82,35.21,27.10,21.20,1,Hot
1.04,0.05,75.01,35.20,27.10,21.50,1,Hot
0.13,0.05,66.50,35.21,27.10,21.20,1,Hot
-0.64,0.13,69.25,35.21,27.10,21.30,1,Hot
-0.12,0.20,72.07,35.19,27.10,21.20,1,Hot
-0.06,0.20,77.07,35.12,27.10,21.10,1,Hot
-0.50,0.20,76.07,35.15,27.10,21.10,1,Hot
0.75,0.19,73.87,35.17,27.10,21.00,1,Hot
-0.56,0.19,68.76,35.12,27.10,21.20,1,Hot
1.43,0.19,73.92,35.15,27.10,21.40,1,Hot
-0.99,0.20,78.80,35.10,27.10,21.30,1,Hot
-0.02,0.21,75.60,35.06,27.10,21.00,0,Neutral
-0.38,0.19,68.45,35.07,27.10,20.90,0,Neutral
0.55,0.19,71.42,35.11,27.10,21.10,0,Neutral
0.13,0.19,74.43,35.15,27.20,21.20,0,Neutral
-0.49,0.19,72.60,35.18,27.10,20.90,0,Neutral
-0.05,0.19,75.87,35.16,27.10,21.00,0,Neutral
-0.50,0.18,78.18,35.01,27.10,20.80,0,Neutral
0.73,0.19,77.22,34.93,27.10,20.70,0,Neutral
0.66,0.19,73.26,35.08,27.10,20.80,0,Neutral
-0.67,0.18,72.57,35.14,27.10,20.60,0,Neutral
-0.38,0.18,71.07,35.22,27.10,20.70,0,Neutral
1.00,0.18,73.96,35.27,27.10,20.90,0,Neutral
-0.74,0.18,76.72,35.26,27.10,20.80,0,Neutral
-0.61,0.18,76.42,35.25,27.10,20.90,0,Neutral
0.67,0.18,72.47,35.27,27.10,20.90,0,Neutral
-0.37,0.17,74.21,35.14,27.10,20.80,0,Neutral
0.73,0.17,75.09,35.10,27.10,20.80,0,Neutral
-0.48,0.18,73.67,35.10,27.10,20.80,0,Neutral
1.63,0.17,78.56,35.06,27.10,20.70,0,Neutral
-1.85,0.17,79.42,35.08,27.10,20.70,0,Neutral
0.16,0.17,75.20,35.10,27.10,20.80,0,Neutral
-0.06,0.17,73.67,35.13,27.10,20.70,0,Neutral
-0.62,0.17,72.15,35.18,27.10,20.80,0,Neutral
0.91,0.17,65.05,35.14,27.10,20.60,0,Neutral
-0.23,0.17,72.73,35.20,27.10,20.60,0,Neutral
-0.36,0.17,75.44,35.12,27.10,20.50,0,Neutral
0.15,0.17,74.00,35.20,27.10,20.60,0,Neutral
-0.18,0.17,77.37,35.25,27.10,20.70,0,Neutral
0.59,0.17,71.74,35.28,27.10,20.60,0,Neutral
0.01,0.16,79.82,35.21,27.10,20.60,0,Neutral
-0.28,0.17,76.60,35.20,27.10,20.50,-1,Cold
0.04,0.17,74.60,35.29,27.10,20.60,-1,Cold
0.09,0.17,72.31,35.31,27.10,20.50,-1,Cold
0.08,0.17,71.26,35.36,27.10,20.50,-1,Cold
0.28,0.17,71.65,35.42,27.10,20.60,-1,Cold
-0.23,0.17,72.89,35.43,27.10,20.50,-1,Cold
0.39,0.17,80.13,35.20,27.10,20.40,-1,Cold
-0.15,0.17,75.35,35.14,27.10,20.50,-1,Cold
-1.38,0.17,75.22,35.05,27.10,20.50,-1,Cold
2.00,0.17,88.33,34.83,27.10,20.60,-1,Cold
-0.80,0.18,90.93,34.82,27.10,20.70,-1,Cold
-0.20,0.15,82.29,34.68,27.10,20.70,-1,Cold
-0.08,0.15,73.33,34.60,27.10,20.50,-1,Cold
-1.14,0.14,85.18,34.45,27.10,21.30,-1,Cold
0.89,0.16,80.37,34.43,27.10,20.40,-1,Cold
0.58,0.15,111.31,34.37,27.10,20.60,-1,Cold
0.50,0.15,132.47,34.34,27.10,20.50,-1,Cold
-0.50,0.15,101.17,34.56,27.10,20.30,-1,Cold
-0.18,0.14,82.14,34.53,27.10,20.40,-1,Cold
0.07,0.14,78.45,34.68,27.10,20.40,-1,Cold
-1.91,0.12,75.94,34.54,27.10,20.30,-1,Cold
1.84,0.11,73.82,33.91,27.10,20.40,-1,Cold
-0.12,0.13,77.10,33.85,27.10,20.30,-1,Cold
-0.22,0.13,83.95,33.90,27.10,20.30,-1,Cold
0.37,0.13,80.64,33.78,27.10,20.20,-1,Cold
-0.26,0.14,82.01,33.83,27.10,20.10,-1,Cold
0.09,0.13,78.32,33.91,27.10,20.10,-1,Cold
0.22,0.12,78.46,33.56,27.10,20.10,-1,Cold
-0.09,0.17,80.07,33.75,27.10,20.10,-1,Cold
-0.20,0.17,82.51,33.86,27.10,20.10,-1,Cold
-0.61,0.20,76.33,33.96,27.10,20.10,0,Neutral
1.07,0.20,76.98,34.06,27.10,20.10,0,Neutral
0.41,0.19,79.27,33.99,27.10,20.10,0,Neutral
-1.27,0.23,91.61,34.05,27.10,20.10,0,Neutral
1.08,0.23,77.10,34.20,27.00,20.00,0,Neutral
-0.49,0.21,78.45,34.23,27.00,20.00,0,Neutral
0.02,0.24,75.85,34.25,27.00,20.00,0,Neutral
-0.14,0.24,81.07,34.29,27.00,20.00,0,Neutral
-0.10,0.26,85.08,34.32,27.00,20.00,0,Neutral
2.60,0.32,77.73,34.44,27.00,20.00,0,Neutral
-2.41,0.35,75.61,34.48,27.00,20.00,0,Neutral
0.50,0.48,74.81,34.59,27.00,20.00,0,Neutral
-0.51,0.70,77.23,34.70,27.00,20.10,0,Neutral
1.16,0.93,81.82,34.87,27.00,20.10,0,Neutral
-0.43,0.85,78.80,34.90,27.00,20.10,0,Neutral
-0.49,0.68,80.97,34.85,27.00,20.10,0,Neutral
-0.25,0.77,80.86,34.87,27.00,20.10,0,Neutral
0.52,0.68,77.60,34.95,27.00,20.10,0,Neutral
-1.03,0.71,78.66,35.04,27.00,20.10,0,Neutral
2.24,0.93,86.95,35.01,26.90,20.10,0,Neutral
-1.32,1.30,92.60,34.95,26.90,20.10,0,Neutral
-0.28,1.48,91.35,34.94,26.90,20.00,0,Neutral
-1.41,1.37,81.13,34.88,26.90,20.10,0,Neutral
1.33,1.46,77.81,34.57,26.90,20.10,0,Neutral
-0.07,1.76,79.43,34.63,26.90,20.00,0,Neutral
0.25,2.27,115.09,34.55,26.90,20.00,0,Neutral
-0.17,1.84,139.64,34.61,26.90,20.00,0,Neutral
-0.33,1.71,105.86,34.65,26.90,20.00,0,Neutral
0.94,1.73,107.27,34.59,26.90,19.90,0,Neutral
0.74,1.93,84.04,34.58,26.90,20.00,0,Neutral
-1.45,2.65,77.62,34.61,26.90,19.90,1,Hot
-0.12,2.57,79.53,34.47,26.90,19.90,1,Hot
0.14,2.46,97.95,34.38,26.90,19.90,1,Hot
-0.24,2.61,101.21,34.49,26.80,20.00,1,Hot
-0.31,2.79,86.70,34.64,26.80,20.00,1,Hot
0.59,3.20,94.80,34.59,26.80,20.00,1,Hot
0.13,2.86,93.79,34.59,26.80,20.00,1,Hot
0.29,2.99,87.34,34.46,26.80,20.00,1,Hot
0.25,3.29,80.14,34.59,26.80,19.90,1,Hot
-0.51,2.93,87.71,34.82,26.80,20.00,1,Hot
-0.10,2.58,90.14,34.87,26.80,20.00,1,Hot
-0.26,1.86,94.10,34.86,26.80,20.00,1,Hot
0.41,2.79,94.97,34.75,26.80,20.00,1,Hot
-0.20,2.68,79.01,34.74,26.80,20.00,1,Hot
0.08,3.12,79.76,34.84,26.80,20.10,1,Hot
-1.60,2.89,93.51,34.93,26.80,20.10,1,Hot
0.90,2.27,93.69,34.86,26.80,20.10,1,Hot
0.71,2.31,86.57,34.86,26.80,20.10,1,Hot
0.03,2.01,90.13,34.92,26.80,20.20,1,Hot
-0.09,1.85,91.02,34.95,26.80,20.10,1,Hot
0.05,2.07,100.00,34.79,26.80,20.10,1,Hot
-0.34,1.84,100.94,34.63,26.80,20.10,1,Hot
0.28,1.50,90.92,34.66,26.80,20.10,1,Hot
0.00,0.92,93.40,34.70,26.70,20.00,1,Hot
0.65,0.76,93.74,34.56,26.70,20.10,1,Hot
-0.46,0.85,88.88,34.58,26.70,20.10,1,Hot
-0.13,0.82,109.80,34.69,26.70,20.10,1,Hot
0.48,0.67,83.60,34.81,26.70,20.10,1,Hot
-2.09,0.57,78.91,34.79,26.70,20.10,1,Hot
0.92,0.69,73.13,34.71,26.70,20.10,1,Hot
0.60,0.90,77.34,34.86,26.70,20.20,1,Hot
0.26,1.52,82.13,34.98,26.70,20.10,1,Hot
-0.24,2.63,86.51,35.04,26.70,20.20,1,Hot
0.00,2.42,89.17,35.21,26.70,20.20,1,Hot
0.02,2.06,86.22,35.42,26.70,20.10,1,Hot
0.62,2.20,88.07,35.46,26.70,20.10,1,Hot
-0.67,1.57,90.08,35.56,26.70,20.10,1,Hot
-0.26,1.08,83.43,35.55,26.70,20.10,1,Hot
0.09,0.96,78.59,35.52,26.70,20.10,1,Hot
0.36,1.00,85.47,35.33,26.70,20.10,1,Hot
0.18,1.04,87.46,35.42,26.70,20.10,1,Hot
-0.45,1.07,84.81,35.54,26.70,20.20,1,Hot
-0.43,0.99,74.93,35.59,26.70,20.20,1,Hot
-0.05,0.83,61.64,35.69,26.70,20.20,1,Hot
1.05,0.80,80.56,35.65,26.70,20.20,1,Hot
-0.37,0.90,80.07,35.78,26.60,20.10,1,Hot
-0.08,1.07,86.33,35.78,26.60,20.10,1,Hot
0.01,1.51,81.73,35.77,26.60,20.10,1,Hot
0.02,2.50,85.17,35.84,26.60,20.10,1,Hot
0.83,2.94,81.16,35.92,26.60,20.10,1,Hot
-0.88,2.45,86.58,35.99,26.60,20.20,1,Hot
0.18,1.66,89.24,35.97,26.60,20.20,1,Hot
0.32,1.35,85.18,35.94,26.60,20.20,1,Hot
-0.46,1.32,82.61,35.91,26.60,20.20,1,Hot
-0.08,2.06,83.54,35.97,26.60,20.20,1,Hot
-1.26,1.80,80.33,35.99,26.60,20.10,1,Hot
1.19,2.00,83.63,36.03,26.60,20.10,1,Hot
-0.07,2.55,85.71,36.03,26.60,20.10,1,Hot
0.13,2.69,82.72,35.97,26.60,20.10,1,Hot
-0.14,2.07,85.04,35.94,26.60,20.00,1,Hot
0.19,1.62,80.52,35.93,26.60,20.10,1,Hot
0.03,1.87,87.31,35.93,26.60,20.00,1,Hot
-0.43,2.57,92.00,35.95,26.60,19.90,1,Hot
0.68,3.06,89.37,35.96,26.50,20.00,1,Hot
-0.53,3.14,113.13,35.91,26.50,20.00,1,Hot
0.05,2.13,119.66,35.88,26.50,19.90,1,Hot
0.16,1.23,120.29,35.77,26.50,20.20,1,Hot
-1.02,1.34,103.99,35.76,26.50,20.00,1,Hot
1.35,1.29,100.59,35.69,26.50,20.00,1,Hot
-0.36,1.06,91.35,35.63,26.50,20.00,1,Hot
0.08,1.02,82.84,35.62,26.50,20.00,1,Hot
-0.12,1.33,81.20,35.81,26.50,19.90,1,Hot
-0.06,1.12,82.13,35.99,26.50,19.80,1,Hot
0.02,1.13,87.19,36.01,26.50,19.80,1,Hot
0.13,1.03,89.67,36.03,26.50,19.80,1,Hot
-0.69,1.01,97.30,35.87,26.50,19.80,1,Hot
0.42,0.65,117.77,35.91,26.50,19.90,1,Hot
0.35,0.61,114.04,35.95,26.50,19.80,1,Hot
-0.03,0.69,118.94,35.97,26.40,19.80,1,Hot
-0.04,0.83,130.05,35.81,26.40,19.80,1,Hot
0.20,1.51,145.95,35.79,26.40,19.80,1,Hot
-0.19,2.32,106.49,35.82,26.40,19.80,1,Hot
-2.90,2.30,106.49,35.80,26.40,19.80,1,Hot
-0.21,0.03,77.73,32.98,21.90,22.30,1,Hot
0.23,0.05,84.50,33.08,22.00,21.90,1,Hot
-0.56,0.06,83.60,33.18,22.00,21.80,1,Hot
1.08,0.37,81.72,33.50,22.00,22.00,1,Hot
-0.45,0.97,87.44,33.84,22.00,22.00,1,Hot
0.30,0.76,85.20,34.10,22.00,22.00,1,Hot
0.26,0.39,79.43,34.10,21.90,22.30,1,Hot
-0.69,0.23,87.54,34.08,21.90,22.20,1,Hot
0.20,0.10,82.98,34.12,21.90,22.00,1,Hot
0.02,0.25,83.67,34.23,21.90,21.90,1,Hot
-0.32,0.67,83.38,34.44,21.90,21.80,1,Hot
0.03,1.06,75.96,34.61,22.00,21.90,1,Hot
0.22,1.29,86.98,34.73,22.00,21.80,1,Hot
-0.03,0.82,83.90,34.66,22.00,21.80,1,Hot
-0.18,0.48,83.18,34.65,22.00,21.80,1,Hot
-0.40,0.26,86.59,34.69,22.00,21.70,1,Hot
0.49,0.16,83.98,34.74,22.00,21.70,1,Hot
-0.18,0.10,81.03,34.74,22.10,21.90,1,Hot
0.01,0.07,87.11,34.76,22.10,21.60,1,Hot
0.09,0.05,82.77,34.77,22.10,21.80,1,Hot
-0.01,0.19,86.27,34.80,22.20,21.50,1,Hot
-0.22,0.18,85.61,34.82,22.20,21.40,1,Hot
0.93,0.17,84.42,34.85,22.20,21.50,1,Hot
-0.64,0.16,83.74,34.88,22.30,21.40,1,Hot
0.12,0.16,83.08,34.90,22.30,21.30,1,Hot
0.01,0.17,81.30,34.82,22.40,22.20,1,Hot
-0.01,0.17,81.07,34.85,22.40,21.40,1,Hot
0.08,0.16,77.00,34.87,22.50,21.30,1,Hot
-1.41,0.15,65.34,34.84,22.50,21.70,1,Hot
1.54,0.15,73.93,34.77,22.50,21.40,1,Hot
-0.36,0.03,82.77,34.62,22.50,21.30,1,Hot
0.17,0.09,101.95,34.71,22.60,21.30,1,Hot
-0.09,0.12,83.41,34.74,22.60,21.20,0,Neutral
-0.01,0.12,75.83,34.71,22.60,21.20,0,Neutral
0.46,0.12,75.04,34.79,22.70,21.20,0,Neutral
-1.87,0.13,82.15,34.84,22.70,21.00,0,Neutral
1.06,0.12,82.38,34.86,22.70,20.90,0,Neutral
0.45,0.12,79.85,34.88,22.70,20.90,0,Neutral
-0.26,0.12,77.29,34.90,22.80,20.80,0,Neutral
-0.15,0.11,77.35,34.98,22.80,20.70,0,Neutral
0.47,0.11,81.06,35.09,22.80,20.50,0,Neutral
-0.18,0.11,80.82,35.13,22.80,20.50,0,Neutral
-0.57,0.11,76.87,35.14,22.90,20.40,0,Neutral
0.59,0.11,75.23,35.15,22.90,20.50,0,Neutral
-0.13,0.11,78.35,35.05,22.90,20.40,0,Neutral
0.30,0.12,85.30,34.94,22.90,20.40,0,Neutral
-0.23,0.14,76.49,34.82,22.90,20.20,0,Neutral
0.28,0.13,75.80,34.74,23.00,20.10,0,Neutral
-0.01,0.13,78.49,34.62,23.00,20.00,0,Neutral
-0.74,0.13,80.20,34.54,23.00,19.90,0,Neutral
0.76,0.13,75.36,34.53,23.00,19.80,0,Neutral
-0.42,0.12,89.81,34.49,23.00,19.80,0,Neutral
0.13,0.13,91.85,34.31,23.00,19.70,0,Neutral
-0.34,0.11,80.27,34.27,23.10,19.70,0,Neutral
0.32,0.13,86.22,34.19,23.10,19.70,0,Neutral
-0.43,0.14,83.99,34.14,23.10,19.80,0,Neutral
0.26,0.25,78.23,34.08,23.10,19.80,0,Neutral
0.33,0.90,81.54,34.00,23.10,20.20,0,Neutral
0.03,0.81,76.08,33.98,23.20,19.90,0,Neutral
-0.09,0.53,76.58,33.90,23.20,20.30,0,Neutral
-0.01,0.35,78.11,33.96,23.20,20.10,0,Neutral
0.15,0.22,78.52,34.04,23.30,19.90,0,Neutral
-0.29,0.12,76.31,34.04,23.30,19.80,1,Hot
0.00,0.07,71.67,34.02,23.30,19.70,1,Hot
-0.18,0.15,76.14,33.89,23.30,19.80,1,Hot
0.66,0.18,88.21,33.91,23.40,19.90,1,Hot
-1.89,0.17,88.15,33.93,23.40,20.10,1,Hot
1.67,0.20,86.22,33.69,23.40,19.60,1,Hot
0.06,0.20,87.68,33.81,23.40,19.60,1,Hot
-0.38,0.21,74.86,33.90,23.40,19.70,1,Hot
0.41,0.22,76.61,33.87,23.40,19.20,1,Hot
-0.53,0.19,76.57,33.88,23.40,19.30,1,Hot
-0.07,0.21,74.42,33.82,23.40,19.30,1,Hot
1.46,0.19,80.39,33.77,23.40,19.40,1,Hot
-1.05,0.16,84.28,33.68,23.40,19.20,1,Hot
-0.09,0.14,79.25,33.65,23.40,19.20,1,Hot
0.17,0.16,81.94,33.64,23.40,19.20,1,Hot
0.18,0.16,85.20,33.58,23.40,19.10,1,Hot
-0.10,0.27,94.41,33.47,23.40,19.10,1,Hot
-0.61,0.31,84.96,33.43,23.40,18.90,1,Hot
0.44,0.28,98.83,33.12,23.40,18.90,1,Hot
-0.03,0.23,83.77,32.75,23.40,18.90,1,Hot
-0.11,0.15,81.07,32.86,23.40,18.90,1,Hot
0.13,0.14,81.71,32.78,23.40,18.80,1,Hot
0.08,0.16,82.53,32.78,23.40,18.70,1,Hot
-0.41,0.13,77.21,32.95,23.50,18.70,1,Hot
0.37,0.13,76.07,32.92,23.50,18.70,1,Hot
-0.05,0.12,74.49,32.97,23.50,18.60,1,Hot
-0.26,0.13,72.06,33.05,23.50,18.60,1,Hot
0.30,0.14,77.72,33.21,23.50,18.70,1,Hot
-0.11,0.14,81.82,33.28,23.50,18.60,1,Hot
0.16,0.12,86.06,33.28,23.50,18.70,1,Hot
-0.09,0.12,87.81,33.32,23.50,18.70,1,Hot
0.15,0.13,74.02,33.43,23.50,18.60,1,Hot
-0.01,0.13,68.81,33.45,23.50,18.70,1,Hot
-0.12,0.14,87.41,33.50,23.50,18.50,1,Hot
0.14,0.13,79.52,33.60,23.50,18.50,1,Hot
-0.26,0.12,75.72,33.71,23.50,18.30,1,Hot
0.16,0.09,79.73,33.86,23.50,18.30,1,Hot
0.01,0.08,79.44,33.89,23.50,18.10,1,Hot
-0.09,0.09,76.63,33.86,23.50,18.00,1,Hot
-0.29,0.09,79.60,33.82,23.50,18.00,1,Hot
0.26,0.09,78.05,33.88,23.50,17.90,1,Hot
-0.42,0.10,78.07,34.02,23.50,17.80,1,Hot
0.24,0.11,77.94,34.17,23.50,17.80,1,Hot
0.22,0.10,74.15,34.19,23.50,17.80,1,Hot
0.12,0.10,77.93,34.30,23.50,17.70,1,Hot
-0.13,0.10,79.22,34.48,23.50,17.60,1,Hot
0.01,0.11,86.74,34.54,23.50,17.70,1,Hot
-0.05,0.10,89.98,34.49,23.50,17.60,1,Hot
0.09,0.12,82.19,34.47,23.50,17.50,1,Hot
-0.44,0.11,78.93,34.45,23.60,17.50,1,Hot
-0.23,0.13,79.27,34.32,23.60,17.50,1,Hot
0.56,0.14,76.21,34.13,23.60,17.50,1,Hot
-0.30,0.15,75.03,34.18,23.60,17.50,1,Hot
0.33,0.15,79.65,34.22,23.60,17.40,1,Hot
-0.57,0.14,77.57,34.20,23.60,17.50,1,Hot
0.65,0.15,79.30,34.21,23.60,17.40,1,Hot
0.00,0.15,81.65,34.21,23.60,17.40,1,Hot
-0.43,0.16,79.80,34.16,23.60,17.40,1,Hot
