BVP,EDA,HR,TEMP,Tin,Rhin,TSV
-1.8,0.09,96.31,31.41,24.5,22.9,0
2.23,0.09,77.92,31.24,24.5,22.5,1
-1.53,0.08,73.8,31.29,24.5,22.2,1
1.11,0.09,72.63,31.25,24.5,22.4,1
-0.1,0.09,102.06,31.22,24.5,22.2,1
0.27,0.09,93.04,31.37,24.6,22.2,1
0.26,0.09,74.51,31.5,24.6,22.1,1
-0.44,0.09,71.37,31.57,24.6,22.2,1
-0.04,0.1,81.04,31.65,24.6,22.5,1
-0.44,0.1,80.79,31.8,24.6,23.3,1
0.24,0.09,75.84,31.83,24.7,23.2,1
0.34,0.09,68.96,31.98,24.7,22.7,1
-0.07,0.1,68.93,32.08,24.7,22.6,1
-0.08,0.1,76.42,32.15,24.7,22.6,1
-0.1,0.1,74.89,32.21,24.7,23,1
0.14,0.1,72.84,32.25,24.7,22.1,1
0.31,0.1,67.43,32.31,24.7,22.3,1
-0.46,0.1,69.54,32.36,24.7,22.1,1
0.04,0.1,73.08,32.4,24.8,22.1,1
0.5,0.1,69.57,32.47,24.8,22.1,1
0.12,0.1,74.31,32.54,24.8,22.1,1
-1.03,0.1,68.45,32.45,24.8,22.2,1
0.44,0.11,69.79,32.51,24.8,22.1,1
0.67,0.1,67.02,32.64,24.8,22,1
0.05,0.11,77.54,32.53,24.8,22.1,1
-0.86,0.11,80.09,32.63,24.9,22.5,1
0.23,0.11,71.73,32.79,24.9,21.9,1
-0.03,0.12,59.41,32.93,24.9,22.3,1
0.05,0.11,71.47,33,24.9,22.1,1
-0.14,0.11,86.11,33.08,24.9,22.1,1
-0.05,0.12,106.47,33.14,24.9,22.2,1
0.26,0.12,114.98,33.14,24.9,22,1
-0.11,0.11,82.82,33.04,24.9,22.1,1
-0.01,0.12,78.06,32.97,25,22.5,1
-0.09,0.12,71.06,33.09,25,22.3,1
0.31,0.12,74.12,33.22,25,22.2,1
-0.36,0.12,71.64,33.32,25,22.1,1
0.09,0.11,74.2,33.39,25,22,1
0.01,0.12,83.63,33.44,25,22,1
0.04,0.12,74.35,33.43,25,22,1
-0.16,0.11,76.66,33.37,25,21.9,1
0.09,0.12,96.03,33.38,25,22.2,1
-0.03,0.11,71.18,33.38,25,21.8,1
0.01,0.11,74.41,33.35,25,21.7,1
-0.02,0.12,73.38,33.32,25,21.9,1
0.3,0.12,77.21,33.38,25,21.8,1
-0.12,0.12,76.12,33.4,25,21.8,1
-0.05,0.11,74.38,33.4,25,21.6,1
-0.09,0.12,90.56,33.39,25.1,21.6,1
0.06,0.11,107.34,33.36,25.1,22.6,1
-0.04,0.11,82.3,33.35,25.1,21.9,1
0.04,0.12,75.43,33.38,25.1,21.7,1
-0.3,0.12,76.54,33.38,25.1,21.7,1
0.6,0.12,75.43,33.29,25.1,21.7,1
-0.68,0.11,77.53,33.06,25.1,22.4,1
0.33,0.12,66.39,32.87,25.1,21.8,1
1.6,0.11,73.02,32.94,25.1,21.7,1
-2.41,0.11,73.17,32.91,25.2,21.7,1
0.75,0.12,74.29,32.84,25.2,22.1,1
0.06,0.12,76.66,32.89,25.2,22,1
0.02,0.12,73.69,32.99,25.2,21.8,1
-0.2,0.12,72.65,33.07,25.2,21.9,0
0.11,0.12,75.31,33.13,25.2,21.8,0
0.03,0.12,75.53,33.14,25.2,22,0
0.01,0.12,75.35,33.1,25.2,21.8,0
0.21,0.12,76.58,33.07,25.2,21.7,0
1.05,0.11,77.24,33.05,25.2,21.5,0
-0.72,0.11,78.56,32.81,25.2,21.6,0
-0.15,0.12,88.03,32.68,25.2,21.5,0
-0.17,0.12,81.02,32.73,25.2,21.7,0
-0.15,0.12,75.2,32.65,25.2,22,0
0.59,0.12,92.24,32.74,25.2,21.7,0
-0.58,0.12,91.09,32.68,25.3,21.8,0
0,0.12,80.65,32.54,25.3,22.6,0
-0.1,0.12,74.3,32.6,25.3,21.7,0
0.04,0.12,73.3,32.74,25.3,21.6,0
1,0.12,73.58,32.84,25.3,21.6,0
-0.84,0.12,77.06,32.88,25.3,21.7,0
-0.29,0.12,76.17,32.9,25.3,21.7,0
0.24,0.11,90.66,32.77,25.3,21.5,0
-0.06,0.12,78.86,32.85,25.3,21.6,0
-0.14,0.12,74.42,32.99,25.4,21.5,0
0.41,0.11,76.52,32.98,25.4,21.6,0
-0.44,0.11,88.44,32.76,25.4,21.7,0
0.22,0.11,88.21,32.66,25.4,21.5,0
-0.04,0.11,69.48,32.78,25.4,21.4,0
-0.03,0.11,72.01,32.88,25.4,21.4,0
0.01,0.11,73.32,32.96,25.4,21.4,0
-0.11,0.11,71.31,33.02,25.4,21.2,0
0.19,0.11,74.23,33.03,25.4,21.2,0
-0.13,0.11,75.65,32.89,25.4,21.2,0
0.01,0.11,70.7,32.95,25.4,21.5,-1
-0.09,0.11,83.14,32.98,25.4,21.1,-1
0.29,0.11,82.8,33.02,25.4,21.2,-1
-0.07,0.12,73.89,32.89,25.4,22.1,-1
-0.15,0.11,77.99,32.71,25.4,21.3,-1
0.8,0.12,71.61,32.87,25.4,20.9,-1
-0.95,0.12,64.93,32.89,25.4,21.1,-1
-0.33,0.1,69.61,32.7,25.4,21,-1
0.08,0.05,78.12,32.07,25.4,21,-1
0.5,0.05,80.92,31.95,25.4,21,-1
0.04,0.1,75.61,32.04,25.4,21.1,-1
0.01,0.1,71.03,32.11,25.4,21.1,-1
-0.6,0.1,110.67,32.14,25.4,20.8,-1
0.6,0.11,84.27,32.23,25.4,21.3,-1
-0.02,0.11,73.36,32.28,25.4,21.1,-1
0.09,0.11,74.41,32.27,25.4,20.9,-1
-0.66,0.11,92.38,32.28,25.4,20.9,-1
-0.25,0.1,99.66,32.15,25.4,20.7,-1
0.99,0.11,95.26,32.11,25.5,20.7,-1
-1.59,0.11,91.47,32.21,25.5,21,-1
0.66,0.11,114.04,32.22,25.5,20.9,-1
0.69,0.11,103.52,32.22,25.5,20.8,-1
-0.01,0.11,93.95,32.18,25.5,20.7,-1
-0.2,0.11,126.21,32.13,25.5,20.7,-1
0.08,0.11,111.24,32.01,25.5,20.6,-1
0.17,0.12,89.14,31.96,25.5,20.6,-1
-0.08,0.12,78.43,31.96,25.6,21,-1
-0.1,0.14,73.79,32,25.6,20.7,-1
-0.01,0.14,73.81,32.03,25.6,20.7,-1
-0.02,0.14,74.67,32.08,25.6,20.6,-1
0.19,0.14,77.14,32.11,25.6,20.6,0
0.28,0.13,76.25,32.11,25.6,20.5,0
-0.12,0.13,73.22,32.16,25.6,20.5,0
0.35,0.13,74.8,32.23,25.6,20.6,0
-0.55,0.13,76.21,32.23,25.6,20.5,0
-0.05,0.12,77.11,32.21,25.6,20.5,0
0.26,0.12,76.7,32.18,25.6,20.7,0
-0.12,0.13,75.34,32.2,25.6,20.8,0
-1.59,0.13,75.2,32.12,25.6,20.7,0
1.55,0.13,86.79,32.23,25.6,20.7,0
-0.11,0.13,79.71,32.31,25.6,20.8,0
-0.14,0.12,76.23,32.27,25.6,20.9,0
0.15,0.12,73.01,32.33,25.6,20.8,0
0.15,0.13,76.36,32.14,25.6,20.8,0
0,0.13,98.48,31.64,25.6,20.7,0
0,0.12,80.53,31.46,25.6,20.9,1
-0.06,0.12,68.55,31.76,25.6,20.8,1
0.07,0.12,66.08,32,25.6,21,1
-0.13,0.12,63.98,32.01,25.6,21,1
-0.14,0.13,72.7,32.15,25.6,20.8,1
0.23,0.13,66.99,32.26,25.6,20.9,1
-0.2,0.13,71.47,32.35,25.6,21.1,1
0.32,0.13,76.42,32.43,25.7,21.2,1
-0.22,0.13,71.26,32.48,25.7,21,1
-0.07,0.13,70.06,32.52,25.7,20.9,1
0.11,0.13,65.36,32.55,25.7,21.3,1
0.06,0.13,71.95,32.49,25.7,21,1
-0.04,0.13,76.11,32.52,25.7,21.1,1
-0.05,0.13,72.01,32.57,25.7,21,1
0.39,0.13,74.94,32.54,25.7,21,1
-0.48,0.13,69.63,32.47,25.8,21.1,1
0.52,0.13,70.83,32.48,25.8,21.1,1
-0.35,0.13,71.04,32.49,25.8,21.1,1
-0.08,0.13,74.77,32.48,25.8,21,1
-0.07,0.13,74.01,32.44,25.8,21.4,1
-0.05,0.13,71.67,32.43,25.8,21.1,1
0.24,0.13,75.92,32.36,25.8,21.2,1
0.62,0.13,72.21,32.34,25.8,21.2,1
-0.63,0.13,69.32,32.39,25.9,21.2,1
0,0.13,73.18,32.3,25.9,21.2,1
-0.29,0.13,72.71,32.22,25.9,21.3,1
0.11,0.13,73.23,32.35,25.9,21.3,1
-1.52,0.13,73.28,32.37,25.9,21.4,1
1.47,0.13,76.21,32.3,25.9,21.3,1
0.01,0.13,77.13,32.17,25.9,21.3,1
0.38,0.13,79.06,32.27,25.9,21.3,1
-0.05,0.13,66,32.34,25.9,21.3,1
0.04,0.14,73.04,32.4,25.9,21.6,1
-0.29,0.14,75.24,32.45,25.9,21.4,1
0.78,0.13,74.65,32.45,26,21.3,1
-0.72,0.13,76.52,32.47,26,21.4,1
0.87,0.13,73.45,32.53,26,21.3,1
-2.14,0.13,73.22,32.49,26,21.4,1
0.12,0.14,84.2,32.14,26,21.1,1
-0.16,0.14,88.76,32.14,26.1,21.6,1
-0.17,0.16,79.17,32.15,26.1,21.4,1
0.21,0.15,70.8,32.11,26.1,21.1,1
-0.55,0.17,84.08,32.18,26.1,21.1,1
-0.13,0.16,89.62,32.15,26.1,21.1,1
1.35,0.16,80.53,32.22,26.1,20.9,1
-0.47,0.16,72.74,32.24,26.2,21.3,1
-0.15,0.16,86.56,32.12,26.2,21.6,1
1.42,0.18,85.92,32.44,26.2,21.1,1
-1.42,0.19,71.93,32.55,26.2,22.1,1
-0.22,0.18,74.55,32.59,26.2,22.1,1
0.24,0.17,73.49,32.61,26.2,21.6,1
-0.01,0.17,65.49,32.62,26.2,21.6,1
0.2,0.16,68.07,32.64,26.2,21.3,1
-0.88,0.15,70.63,32.6,26.2,21.2,1
1.51,0.17,78.07,32.43,26.2,22,1
-0.86,0.16,78.19,32.42,26.3,21.1,1
-0.03,0.21,77.33,32.31,26.3,22.2,1
0.2,0.22,76.95,32.4,26.3,21.4,1
-0.23,0.22,77.09,32.46,26.3,21.6,1
-0.57,0.22,77.62,32.53,26.3,21.6,1
0.64,0.22,73.7,32.62,26.3,21.5,1
0.12,0.22,75.38,32.62,26.3,22,1
-0.34,0.21,78.15,32.62,26.3,21.7,1
0.05,0.21,72.69,32.64,26.3,21.8,1
0.23,0.2,74.43,32.68,26.3,21.7,1
-0.1,0.19,79.1,32.69,26.3,21.4,1
0.12,0.18,73.76,32.7,26.3,21.7,1
-0.05,0.18,73.37,32.74,26.3,21.5,1
0.16,0.17,72.85,32.69,26.3,21.4,1
0.15,0.17,72.95,32.71,26.4,21.4,1
0.17,0.17,77.82,32.73,26.3,21.4,1
-0.57,0.17,75.87,32.78,26.4,21.5,1
0.73,0.16,75.42,32.84,26.4,21.4,1
-0.32,0.16,74.46,32.84,26.4,21.8,1
-0.79,0.16,69.68,32.89,26.4,21.4,1
0.76,0.15,74.32,32.95,26.4,22,1
0.98,0.15,72.03,32.9,26.4,21.5,1
-1.28,0.15,76.49,33.01,26.4,22.2,1
0.34,0.17,75.89,32.97,26.4,21.4,1
-1.5,0.17,76.03,32.81,26.4,21.6,1
1.34,0.18,80.07,32.68,26.4,21.5,1
0.83,0.18,76.81,32.75,26.5,21.7,1
-1.34,0.17,75.27,32.74,26.5,21.5,1
0.35,0.15,77.89,32.78,26.5,21.4,1
0.14,0.14,73.18,32.93,26.5,21.5,1
0.05,0.15,73.7,32.96,26.5,21.4,1
-0.27,0.15,74.67,33,26.5,21.4,1
0.33,0.16,77.63,33.04,26.6,21.5,1
0,0.17,79.65,33.08,26.6,21.3,1
-0.34,0.17,81.89,33.13,26.6,21.3,1
0.08,0.17,75.55,33.15,26.6,21.3,1
-0.24,0.16,74.86,33.08,26.6,21.3,1
1.37,0.17,77,33.19,26.6,21.3,1
-1.32,0.16,77.7,33.18,26.6,21.4,1
0.2,0.18,82.2,33.18,26.7,21.4,1
-0.13,0.17,73.2,33.09,26.7,21.3,1
-0.12,0.17,74.79,33.17,26.7,21.5,1
0.38,0.16,73.37,33.32,26.7,21.4,1
-0.1,0.16,76.43,33.39,26.7,21.5,1
-0.13,0.16,74.68,33.45,26.7,21.5,1
-0.36,0.16,71.32,33.48,26.7,21.5,1
-0.54,0.18,76.23,33.45,26.7,21.5,1
0.57,0.25,74.84,33.52,26.7,21.8,1
0.31,0.29,80.88,33.65,26.7,21.9,1
0.06,0.4,86.58,33.8,26.7,22.2,1
0.05,0.37,83.02,34.07,26.7,22.5,1
-0.17,0.29,79.39,34.09,26.8,21.9,1
0.42,0.31,74.65,34.13,26.8,21.8,1
-0.34,0.34,75.9,34.07,26.8,21.5,1
-0.21,0.47,72.9,34.03,26.8,21.4,1
0.31,0.53,77.18,34.17,26.8,21.5,1
-0.48,0.43,77.01,34.27,26.8,21.3,1
0.17,0.31,69.51,34.38,26.8,21.3,1
-0.55,0.42,74.16,34.43,26.8,21.6,1
0.93,0.62,82.15,34.5,26.8,21.3,1
-0.12,0.65,76.77,34.61,26.8,21.1,1
-0.07,0.8,74.94,34.63,26.8,21,1
0.96,0.65,74.82,34.62,26.9,21.1,1
-1.05,0.49,71.31,34.67,26.9,20.9,0
0.17,0.53,76.83,34.6,26.9,21,0
-1.12,0.54,93.11,34.59,26.9,21.1,0
1.36,0.51,92.51,34.68,26.9,21.2,0
0.08,0.47,83.23,34.75,26.9,21.4,0
-0.49,0.38,76.51,34.77,26.9,21.4,0
0.15,0.32,80.96,34.69,26.9,21.5,0
-0.09,0.27,73.74,34.71,26.9,21.8,0
0.29,0.22,69.31,34.71,26.9,21.4,0
-0.59,0.21,78.68,34.58,26.9,21.3,0
0.4,0.19,76.34,34.67,26.9,21.4,0
-0.06,0.17,72.71,34.76,26.9,22,0
0.22,0.15,71.31,34.82,26.9,21.4,0
-0.3,0.15,74.57,34.94,26.9,21.3,0
0.41,0.14,73.29,34.97,26.9,21.5,0
-0.07,0.13,100.92,34.99,26.9,21.4,1
-0.18,0.12,105.23,35.01,26.9,21.2,1
-0.15,0.11,72.42,35.03,26.9,21.2,1
0.24,0.1,74.89,35.05,27,21.2,1
-0.36,0.09,76.52,35.08,27,21.8,1
0.6,0.08,75.49,35.09,27,21.4,1
0.3,0.08,77.33,35.08,27,21.5,1
-0.49,0.07,77.35,35.1,27,21.6,1
-0.14,0.07,76.12,35.11,27,21.5,1
0.53,0.07,73.37,35.1,27,21.3,1
-0.41,0.07,75.57,35.07,27,21.2,1
-0.32,0.08,74.48,35.06,27,21.1,1
1.19,0.07,77.1,35.1,27,21.4,1
-1.35,0.06,77.06,35.14,27,21.3,1
-0.34,0.07,77.67,35.17,27,21.4,1
0.37,0.06,80.45,35.17,27.1,21.2,1
0.14,0.05,80.7,35.16,27.1,21.3,1
-0.28,0.06,80.74,35.19,27.1,21.2,1
0.12,0.05,76.4,35.24,27.1,21.4,1
0.02,0.04,74.82,35.21,27.1,21.2,1
1.04,0.05,75.01,35.2,27.1,21.5,1
0.13,0.05,66.5,35.21,27.1,21.2,1
-0.64,0.13,69.25,35.21,27.1,21.3,1
-0.12,0.2,72.07,35.19,27.1,21.2,1
-0.06,0.2,77.07,35.12,27.1,21.1,1
-0.5,0.2,76.07,35.15,27.1,21.1,1
0.75,0.19,73.87,35.17,27.1,21,1
-0.56,0.19,68.76,35.12,27.1,21.2,1
1.43,0.19,73.92,35.15,27.1,21.4,1
-0.99,0.2,78.8,35.1,27.1,21.3,1
-0.02,0.21,75.6,35.06,27.1,21,0
-0.38,0.19,68.45,35.07,27.1,20.9,0
0.55,0.19,71.42,35.11,27.1,21.1,0
0.13,0.19,74.43,35.15,27.2,21.2,0
-0.49,0.19,72.6,35.18,27.1,20.9,0
-0.05,0.19,75.87,35.16,27.1,21,0
-0.5,0.18,78.18,35.01,27.1,20.8,0
0.73,0.19,77.22,34.93,27.1,20.7,0
0.66,0.19,73.26,35.08,27.1,20.8,0
-0.67,0.18,72.57,35.14,27.1,20.6,0
-0.38,0.18,71.07,35.22,27.1,20.7,0
1,0.18,73.96,35.27,27.1,20.9,0
-0.74,0.18,76.72,35.26,27.1,20.8,0
-0.61,0.18,76.42,35.25,27.1,20.9,0
0.67,0.18,72.47,35.27,27.1,20.9,0
-0.37,0.17,74.21,35.14,27.1,20.8,0
0.73,0.17,75.09,35.1,27.1,20.8,0
-0.48,0.18,73.67,35.1,27.1,20.8,0
1.63,0.17,78.56,35.06,27.1,20.7,0
-1.85,0.17,79.42,35.08,27.1,20.7,0
0.16,0.17,75.2,35.1,27.1,20.8,0
-0.06,0.17,73.67,35.13,27.1,20.7,0
-0.62,0.17,72.15,35.18,27.1,20.8,0
0.91,0.17,65.05,35.14,27.1,20.6,0
-0.23,0.17,72.73,35.2,27.1,20.6,0
-0.36,0.17,75.44,35.12,27.1,20.5,0
0.15,0.17,74,35.2,27.1,20.6,0
-0.18,0.17,77.37,35.25,27.1,20.7,0
0.59,0.17,71.74,35.28,27.1,20.6,0
0.01,0.16,79.82,35.21,27.1,20.6,0
-0.28,0.17,76.6,35.2,27.1,20.5,-1
0.04,0.17,74.6,35.29,27.1,20.6,-1
0.09,0.17,72.31,35.31,27.1,20.5,-1
0.08,0.17,71.26,35.36,27.1,20.5,-1
0.28,0.17,71.65,35.42,27.1,20.6,-1
-0.23,0.17,72.89,35.43,27.1,20.5,-1
0.39,0.17,80.13,35.2,27.1,20.4,-1
-0.15,0.17,75.35,35.14,27.1,20.5,-1
-1.38,0.17,75.22,35.05,27.1,20.5,-1
2,0.17,88.33,34.83,27.1,20.6,-1
-0.8,0.18,90.93,34.82,27.1,20.7,-1
-0.2,0.15,82.29,34.68,27.1,20.7,-1
-0.08,0.15,73.33,34.6,27.1,20.5,-1
-1.14,0.14,85.18,34.45,27.1,21.3,-1
0.89,0.16,80.37,34.43,27.1,20.4,-1
0.58,0.15,111.31,34.37,27.1,20.6,-1
0.5,0.15,132.47,34.34,27.1,20.5,-1
-0.5,0.15,101.17,34.56,27.1,20.3,-1
-0.18,0.14,82.14,34.53,27.1,20.4,-1
0.07,0.14,78.45,34.68,27.1,20.4,-1
-1.91,0.12,75.94,34.54,27.1,20.3,-1
1.84,0.11,73.82,33.91,27.1,20.4,-1
-0.12,0.13,77.1,33.85,27.1,20.3,-1
-0.22,0.13,83.95,33.9,27.1,20.3,-1
0.37,0.13,80.64,33.78,27.1,20.2,-1
-0.26,0.14,82.01,33.83,27.1,20.1,-1
0.09,0.13,78.32,33.91,27.1,20.1,-1
0.22,0.12,78.46,33.56,27.1,20.1,-1
-0.09,0.17,80.07,33.75,27.1,20.1,-1
-0.2,0.17,82.51,33.86,27.1,20.1,-1
-0.61,0.2,76.33,33.96,27.1,20.1,0
1.07,0.2,76.98,34.06,27.1,20.1,0
0.41,0.19,79.27,33.99,27.1,20.1,0
-1.27,0.23,91.61,34.05,27.1,20.1,0
1.08,0.23,77.1,34.2,27,20,0
-0.49,0.21,78.45,34.23,27,20,0
0.02,0.24,75.85,34.25,27,20,0
-0.14,0.24,81.07,34.29,27,20,0
-0.1,0.26,85.08,34.32,27,20,0
2.6,0.32,77.73,34.44,27,20,0
-2.41,0.35,75.61,34.48,27,20,0
0.5,0.48,74.81,34.59,27,20,0
-0.51,0.7,77.23,34.7,27,20.1,0
1.16,0.93,81.82,34.87,27,20.1,0
-0.43,0.85,78.8,34.9,27,20.1,0
-0.49,0.68,80.97,34.85,27,20.1,0
-0.25,0.77,80.86,34.87,27,20.1,0
0.52,0.68,77.6,34.95,27,20.1,0
-1.03,0.71,78.66,35.04,27,20.1,0
2.24,0.93,86.95,35.01,26.9,20.1,0
-1.32,1.3,92.6,34.95,26.9,20.1,0
-0.28,1.48,91.35,34.94,26.9,20,0
-1.41,1.37,81.13,34.88,26.9,20.1,0
1.33,1.46,77.81,34.57,26.9,20.1,0
-0.07,1.76,79.43,34.63,26.9,20,0
0.25,2.27,115.09,34.55,26.9,20,0
-0.17,1.84,139.64,34.61,26.9,20,0
-0.33,1.71,105.86,34.65,26.9,20,0
0.94,1.73,107.27,34.59,26.9,19.9,0
0.74,1.93,84.04,34.58,26.9,20,0
-1.45,2.65,77.62,34.61,26.9,19.9,1
-0.12,2.57,79.53,34.47,26.9,19.9,1
0.14,2.46,97.95,34.38,26.9,19.9,1
-0.24,2.61,101.21,34.49,26.8,20,1
-0.31,2.79,86.7,34.64,26.8,20,1
0.59,3.2,94.8,34.59,26.8,20,1
0.13,2.86,93.79,34.59,26.8,20,1
0.29,2.99,87.34,34.46,26.8,20,1
0.25,3.29,80.14,34.59,26.8,19.9,1
-0.51,2.93,87.71,34.82,26.8,20,1
-0.1,2.58,90.14,34.87,26.8,20,1
-0.26,1.86,94.1,34.86,26.8,20,1
0.41,2.79,94.97,34.75,26.8,20,1
-0.2,2.68,79.01,34.74,26.8,20,1
0.08,3.12,79.76,34.84,26.8,20.1,1
-1.6,2.89,93.51,34.93,26.8,20.1,1
0.9,2.27,93.69,34.86,26.8,20.1,1
0.71,2.31,86.57,34.86,26.8,20.1,1
0.03,2.01,90.13,34.92,26.8,20.2,1
-0.09,1.85,91.02,34.95,26.8,20.1,1
0.05,2.07,100,34.79,26.8,20.1,1
-0.34,1.84,100.94,34.63,26.8,20.1,1
0.28,1.5,90.92,34.66,26.8,20.1,1
0,0.92,93.4,34.7,26.7,20,1
0.65,0.76,93.74,34.56,26.7,20.1,1
-0.46,0.85,88.88,34.58,26.7,20.1,1
-0.13,0.82,109.8,34.69,26.7,20.1,1
0.48,0.67,83.6,34.81,26.7,20.1,1
-2.09,0.57,78.91,34.79,26.7,20.1,1
0.92,0.69,73.13,34.71,26.7,20.1,1
0.6,0.9,77.34,34.86,26.7,20.2,1
0.26,1.52,82.13,34.98,26.7,20.1,1
-0.24,2.63,86.51,35.04,26.7,20.2,1
0,2.42,89.17,35.21,26.7,20.2,1
0.02,2.06,86.22,35.42,26.7,20.1,1
0.62,2.2,88.07,35.46,26.7,20.1,1
-0.67,1.57,90.08,35.56,26.7,20.1,1
-0.26,1.08,83.43,35.55,26.7,20.1,1
0.09,0.96,78.59,35.52,26.7,20.1,1
0.36,1,85.47,35.33,26.7,20.1,1
0.18,1.04,87.46,35.42,26.7,20.1,1
-0.45,1.07,84.81,35.54,26.7,20.2,1
-0.43,0.99,74.93,35.59,26.7,20.2,1
-0.05,0.83,61.64,35.69,26.7,20.2,1
1.05,0.8,80.56,35.65,26.7,20.2,1
-0.37,0.9,80.07,35.78,26.6,20.1,1
-0.08,1.07,86.33,35.78,26.6,20.1,1
0.01,1.51,81.73,35.77,26.6,20.1,1
0.02,2.5,85.17,35.84,26.6,20.1,1
0.83,2.94,81.16,35.92,26.6,20.1,1
-0.88,2.45,86.58,35.99,26.6,20.2,1
0.18,1.66,89.24,35.97,26.6,20.2,1
0.32,1.35,85.18,35.94,26.6,20.2,1
-0.46,1.32,82.61,35.91,26.6,20.2,1
-0.08,2.06,83.54,35.97,26.6,20.2,1
-1.26,1.8,80.33,35.99,26.6,20.1,1
1.19,2,83.63,36.03,26.6,20.1,1
-0.07,2.55,85.71,36.03,26.6,20.1,1
0.13,2.69,82.72,35.97,26.6,20.1,1
-0.14,2.07,85.04,35.94,26.6,20,1
0.19,1.62,80.52,35.93,26.6,20.1,1
0.03,1.87,87.31,35.93,26.6,20,1
-0.43,2.57,92,35.95,26.6,19.9,1
0.68,3.06,89.37,35.96,26.5,20,1
-0.53,3.14,113.13,35.91,26.5,20,1
0.05,2.13,119.66,35.88,26.5,19.9,1
0.16,1.23,120.29,35.77,26.5,20.2,1
-1.02,1.34,103.99,35.76,26.5,20,1
1.35,1.29,100.59,35.69,26.5,20,1
-0.36,1.06,91.35,35.63,26.5,20,1
0.08,1.02,82.84,35.62,26.5,20,1
-0.12,1.33,81.2,35.81,26.5,19.9,1
-0.06,1.12,82.13,35.99,26.5,19.8,1
0.02,1.13,87.19,36.01,26.5,19.8,1
0.13,1.03,89.67,36.03,26.5,19.8,1
-0.69,1.01,97.3,35.87,26.5,19.8,1
0.42,0.65,117.77,35.91,26.5,19.9,1
0.35,0.61,114.04,35.95,26.5,19.8,1
-0.03,0.69,118.94,35.97,26.4,19.8,1
-0.04,0.83,130.05,35.81,26.4,19.8,1
0.2,1.51,145.95,35.79,26.4,19.8,1
-0.19,2.32,106.49,35.82,26.4,19.8,1
-2.9,2.3,106.49,35.8,26.4,19.8,1
-0.21,0.03,77.73,32.98,21.9,22.3,1
0.23,0.05,84.5,33.08,22,21.9,1
-0.56,0.06,83.6,33.18,22,21.8,1
1.08,0.37,81.72,33.5,22,22,1
-0.45,0.97,87.44,33.84,22,22,1
0.3,0.76,85.2,34.1,22,22,1
0.26,0.39,79.43,34.1,21.9,22.3,1
-0.69,0.23,87.54,34.08,21.9,22.2,1
0.2,0.1,82.98,34.12,21.9,22,1
0.02,0.25,83.67,34.23,21.9,21.9,1
-0.32,0.67,83.38,34.44,21.9,21.8,1
0.03,1.06,75.96,34.61,22,21.9,1
0.22,1.29,86.98,34.73,22,21.8,1
-0.03,0.82,83.9,34.66,22,21.8,1
-0.18,0.48,83.18,34.65,22,21.8,1
-0.4,0.26,86.59,34.69,22,21.7,1
0.49,0.16,83.98,34.74,22,21.7,1
-0.18,0.1,81.03,34.74,22.1,21.9,1
0.01,0.07,87.11,34.76,22.1,21.6,1
0.09,0.05,82.77,34.77,22.1,21.8,1
-0.01,0.19,86.27,34.8,22.2,21.5,1
-0.22,0.18,85.61,34.82,22.2,21.4,1
0.93,0.17,84.42,34.85,22.2,21.5,1
-0.64,0.16,83.74,34.88,22.3,21.4,1
0.12,0.16,83.08,34.9,22.3,21.3,1
0.01,0.17,81.3,34.82,22.4,22.2,1
-0.01,0.17,81.07,34.85,22.4,21.4,1
0.08,0.16,77,34.87,22.5,21.3,1
-1.41,0.15,65.34,34.84,22.5,21.7,1
1.54,0.15,73.93,34.77,22.5,21.4,1
-0.36,0.03,82.77,34.62,22.5,21.3,1
0.17,0.09,101.95,34.71,22.6,21.3,1
-0.09,0.12,83.41,34.74,22.6,21.2,0
-0.01,0.12,75.83,34.71,22.6,21.2,0
0.46,0.12,75.04,34.79,22.7,21.2,0
-1.87,0.13,82.15,34.84,22.7,21,0
1.06,0.12,82.38,34.86,22.7,20.9,0
0.45,0.12,79.85,34.88,22.7,20.9,0
-0.26,0.12,77.29,34.9,22.8,20.8,0
-0.15,0.11,77.35,34.98,22.8,20.7,0
0.47,0.11,81.06,35.09,22.8,20.5,0
-0.18,0.11,80.82,35.13,22.8,20.5,0
-0.57,0.11,76.87,35.14,22.9,20.4,0
0.59,0.11,75.23,35.15,22.9,20.5,0
-0.13,0.11,78.35,35.05,22.9,20.4,0
0.3,0.12,85.3,34.94,22.9,20.4,0
-0.23,0.14,76.49,34.82,22.9,20.2,0
0.28,0.13,75.8,34.74,23,20.1,0
-0.01,0.13,78.49,34.62,23,20,0
-0.74,0.13,80.2,34.54,23,19.9,0
0.76,0.13,75.36,34.53,23,19.8,0
-0.42,0.12,89.81,34.49,23,19.8,0
0.13,0.13,91.85,34.31,23,19.7,0
-0.34,0.11,80.27,34.27,23.1,19.7,0
0.32,0.13,86.22,34.19,23.1,19.7,0
-0.43,0.14,83.99,34.14,23.1,19.8,0
0.26,0.25,78.23,34.08,23.1,19.8,0
0.33,0.9,81.54,34,23.1,20.2,0
0.03,0.81,76.08,33.98,23.2,19.9,0
-0.09,0.53,76.58,33.9,23.2,20.3,0
-0.01,0.35,78.11,33.96,23.2,20.1,0
0.15,0.22,78.52,34.04,23.3,19.9,0
-0.29,0.12,76.31,34.04,23.3,19.8,1
0,0.07,71.67,34.02,23.3,19.7,1
