BVP,EDA,HR,TEMP,Tin,Rhin,TSV
-0.02,0.39,82.5,35.13,25.1,43.7,-1
0.08,0.38,86.5,35.18,25.2,44.2,-1
0.22,0.35,87.3,35.29,25.2,43.6,-1
0.24,0.36,86.62,35.41,25.2,43.4,-1
-0.08,0.35,84.41,35.57,25.2,43.3,-1
-0.17,0.33,85.2,35.64,25.2,43.4,-1
-0.18,0.33,87.93,35.74,25.2,43.3,-1
0.12,0.27,84.5,35.88,25.3,43.6,-1
-0.15,0.24,84.17,36.12,25.3,43.3,-1
0.13,0.22,83.07,36.32,25.3,43.2,-1
-0.24,0.22,83.4,36.42,25.3,43.6,-1
0.14,0.22,84.52,36.53,25.3,43.2,-1
-0.06,0.21,85.11,36.66,25.3,43.2,-1
0.07,0.24,87.06,36.68,25.3,44.2,-1
0.23,0.3,88.32,36.52,25.3,43.2,-1
0.08,0.35,87.46,36.42,25.3,43,-1
-0.11,0.39,78.61,36.33,25.4,43.1,0
-0.08,0.55,86.82,36.15,25.4,43.1,0
-0.89,0.6,94.96,35.9,25.4,43.7,0
0.74,0.58,108.29,35.75,25.4,43.6,0
0.4,0.5,93.71,35.58,25.4,44.2,0
-0.47,0.39,84.52,35.46,25.4,44.1,0
0.5,0.42,84.51,35.36,25.4,43.9,0
-0.52,0.41,100.86,35.27,25.4,43.7,0
0.82,0.34,109.09,35.12,25.4,44.1,0
-1.08,0.38,109.42,35.07,25.4,44.2,0
0.35,0.45,95.45,34.93,25.4,44.2,0
0.04,0.57,96.84,34.69,25.4,44.4,0
0.02,0.62,106.48,34.43,25.4,43.7,0
0.01,0.63,95.65,34.11,25.4,43.2,0
0.08,0.53,88.91,33.75,25.4,43,0
0.04,0.45,89.89,33.65,25.4,43.4,0
1.68,0.34,86.48,33.67,25.4,42.9,0
-1.89,0.33,85.79,33.81,25.4,42.9,0
-0.25,0.32,80.19,34.06,25.5,43.1,0
0.44,0.31,82.28,34.45,25.5,42.7,0
0.14,0.3,84.51,34.8,25.5,42.7,0
-0.27,0.3,87.78,34.96,25.5,43.2,0
0.05,0.29,83.05,35.09,25.5,42.8,0
0.22,0.28,84.81,35.13,25.5,42.7,0
-0.7,0.29,85.01,35.1,25.5,42.7,0
0.43,0.41,84.61,35.14,25.5,44.7,0
-0.06,0.33,82.91,35.28,25.5,42.7,0
0.12,0.29,81.99,35.49,25.5,43.1,0
-0.02,0.26,82.91,35.65,25.5,43.3,0
-0.05,0.26,84.54,35.74,25.5,42.9,0
0.06,0.25,83.27,35.84,25.5,42.6,0
0.04,0.24,84.68,35.96,25.6,42.9,0
-0.06,0.24,83.23,35.96,25.6,42.7,0
-0.06,0.26,82.07,36.01,25.6,42.5,0
0.08,0.34,81.59,36,25.6,42.4,0
-0.26,0.37,83,35.99,25.6,42.4,0
1.35,0.37,82.01,36.05,25.6,42.4,0
-1.37,0.4,85.69,36.14,25.6,42.4,0
0.47,0.48,88.45,36.15,25.6,42.4,0
-0.06,0.47,89.59,36.12,25.6,42.4,0
-0.16,0.55,79.45,36.11,25.6,42.4,0
0.04,0.62,90.48,36.21,25.6,42.4,0
-0.09,0.58,89.68,36.4,25.7,42.4,0
0.11,0.55,90.62,36.53,25.7,42.6,0
0.15,0.6,93.29,36.58,25.7,42.4,0
-0.31,0.66,93.75,36.55,25.7,42.3,0
0.13,0.73,92.72,36.58,25.7,42.4,0
-0.41,0.73,89.6,36.66,25.7,42.3,0
0.1,0.59,91.41,36.62,25.7,42.3,0
1.12,0.66,86.32,36.48,25.7,42.4,0
-0.19,0.73,88.01,36.46,25.7,42.3,0
-0.72,0.73,89.48,36.5,25.7,42.5,0
1.63,0.8,89.46,36.58,25.7,42.3,0
-1.25,0.85,88.72,36.64,25.8,42.3,0
-0.33,0.94,89.07,36.76,25.8,42.3,0
0,0.97,87.35,36.81,25.8,42.3,0
0.09,0.89,86.04,36.75,25.8,42.4,0
-0.05,0.9,86.88,36.68,25.8,42.2,0
0.08,0.9,82.7,36.67,25.8,42.3,0
-0.12,0.81,89.89,36.65,25.8,43,0
0.1,0.8,92.32,36.5,25.9,42.3,0
-0.05,0.66,83.81,36.42,25.9,42.2,0
0.14,0.58,84.06,36.51,25.9,43,0
0.09,0.59,84.79,36.49,25.9,42.7,0
-0.09,0.74,89.32,36.31,25.9,42.3,0
0.18,0.88,86.53,36.3,25.8,42,0
-0.07,1,90.62,36.32,25.7,41.7,0
-0.05,0.92,92.11,36.32,25.6,41.5,0
-1.41,0.93,90.03,36.3,25.5,41.4,0
1.19,0.92,79.06,36.19,25.4,41.2,0
-0.05,0.85,84.54,36.13,25.3,41.1,0
0.1,0.65,88.21,36.16,25.3,41.3,0
-0.25,0.53,87.47,36.42,25.2,40.9,0
0.08,0.47,86.44,36.62,25.1,40.6,0
0.2,0.39,85.84,36.68,25,40.5,0
0.11,0.33,83.24,36.66,24.9,40.4,0
-0.82,0.26,86.1,36.51,24.8,40.5,0
0.61,0.28,82.36,36.31,24.8,40.6,0
0.12,0.3,79.75,36.19,24.7,40.6,0
-0.27,0.34,84.34,36.05,24.6,40.9,0
0.21,0.37,84.44,35.97,24.6,41,0
0.23,0.36,72.83,36.01,24.5,41.2,0
-0.29,0.42,82.57,36.04,24.5,41.2,0
0,0.36,82.8,36.08,24.4,41.3,0
-0.04,0.32,82.93,36.14,24.3,41.5,0
0.1,0.29,87.9,35.98,24.3,41.6,0
0.4,0.28,84.22,35.8,24.2,41.7,0
-0.43,0.24,74.46,35.78,24.2,41.6,0
-0.51,0.28,78.42,35.84,24.1,41.6,0
0.07,0.25,80.85,35.93,24.1,42,0
0.59,0.24,80.95,35.98,24,41.9,0
-0.1,0.26,82.31,35.96,24,41.8,0
-0.06,0.28,83.63,35.88,23.9,41.9,0
0.02,0.31,87.39,35.81,23.9,42,0
0.09,0.43,86.05,35.78,23.8,42,0
-0.46,0.52,84.51,35.85,23.8,42.2,0
0.12,0.56,86.32,35.92,23.8,42.2,0
0.14,0.54,84.57,35.81,23.7,42.3,0
0.03,0.61,84.15,35.68,23.7,42.3,0
0.04,0.48,86.3,35.68,23.7,42.3,0
0.56,0.5,86.3,35.67,23.7,42.3,0
-0.05,0.77,81.36,33.44,24.1,47.2,1
-0.55,0.9,93.61,33.87,24,47.1,1
0.68,0.87,90.52,34.22,24,47,1
-0.18,0.73,91.06,34.4,23.9,47.2,1
-0.15,0.83,91.46,34.57,23.9,47.1,1
0.23,1.2,90.56,34.83,23.8,47.1,1
0.22,1.02,89.95,35.07,23.8,47.1,1
-0.28,0.94,91.58,35.17,23.8,47.3,1
0.05,0.86,90.67,35.2,23.7,47,1
-0.11,1.2,92.71,35.3,23.7,47.3,1
-0.14,1.7,89.88,35.37,23.7,47.3,1
-0.45,1.87,90.5,35.43,23.6,47.2,1
0.58,2.03,87.45,35.37,23.6,47.2,1
0.08,1.97,89.49,35.26,23.6,47.1,1
-0.19,1.97,86.96,35.24,23.6,47.1,1
0.29,1.92,87.64,35.21,23.5,47,1
-0.05,2.02,89.07,35.16,23.5,47,1
0.06,2.29,88.24,35.16,23.5,47,1
0.13,2.18,87.88,35.22,23.5,47,1
-0.12,2.46,85.41,35.28,23.4,47,1
-0.32,2.53,83.88,35.29,23.4,47,1
0.24,2.66,84.14,35.27,23.4,46.9,1
0.21,2.8,83.71,35.29,23.4,46.9,1
-0.07,2.73,82.97,35.27,23.3,47,1
-0.26,2.75,83.46,35.29,23.3,47.1,1
-1.05,3.03,83.78,35.29,23.3,47.1,1
1.11,2.87,81.22,35.3,23.3,47.3,1
0.03,2.85,82.05,35.3,23.3,47.2,1
-0.02,2.92,84.44,35.33,23.2,47.2,1
0.13,3.1,82.9,35.35,23.2,47.2,1
-0.1,2.63,88.44,35.34,23.2,47.4,1
0.07,2.87,87.03,35.29,23.2,47.2,1
0.12,3,82.48,35.22,23.2,47.1,1
-0.16,2.66,88.86,35.2,23.2,47.3,1
0,2.5,84.57,35.14,23.2,47.1,1
-0.06,2.65,82.4,35.18,23.2,47.2,1
0.02,3.04,82.69,35.3,23.1,47.3,1
0.04,3.35,82.98,35.36,23.1,47.3,1
0.06,3.31,82.23,35.41,23.1,47.6,1
-0.03,3.04,83.08,35.46,23.1,47.3,1
0.05,2.89,84.4,35.46,23.1,47.5,1
-0.1,2.81,83.73,35.44,23.1,47.4,1
0.18,3.1,84.45,35.48,23,47.5,1
-0.19,3.33,83.38,35.45,23,47.4,1
-0.11,3.71,82.9,35.47,23,47.5,1
0.28,3.17,82.03,35.52,23,47.4,1
-0.13,2.74,83.3,35.58,22.9,47.7,1
-0.01,2.65,83.31,35.58,22.9,47.6,1
-0.06,2.91,78.96,35.57,22.9,47.6,1
0.07,3.11,81.51,35.57,22.9,47.4,1
0.03,3.45,79.06,35.59,22.9,47.5,1
0.08,3.63,82.33,35.62,22.9,47.5,1
-0.06,3.18,83.5,35.65,22.9,47.6,1
-0.29,2.91,81.76,35.64,22.9,48.5,1
1.01,2.86,81.71,35.67,22.8,48.3,1
-0.67,2.63,79.3,35.7,22.8,47.9,1
-0.1,2.47,80.12,35.72,22.8,47.9,1
0.01,2.53,80.21,35.67,22.8,48.3,1
-0.06,2.24,80.29,35.71,22.8,48.3,1
0.06,1.88,82.04,35.69,22.7,48.4,1
-0.09,1.34,82.93,35.64,22.7,48.7,1
0.14,1.14,83.11,35.63,22.7,48.3,1
-0.11,0.93,83.25,35.67,22.7,48.4,1
0.22,0.72,84.27,35.61,22.6,48.4,1
-0.1,0.75,85.36,35.54,22.6,48.4,1
-0.05,0.84,83.52,35.51,22.6,48.3,1
0.02,1.41,83.06,35.46,22.6,48.3,1
-0.46,1.34,86.76,35.35,22.6,48.8,1
0.63,1,87.32,35.34,22.6,48.5,1
-0.22,1.31,82.78,35.35,22.6,48.4,1
1.11,0.98,81.99,35.31,22.6,48.4,1
-2.2,1.3,88.89,35.17,22.5,48.4,1
1.14,1.69,97.37,35.01,22.6,48.3,1
-0.05,1.06,96.1,34.82,22.6,48.4,1
0.05,1.01,87.87,34.58,22.6,48.6,1
-0.07,1.01,91.39,34.48,22.7,48.7,1
0.03,0.74,90.64,34.47,22.7,48.8,1
0,0.53,86.99,34.44,22.7,48.8,1
0.14,0.5,96.39,34.41,22.8,48.9,1
-0.2,0.41,104.81,34.36,22.8,49,1
0.05,0.56,93.49,34.13,22.9,49,1
-0.02,1.09,90.6,33.89,22.9,49.2,1
-0.07,1.6,90.99,33.81,23,49.3,1
-0.39,1.6,92.14,33.84,23.1,49.6,1
0.53,1.83,93.49,33.83,23.1,49.1,1
-0.07,1.71,91.44,33.95,23.2,49.4,1
0.16,1.75,88.52,34.07,23.3,49.4,1
-0.21,1.41,86.86,34.13,23.3,49.5,1
0.07,0.92,89.6,34.14,23.4,49.5,1
-0.04,1.55,86.37,34.29,23.4,49.6,1
0.02,1.76,79.19,34.4,23.5,49.6,1
-0.11,1.81,87.01,34.4,23.5,49.5,1
0.13,1.12,91.65,34.37,23.6,49.5,1
-0.07,0.84,89.67,34.33,23.6,49.9,1
0,0.99,88.43,34.33,23.7,49.7,1
-0.3,1.17,89.7,34.36,23.8,49.4,1
0.38,1.24,90.35,34.41,23.8,49.4,1
-0.12,1.8,87.8,34.43,23.8,49.4,1
0.47,1.9,87.26,34.49,23.9,49.5,1
-0.37,1.31,86.86,34.58,23.9,49.5,1
0.09,1.33,88.25,34.59,24,49.5,1
-0.13,1.03,89.92,34.59,24,49.4,1
-0.79,1.14,90.11,34.48,24,49.3,1
0.94,1.23,86,34.46,24.1,49.3,1
0.05,1.38,87.6,34.62,24.1,49.8,1
-0.41,1.57,88.38,34.85,24.1,50.3,1
0.04,1.6,87.46,35.07,24.2,49.5,1
0.15,1.48,81.15,35.2,24.2,49.7,1
-0.02,1.57,94.26,35.2,24.2,50.1,1
0.11,1.52,103.28,35.16,24.2,50.7,1
-0.12,1.59,96.19,35.09,24.3,50.1,1
0.05,1.85,95.91,34.96,24.3,50,1
-0.07,2.23,88.01,34.85,24.3,49.7,1
0.11,2.52,84.91,34.94,24.4,49.7,1
-0.01,2.55,83.73,35.09,24.4,49.7,1
-0.05,2.51,85.13,35.23,24.4,49.7,1
-0.01,2.59,85.36,35.3,24.4,49.6,1
0.02,3.09,87.23,35.26,24.5,49.7,1
0.01,3.11,86.86,35.32,24.5,49.7,1
-0.03,3.07,86.59,35.39,24.5,49.8,1
0.15,3.36,85.25,35.5,24.5,49.7,1
-0.17,3.33,86.77,35.58,24.6,49.6,1
0.55,3.74,85.54,35.6,24.6,49.6,1
-0.59,3.7,88.18,35.64,24.6,49.6,1
-0.11,3.26,88.67,35.7,24.6,49.6,1
0.24,2.64,87.36,35.69,24.7,49.6,1
-0.05,3.26,86.02,35.61,24.7,49.7,1
-0.1,3.31,87.57,35.59,24.7,49.6,1
0.07,3.15,87.7,35.63,24.8,49.7,1
0.13,3.1,85.69,35.66,24.8,49.8,1
-0.85,3.27,84.91,35.49,24.8,49.8,1
0.94,2.26,96.53,35.44,24.8,49.9,1
-0.18,2.63,94.24,35.34,24.9,49.7,1
0.06,2.86,87.11,35.21,24.9,49.7,1
-0.21,2.81,83.38,35.13,24.9,49.7,1
0.12,3.06,87.34,35.22,24.9,49.9,1
-0.01,2.51,82.76,35.27,25,49.7,1
0.08,2.87,84.92,35.19,25,50,1
0.07,3.35,88.43,35.07,25,50,1
-0.12,3.49,86.44,35.11,25,50.1,1
0.11,3.57,84.99,35.22,25,50,1
0.21,3.44,85.73,35.34,25.1,49.9,1
0.11,3.94,86.01,35.41,25.1,49.9,1
-0.34,4.71,85.52,35.41,25.1,50,0
-0.1,2.75,84.38,35.42,25.1,49.9,0
-0.17,2.82,85.4,35.31,25.1,50,0
0.14,2.88,84.79,35.2,25.1,49.8,0
0.02,3.13,80.79,35.29,25.2,49.8,0
-0.85,3.36,81.81,35.36,25.2,49.8,0
0.71,3.18,81.88,35.32,25.2,49.8,0
0.19,2.64,89.09,35.18,25.2,49.8,0
-0.05,2.62,89.11,35.25,25.2,49.7,0
-0.13,2.79,84.35,35.38,25.3,49.6,0
0.44,2.33,85.83,35.42,25.3,49.6,0
-0.49,2.17,94.46,35.28,25.3,49.6,0
0.15,2.03,89.06,35.08,25.3,49.7,0
0.08,2.22,82.86,34.96,25.3,49.6,0
0.06,2.52,80.56,34.97,25.3,49.7,0
-0.08,2.73,82.66,35.02,25.3,49.8,0
0.16,2.73,79.74,35.07,25.3,49.7,0
0.02,2.8,80.34,35.17,25.3,49.7,0
-0.24,3.03,81.04,35.24,25.3,49.6,0
0.13,2.71,81.86,35.32,25.4,49.7,0
-0.1,2.56,80.78,35.37,25.4,49.7,0
0.48,2.44,75.79,35.4,25.4,49.7,0
-0.47,2.44,77.63,35.4,25.4,49.7,0
-0.63,2,84.97,35.46,25.4,49.7,0
0.75,1.95,94.06,35.41,25.4,49.7,0
-0.06,2.3,84.54,35.32,25.4,49.6,0
-0.02,2.75,79.99,35.32,25.5,49.5,0
-0.01,2.83,80.14,35.35,25.5,49.6,0
-0.22,2.63,82.27,35.36,25.5,49.6,0
0.35,2.52,76.81,35.29,25.5,49.6,0
-0.13,3.05,76.08,35.26,25.5,49.9,0
0.03,3.3,76.12,35.33,25.5,49.8,0
0,3.58,74.39,35.34,25.5,49.8,0
0.02,3.82,74.05,35.37,25.6,50.1,0
0.06,3.58,75.06,35.36,25.6,50.5,0
-0.11,3.31,80.87,35.27,25.6,49.7,0
-0.01,3.25,80.22,35.26,25.6,49.8,0
0.09,3.22,80.13,35.26,25.6,49.6,0
-0.1,3.46,81.2,35.24,25.6,49.6,0
0.08,3.86,80.48,35.28,25.6,49.6,0
0.12,3.95,80.84,35.34,25.6,49.6,0
-0.13,3.78,80.7,35.41,25.7,49.7,0
0.18,3.67,80.37,35.48,25.7,49.7,0
0.12,3.55,78.79,35.53,25.7,49.6,0
-0.41,3.66,80.32,35.52,25.7,49.7,0
0.11,3.55,83.12,35.49,25.7,49.6,0
0.28,3.91,81,35.52,25.7,49.6,0
-0.42,3.86,81.46,35.55,25.7,49.6,0
0.15,3.92,75.6,35.55,25.7,49.6,0
-0.15,4.07,77.54,35.6,25.7,49.6,0
0.08,4.18,77.05,35.64,25.7,50.1,0
0.07,4.06,76.48,35.59,25.7,49.8,0
-0.3,4.1,75.43,35.51,25.8,49.7,0
0.32,4,76.89,35.46,25.8,49.7,0
-0.12,4.04,77.05,35.47,25.8,50,0
0.23,4.14,78.13,35.52,25.8,50.3,0
-0.18,4.37,77.99,35.53,25.8,50.1,0
0.04,4.15,78.16,35.44,25.8,50.1,0
-0.12,3.95,80.18,35.3,25.8,49.9,0
0.11,3.94,77.4,35.22,25.8,49.8,0
-0.99,7.53,75.91,35.17,25.8,49.7,0
0.89,8.03,77.95,35.31,25.8,50,0
0.07,7.39,79.05,35.43,25.8,49.7,0
-0.28,7.54,76.46,35.41,25.9,49.7,0
-0.09,7.88,75,35.45,25.9,50,0
0.03,7.83,74.61,35.38,25.9,49.8,0
0.37,7.43,75.07,35.3,25.9,49.7,0
0.04,7.13,74.86,35.36,25.9,49.7,0
-0.29,7.19,76.86,35.33,25.9,49.7,0
0.37,7.45,78.64,35.34,25.9,49.8,0
-0.18,7.34,79.76,35.39,25.9,50.1,0
0.09,7.48,81.12,35.47,25.9,50.2,0
-0.01,7.59,78.31,35.54,25.9,50,0
0.01,7.17,78.99,35.57,25.9,50.2,0
-0.01,7.07,78.5,35.62,25.9,50.1,0
0,6.87,79.77,35.69,25.9,50.3,0
0.1,6.59,78.94,35.74,25.9,50.3,0
-0.3,6.01,78.71,35.7,25.9,50.1,0
0,6.14,76.93,35.65,25.9,50.3,0
0.1,6.54,76.62,35.63,25.9,50.1,0
0.06,5.78,78.95,35.66,25.9,52.1,0
0.12,4.94,77.88,35.6,25.9,50.7,0
-0.08,5.6,74.45,35.46,25.9,50.3,0
0.02,5.96,75.96,35.41,25.9,50.3,0
-0.06,6.4,77.05,35.45,25.9,50.3,0
0.1,6.53,75.83,35.49,25.9,50.2,0
-0.16,6.45,74.03,35.48,25.9,50.3,0
0.1,6.63,75.25,35.49,26,50.3,0
0.01,6.41,75.41,35.51,26,50.3,0
0.08,7.06,71.91,35.49,26,50.3,0
-0.56,6.95,77.53,35.51,26,50.4,0
0.5,6.54,77.09,35.55,26,50.4,0
-0.11,6.51,75.81,35.52,26,50.6,0
0.07,6.33,75.76,35.49,26,50.3,0
0.04,6.81,73.68,35.48,26,50.4,0
-0.27,6.65,75.64,35.49,26,50.3,0
0.1,6.87,75.52,35.49,26,50.2,0
0.08,7.43,76.77,35.45,26,50.4,0
-0.03,8.07,73.72,35.44,26,50.3,1
0.05,8.07,74.42,35.5,26,50.2,1
-0.07,7.31,73.55,35.56,26,50.9,1
-0.04,6.73,74.6,35.57,26,50.2,1
0.14,7,73.48,35.61,26,50.1,1
0.03,6.81,75.05,35.61,26,50.1,1
-0.13,7.34,74.95,35.65,26,50.1,1
0.05,7.23,74,35.7,26,50,1
-0.34,6.94,72.92,35.73,26,50.1,1
0.29,6.65,72.38,35.67,26,50,1
0.11,6.71,72.89,35.64,26,49.9,1
-0.03,6.99,75.56,35.63,26,49.9,1
-0.07,6.79,76.44,35.69,26,50,1
-0.01,6.44,78.97,35.68,26,49.9,1
0.09,6.37,74.94,35.65,26,49.8,1
-0.04,6.24,74.24,35.64,26,49.8,1
-0.38,5.87,73.31,35.61,26,49.8,1
0.36,5.89,73.55,35.59,26.1,49.7,1
0.03,5.53,76.38,35.52,26.1,49.6,1
-0.01,5.02,76.41,35.43,26.1,49.6,1
0.33,4.58,75.32,35.36,26.1,49.7,1
-0.26,4.87,72.75,35.31,26.1,49.6,1
-0.15,5.26,75.93,35.3,26.1,49.5,1
0.46,4.89,75.35,35.3,26.1,49.4,1
-0.49,4.52,72.57,35.17,26.1,49.3,1
0.1,4.22,77.45,35.14,26.1,49.4,1
0.07,4.2,75.03,35.16,26.1,49.3,1
-0.15,4.39,74.6,35.24,26.1,49.3,1
0.11,4.59,73.66,35.35,26.1,49.3,1
0,4.46,75.19,35.47,26.1,49.3,1
0.04,3.97,76.31,35.52,26.1,49.3,1
0.06,3.67,74.96,35.5,26.1,49.7,1
-0.07,3.6,72.67,35.43,26.1,49.7,1
-0.13,4.27,74.02,35.43,26.1,49.4,1
0.02,4.38,74.21,35.48,26.1,49.5,1
-0.09,4.28,73.06,35.49,26.1,49.3,1
0.12,4,73.72,35.45,26.1,49.4,1
0.84,4.22,73.07,35.49,26.1,49.3,1
-0.61,4.38,87.76,35.62,26.1,49.3,1
-0.37,4.19,73.16,35.61,26.1,49.3,1
0.29,3.64,79.42,35.55,26.1,49.5,1
-0.05,3.56,80.98,35.43,26.1,49.5,1
-0.16,3.2,82.9,35.33,26.1,49.4,1
-0.33,2.65,84.43,35.37,26.1,49.4,1
0.17,2.28,84.17,35.26,26.1,49.4,1
0.1,1.87,77.18,34.86,26.1,49.5,1
0.21,1.47,76.1,34.41,26.1,49.6,1
-0.08,1.28,77.32,34.09,26.1,49.5,1
-0.18,0.89,75.3,33.9,26.1,49.5,1
0.06,0.84,72.14,33.71,26.1,49.6,1
0.08,0.7,73.99,33.54,26.1,49.6,1
0.07,0.67,75.22,33.39,26.1,49.6,1
-0.05,0.56,73.16,33.29,26.1,49.8,1
-0.09,0.74,71.46,33.23,26.1,49.8,1
0.23,0.71,71.11,33.18,26.1,49.7,1
-0.07,0.53,70.05,33.15,26,49.6,1
-0.28,0.54,71.35,33.15,26,49.7,1
-0.8,0.48,70.88,33.08,26,49.6,1
1.06,0.87,75.72,33.08,26,49.7,1
0.07,1.47,73.13,33,26,49.6,1
0,1.62,69.71,32.87,26,49.6,1
0.16,1.81,70.37,32.8,26,49.6,1
0.03,0.69,69.57,32.98,23.2,62.9,0
-0.12,0.95,75.92,33.21,23.2,63.3,0
0.17,1.09,74.67,33.53,23.1,63.2,0
-0.06,1,72.41,33.84,23.1,63.2,0
0.07,0.86,73.32,34.05,23.1,63.5,0
-0.21,0.79,73.05,34.3,23.1,63.4,0
0.01,0.76,75.32,34.53,23.1,63.5,0
0.18,0.65,72.5,34.77,23.1,63.5,0
-0.21,0.85,72.47,34.9,23.1,63.7,0
0.08,1.19,72.56,34.96,23.1,63.8,0
-0.02,1.36,71.95,35.11,23.1,63.4,0
-0.04,1.38,73.43,35.24,23.2,63.6,0
0.2,1.13,73.34,35.25,23.2,63.5,0
-0.14,0.89,73.03,35.26,23.2,63.7,0
0.16,0.74,72.17,35.33,23.2,63.9,0
-0.15,1.14,71.93,35.37,23.2,63.5,0
-0.03,1.55,73.09,35.53,23.2,63.5,0
0.23,1.69,73.35,35.58,23.2,63.4,0
0.13,1.62,74.34,35.51,23.2,63.5,0
-0.25,1.82,83.93,35.5,23.2,63.2,0
-0.39,1.87,73.76,35.56,23.2,63.4,0
0.22,1.55,74.93,35.57,23.2,64.2,0
-0.43,1.79,74.93,35.54,23.2,63.9,0
0.95,1.64,72.58,35.52,23.2,63.9,0
-0.45,1.25,75.43,35.39,23.2,64.3,0
0.01,1.18,76.33,35.37,23.2,63.9,0
-0.28,1.12,74.06,35.48,23.2,63.9,0
0.28,1,72.42,35.54,23.2,63.9,0
0.15,0.74,74.75,35.52,23.2,63.8,0
-0.09,0.57,77.58,35.46,23.2,63.5,0
-0.04,0.74,84.02,35.35,23.2,63.4,0
-0.42,1,77.02,35.22,23.2,63.5,0
0.76,1.09,79.66,35.18,23.2,63.6,0
-0.27,1.06,78.78,35.14,23.2,63.6,0
0.03,1.19,75.64,35.12,23.2,63.4,0
-0.35,1.36,85.63,35.19,23.2,63.4,0
0.44,1.33,93.42,35.17,23.2,63.6,0
-0.13,1.45,75.07,35.17,23.1,63.3,0
-0.78,1.57,75.53,35.08,23.1,63.3,0
0.74,1.44,79.8,34.96,23.1,63,0
-0.35,1.36,92.63,34.82,23.1,62.8,0
0.48,0.89,94.58,34.75,23,62.8,0
0.98,0.66,74.95,34.71,23,62.9,0
-0.71,0.73,80.71,34.6,22.9,63,0
-0.26,0.86,78.11,34.52,22.8,62.9,0
0.04,0.87,74.3,34.6,22.8,63.2,0
-0.17,0.97,83.66,34.61,22.7,63.1,0
0.23,1,77.21,34.61,22.6,63.6,0
-0.29,1.13,77.29,34.58,22.6,63.7,0
-0.09,0.67,77.3,34.57,22.5,63.6,0
0.17,0.62,74.07,34.58,22.5,63.9,0
0.02,0.42,76,34.53,22.4,63.8,0
-0.16,0.45,74.35,34.58,22.4,63.9,0
0.1,0.4,75.58,34.61,22.4,64.2,0
-0.02,0.4,77.25,34.55,22.4,64,0
0.01,0.47,78.68,34.54,22.4,64.2,0
-0.06,0.38,78.66,34.55,22.4,64.2,0
0.68,0.39,77.11,34.56,22.4,64.2,0
-0.63,0.55,78.07,34.48,22.4,64.3,0
0.33,0.61,89.03,34.35,22.4,64.2,0
-0.22,0.55,79.03,34.16,22.4,64.2,0
-0.21,0.49,76.44,33.99,22.4,64.3,0
-0.11,0.36,93.98,33.75,22.4,64,0
0.19,0.35,105.09,33.48,22.4,64.1,0
1.16,0.37,90.52,33.36,22.4,64.2,0
-1.65,0.37,87.9,33.59,22.4,64,0
0.53,0.33,87.47,33.77,22.4,64,0
0,0.33,71.91,33.76,22.4,63.9,0
0.01,0.31,77.16,33.66,22.4,63.9,0
0.08,0.31,85.65,33.56,22.4,63.8,0
-0.07,0.3,82.01,33.47,22.4,63.8,0
0.01,0.27,59.7,33.35,22.4,63.8,0
0.16,0.26,62.83,33.3,22.4,63.9,0
-0.15,0.26,91.82,33.27,22.4,64.1,0
-0.03,0.25,91.5,33.28,22.4,63.9,0
-0.1,0.27,91.73,33.36,22.4,63.7,0
0.11,0.28,85.27,33.43,22.4,63.5,0
-0.02,0.27,77.29,33.47,22.4,63.7,0
-0.07,0.24,89.62,33.58,22.4,63.6,0
-0.03,0.25,91.89,33.67,22.4,63.7,0
0.07,0.27,93.63,33.85,22.4,64.1,0
0.04,0.35,91.51,34.14,22.4,63.7,0
0.03,0.39,83.95,34.35,22.4,63.7,0
-0.35,0.52,85.67,34.41,22.4,63.7,0
0.48,0.64,92.69,34.35,22.5,63.5,0
-0.14,0.68,90.76,34.29,22.5,63.4,0
0,0.88,92.27,34.25,22.5,63.2,0
0.03,0.9,96.55,34.35,22.5,63,0
-0.26,0.82,91.69,34.54,22.6,62.9,0
0.13,0.89,74.99,34.56,22.6,62.8,0
0.04,0.79,83.19,34.67,22.6,62.8,0
0,0.95,91.12,34.81,22.6,62.8,0
0.02,0.83,86.79,34.78,22.6,62.9,0
-0.26,0.94,94.03,34.76,22.6,63,0
0.4,1.06,89.75,34.86,22.6,62.8,0
-0.11,1.01,95.77,35.05,22.6,62.8,0
-0.22,1.02,91.19,35.17,22.6,62.7,0
0.19,1.03,84.9,35.23,22.6,62.7,0
-0.1,1.2,90.77,35.2,22.6,62.7,0
0.17,1.25,95.06,35.28,22.6,62.3,0
-0.08,0.97,91.03,35.39,22.6,62.4,0
0.05,0.6,88.67,35.34,22.6,62.3,0
-0.28,0.56,92.36,35.05,22.6,62.1,0
0.39,0.28,82.12,34.68,22.6,61.9,0
-0.35,0.21,82.81,34.48,22.6,62,0
2.18,0.15,85.13,34.41,22.6,62,0
-1.92,0.09,80.24,34.33,22.6,61.9,0
0,0.1,85.1,34.37,22.7,61.7,0
0.34,0.15,101.42,34.29,22.7,61.8,0
-0.13,0.22,111.15,34.25,22.7,61.6,0
-0.52,0.26,91.39,34.06,22.7,61.4,0
0.29,0.14,85.44,34.07,22.7,61.2,0
-0.02,0.15,90.3,34.08,22.7,60.9,0
-0.06,0.13,88.32,34.11,22.7,60.6,0
0.92,0.09,89.29,34.17,22.7,60.5,0
-0.84,0.13,82.73,34.13,22.7,60.5,0
-0.13,0.14,87.27,34.15,22.7,60.4,0
