BVP,EDA,HR,TEMP,Tin,Rhin,TSV
0.18,2.89,81.83,35.86,25.1,19.9,0
-0.04,2.59,77.3,35.98,25,20.5,0
0.01,2.55,87.04,36.13,25,20.5,0
-0.3,2.68,85.73,36.12,25,19.8,0
1.51,2.28,86.91,36.06,25,20.4,0
-1.18,2.08,85.84,35.96,24.9,20.4,0
-0.27,2.16,82.14,35.98,24.9,20.5,0
0.19,2.12,85.65,36.08,24.9,20.4,0
-0.09,1.78,86.64,36.12,24.9,20.5,0
0.13,1.58,83.27,36.16,24.9,20.4,0
-0.08,1.37,87.79,36.25,24.9,20.4,0
0.15,1.25,87.2,36.33,24.9,20.4,0
-0.24,1.06,85.68,36.34,24.9,20.4,0
-0.02,1.2,87.86,36.37,24.9,20.3,0
0.1,1.28,87.98,36.42,24.9,20.4,0
0.05,1.24,88.81,36.45,24.9,20.4,0
-0.03,1.12,88.6,36.54,24.9,20.4,0
0,1.19,84.29,36.63,24.9,20.3,0
0.03,1.33,84.71,36.61,24.9,20.4,0
-0.11,1.25,89.1,36.58,24.9,19.7,0
0.26,1.23,87.28,36.57,24.8,20.2,0
-0.21,1.31,87.02,36.47,24.8,20.2,0
0.57,1.11,86.66,36.42,24.8,20.2,0
-0.66,1.07,85.72,36.41,24.8,20.2,0
0.22,0.91,86.92,36.32,24.8,20.3,0
-0.17,0.96,87.78,36.43,24.8,20.2,0
0.17,0.9,88.05,36.58,24.8,20.2,0
-0.04,0.92,88.25,36.7,24.8,20.2,0
0.02,0.84,86.31,36.73,24.8,20.1,0
-0.11,0.77,87.57,36.75,24.8,20.1,0
0.08,0.97,88.77,36.69,24.8,20.1,0
-0.01,0.84,85.28,36.66,24.8,20.1,0
-0.07,0.72,86.69,36.69,24.8,20.1,0
0.07,0.77,86.82,36.6,24.8,20.1,0
-0.08,0.81,87.2,36.6,24.8,20,0
0.19,0.77,85.33,36.65,24.8,20,0
-1.51,0.7,86.25,36.7,24.8,20.1,0
1.49,1.54,94.04,36.68,24.8,20,0
-0.09,2.55,88.7,36.52,24.8,20,0
0.15,2.72,84.87,36.49,24.8,21.1,0
-0.22,2.53,82.3,36.44,24.7,20.2,0
-0.02,2.62,82.19,36.39,24.7,20.7,0
-0.16,2.6,84.46,36.45,24.7,21.9,0
0.17,2.63,81.9,36.54,24.7,20.5,0
0.14,2.96,84.34,36.6,24.7,20.6,0
-0.14,2.95,85.52,36.49,24.7,21,0
0.07,2.95,85.3,36.5,24.7,20.6,0
0.06,3.19,84.23,36.58,24.7,20.6,0
-0.15,3.04,81.88,36.57,24.7,20.6,0
0.03,2.38,84.59,36.6,24.7,20.7,0
0.12,1.8,87.4,36.7,24.7,20.6,0
-0.01,1.54,87.71,36.74,24.6,20.6,0
-0.05,1.54,88.03,36.68,24.6,20.5,0
0.02,1.76,86.07,36.65,24.6,20.5,0
-0.11,1.88,86.26,36.63,24.6,20.5,0
0.01,1.99,85.66,36.64,24.6,20.6,0
-0.07,2.01,85.28,36.62,24.6,20.5,0
0.18,2.16,86.75,36.51,24.5,20.6,0
-0.14,1.97,84.84,36.46,24.5,20.6,0
0.29,1.86,83.34,36.49,24.6,20.5,0
-0.18,2.17,84.77,36.46,24.5,20.3,0
0.17,2.3,85.83,36.4,24.6,20.6,0
-0.2,2.11,84.42,36.39,24.5,20.4,0
0.08,2.41,88.25,36.42,24.6,20.4,0
-0.11,2.53,84.64,36.48,24.6,20.4,0
0.13,2.14,82.94,36.47,24.6,20.5,0
-0.51,2.59,81.96,36.24,24.6,20.4,0
0.51,2.37,86.82,35.99,24.5,20.4,0
-0.07,2.12,92.07,35.78,24.5,20.3,0
-0.4,1.82,97.37,35.64,24.5,20.3,0
0.86,1.62,91.66,35.44,24.5,20.3,0
-0.36,1.51,89.78,35.17,24.5,20.3,0
-0.26,1.75,99.59,34.89,24.5,20.2,0
0.2,2.16,110.32,34.49,24.5,20.2,0
0.15,2.46,111.19,33.96,24.5,20.2,0
-0.19,2.41,97.06,33.49,24.5,20.1,0
-0.07,2.7,88.86,33.38,24.4,20.3,0
-0.07,2.9,91.24,33.62,24.4,20.1,0
0.23,2.93,93.13,34.05,24.4,20,0
-0.66,2.33,92.67,34.27,24.4,20.1,0
0.47,1.59,80.9,34.31,24.4,20.2,0
0.17,1.43,89.38,34.39,24.3,20.1,0
-0.13,1.16,91.88,34.49,24.3,20.1,0
0.16,1.21,92.78,34.63,24.3,20.1,0
-0.11,1.12,89.07,34.68,24.3,20.1,0
0.01,0.96,89.24,34.85,24.3,20,0
-0.11,1.08,92.03,34.95,24.2,20.2,0
0.28,1.33,92.38,34.9,24.2,20.1,0
-0.34,1.66,90.51,34.8,24.2,20.2,0
0.13,1.63,89.74,34.79,24.2,20.2,0
0.03,1.48,90.13,34.92,24.2,20.2,0
-0.21,1.72,92.17,35,24.2,20.1,0
0.24,2.15,92.07,35.08,24.3,20.3,0
-0.05,2.04,90.47,35.2,24.3,20.1,0
0.06,2.18,90.67,35.26,24.3,20.2,0
0.08,2.49,91.15,35.31,24.3,20.1,0
-0.04,2.66,91.76,35.38,24.3,20.1,0
-0.02,3.01,90.93,35.43,24.4,20,0
-0.03,3.27,91.61,35.45,24.4,20,0
-0.24,3.23,91.46,35.46,24.4,20,0
0.19,3.52,90.5,35.49,24.4,20.1,0
0.36,3.75,91.18,35.59,24.4,20,0
-0.43,3.94,91.13,35.63,24.5,19.9,0
0.09,3.73,90.6,35.68,24.5,19.9,0
0.03,3.87,90.33,35.75,24.5,19.9,0
-0.1,4.03,89.67,35.76,24.5,19.9,0
0.2,3.17,88.8,35.75,24.5,19.8,0
-0.12,3.48,85.47,35.84,24.6,19.8,0
-0.06,3.69,83.21,36,24.6,19.7,0
0.11,3.68,87.7,36.05,24.6,19.7,0
0.02,3.63,88.93,35.97,24.6,19.7,0
-0.07,3.76,89.66,35.95,24.6,19.6,0
0.06,3.87,87.72,35.96,24.6,19.6,0
0.51,3.88,87.93,35.99,24.7,19.5,0
-0.45,3.94,88.36,36.01,24.7,19.5,0
-0.15,4.03,88.79,35.99,24.7,19.6,0
0.08,3.94,89.49,35.97,24.7,19.5,0
-0.07,3.79,84.21,35.98,24.7,19.5,0
0.03,3.86,87.3,35.96,24.7,19.5,0
-0.01,4.32,91.28,36,24.7,19.4,0
-0.26,4.38,90.49,36.02,24.8,19.5,0
0.52,4.41,89.28,36.08,24.8,19.4,0
-0.23,4.33,89.52,36.13,24.8,19.4,0
-0.07,3.84,89.32,36.1,24.8,19.4,0
0.11,4.2,89.55,36.11,24.8,19.4,0
0.15,4.22,85.79,36.18,24.8,19.3,0
-0.25,3.96,86.18,36.14,24.9,19.3,0
-0.2,3.26,97.24,36.02,24.9,19.3,0
0.18,2.89,102.14,35.82,24.9,19.3,0
0.62,2.91,87.35,35.65,24.9,19.3,0
-0.35,3.22,88.94,35.53,24.9,19.3,0
-0.6,2.91,93.45,35.4,24.9,19.2,0
0.41,2.43,89.16,35.27,24.9,19.1,0
-0.25,2.44,105.09,35.14,24.9,19.1,0
0.15,2.26,106.45,34.9,25,19.1,0
0.02,0.84,102.22,31.64,24.2,23,1
-0.01,1.06,80.9,32.1,24.2,23.1,1
0.24,1.28,76.45,32.76,24.2,23.1,1
-0.24,1.45,84.54,33.12,24.3,26.6,1
-0.15,1.55,106.2,33.47,24.3,23.5,1
0.17,1.19,75.38,33.88,24.3,23.2,1
-0.02,1.17,71.17,33.95,24.3,23.1,1
-0.04,1.22,69.14,33.87,24.3,23,1
0.05,1.28,69.42,33.94,24.3,23.1,1
-0.13,1.41,71.03,34.02,24.3,23,1
0.11,1.69,71.74,34.17,24.3,23,1
0.09,1.8,71.15,34.49,24.3,23,1
-0.25,1.86,70.36,34.84,24.4,23,1
0.13,1.55,73.25,34.94,24.4,22.9,1
0.13,1.65,70.8,34.84,24.4,22.5,1
-0.18,1.32,70.55,34.79,24.4,22.6,1
0.05,1.13,71.59,34.96,24.4,22.6,1
0.04,1.08,71.92,35.19,24.4,22.8,1
-0.06,1.4,75.68,35.31,24.4,22.8,1
-0.04,1.32,74.44,35.36,24.4,22.8,1
0.02,1.83,71.04,35.44,24.4,22.9,1
0.18,2.08,73.22,35.39,24.4,22.8,1
-0.17,1.79,74.03,35.39,24.4,22.8,1
-1.25,1.67,76.55,35.37,24.5,22.8,1
1.19,1.85,78.24,35.52,24.5,22.7,1
0.16,2.09,75.35,35.58,24.5,22.7,1
0.04,2.5,73.15,35.56,24.5,22.6,1
-0.14,2.55,72.75,35.54,24.5,23,1
0.21,2.51,73.31,35.53,24.5,22.5,1
-0.08,2.42,76.27,35.59,24.5,22.6,1
-0.01,2.09,74.92,35.6,24.5,22.5,1
-0.01,1.99,74.39,35.61,24.6,22.7,1
-0.16,2.4,75.26,35.66,24.6,22.9,1
-0.02,2.6,76.26,35.73,24.6,22.7,1
0.13,2.61,75.65,35.73,24.6,22.5,1
0.2,2.39,75.75,35.68,24.6,22.6,1
0,1.36,76.64,35.62,24.6,22.5,1
0.02,1.7,80.16,35.54,24.6,22.4,1
-0.32,1.72,83.75,35.41,24.5,22.2,1
0.2,1.54,88.15,35.21,24.5,22.5,1
0.28,1.03,92.93,35.08,24.5,22.4,1
-0.61,0.68,79.79,34.94,24.4,22.1,1
0.34,0.47,81,34.66,24.4,22.1,1
0.05,0.42,89.8,34.65,24.4,22.3,1
-0.22,0.41,88.93,34.71,24.4,22.3,1
-0.22,0.48,81.41,34.62,24.4,22.2,1
0.75,0.44,75.1,34.14,24.4,22.2,1
-0.24,0.37,68.03,33.67,24.4,22.2,1
-1.76,0.51,68.46,33.6,24.4,22.1,1
1.52,0.4,84.47,33.59,24.4,21.8,1
0.09,0.43,83.76,33.43,24.3,22,1
0.76,0.42,101.11,32.81,24.3,22.1,1
-0.53,0.48,96.15,32.88,24.3,22.1,1
-0.35,0.49,103.51,32.57,24.3,22,1
0.29,0.37,106.42,32.15,24.3,22.2,1
-0.23,0.46,84.54,32.12,24.3,22.3,1
-0.05,0.43,81.85,31.8,24.3,22.4,1
0.09,0.31,84.47,31.36,24.3,22.4,1
-0.04,0.23,84.79,30.85,24.3,22.3,1
0.06,0.18,87.46,30.56,24.3,22.3,1
0.26,0.26,94.06,30.49,24.3,22.3,1
-1.41,0.35,87.25,30.74,24.3,22.4,1
1.08,0.27,80.23,30.81,24.3,22.3,1
-0.04,0.36,80.31,30.73,24.3,22.4,1
0.01,0.41,85.2,30.66,24.3,22.3,1
0,0.38,80.96,30.86,24.4,22.3,1
0.28,0.26,85.46,31.17,24.4,22.3,1
-0.26,0.31,84.9,31.36,24.4,22.4,1
-0.08,0.29,82.57,31.41,24.4,22.3,1
0.06,0.19,81.63,31.53,24.4,22.3,1
-0.04,0.27,79.5,31.66,24.4,22.4,1
0.06,0.32,79.28,31.83,24.4,22.3,1
-0.05,0.2,79.7,31.95,24.4,22.3,1
0.05,0.23,81.29,32.02,24.4,22.3,1
0,0.26,80.95,32.04,24.5,22.3,1
-0.04,0.29,81.69,32.07,24.5,22.3,1
0.1,0.31,80.66,32.15,24.5,22.3,1
-0.07,0.32,82.57,32.24,24.5,22.2,1
0.32,0.2,83.54,32.4,24.5,22.3,1
-0.34,0.25,75.87,32.6,24.5,22.3,1
-0.04,0.26,88.09,32.77,24.5,22.3,1
0.01,0.22,83.58,32.88,24.5,22.4,1
0.07,0.23,80.94,32.93,24.6,22.3,1
-0.03,0.23,78.62,33.04,24.6,22.2,1
0.08,0.21,77.73,33.11,24.6,22.2,1
0.04,0.2,80.36,33.17,24.6,22.2,1
-0.06,0.19,79.85,33.24,24.7,22.2,1
-0.02,0.22,79.83,33.39,24.7,22.3,1
-0.28,0.24,78.11,33.55,24.7,22.2,1
0.25,0.26,79.45,33.67,24.7,22.2,1
-0.03,0.3,79.36,33.78,24.7,22.2,1
0.24,0.32,78.73,34.1,24.7,22.2,1
-0.27,0.35,86.37,34.28,24.8,22.2,1
-0.09,0.37,79.31,34.38,24.8,22.1,1
0.1,0.39,78.07,34.47,24.8,22.1,1
0.19,0.41,77.84,34.47,24.8,22.1,1
-0.11,0.44,83.44,34.54,24.8,22.1,1
0.09,0.45,102.26,34.63,24.8,22.1,1
-0.1,0.5,81.7,34.66,24.9,22.3,1
-0.03,0.53,78.46,34.66,24.9,22.2,1
0.15,0.54,74.74,34.71,24.9,22.2,1
-0.13,0.54,78.72,34.79,24.9,22.2,1
-0.02,0.55,89.67,34.78,24.9,22.2,1
0,0.59,89.57,34.85,24.9,22.2,1
0.05,0.58,81.35,34.96,24.9,22.2,1
0.42,0.61,78.77,35.03,24.9,22.2,1
-0.49,0.56,83.85,35.16,24.9,22.2,1
0.08,0.48,80.88,35.24,25,22.2,1
0.08,0.47,84.43,35.21,25,22.2,1
-0.02,0.52,90.89,35.23,25,22.1,1
-0.11,0.55,83.51,35.27,25,22.1,1
-0.49,0.47,85.99,35.24,25,22.1,1
0.86,0.56,90.06,35.1,25,22.1,1
-0.35,0.54,88.81,35.25,25,22.1,1
-0.05,0.55,97.19,35.22,25,22.1,1
0.02,0.39,102.43,35.23,25,22.2,1
-0.68,0.41,88.87,35.14,25,22.3,1
0.61,0.48,79.35,34.79,25,22,1
0.12,0.41,79.93,34.81,25,22.1,1
-0.08,0.35,81.22,34.78,25,22.1,1
0.05,0.35,81.99,34.86,25,22.1,1
0.09,0.34,82.12,34.85,25,22.1,1
-0.03,0.32,81.68,34.87,25,22.2,1
-0.12,0.32,82.25,34.91,25,22.2,1
0.07,0.32,81.94,34.9,25,22.2,1
0.01,0.31,81.66,34.88,25,22.1,1
0.03,0.31,81.49,34.86,25,22.2,1
-0.12,0.3,79.82,34.89,25,22.2,1
0.2,0.3,79.12,34.96,25,22.4,1
-0.02,0.43,80.62,34.5,25,22.2,1
-0.17,0.45,73.63,34.48,25,22.2,1
0.11,0.46,77.82,34.61,25,22.1,1
-0.08,0.46,76.27,34.74,25,22.2,1
0.03,0.45,75.51,34.85,25,22.1,1
0.05,0.43,76.9,35.03,25,22.1,1
-0.03,0.44,75.75,35.14,25,22.1,1
-0.05,0.44,77.36,35.19,25,22.1,1
-0.02,0.43,79.16,35.28,25,22.1,1
-0.04,0.41,79.76,35.3,25,22.1,1
-0.05,0.39,85.34,35.32,25.1,22.1,1
0.28,0.39,91.1,35.42,25.1,22.1,1
-0.21,0.45,76.55,35.4,25.1,22.1,1
0.11,0.55,75.55,35.44,25.1,22.1,1
-0.14,0.5,81.76,35.52,25.1,22.1,1
-0.04,0.36,81.36,35.5,25.1,22.1,1
0.16,0.32,78.97,35.45,25.1,22.1,1
0.13,0.34,77.28,35.45,25.2,22,1
-0.13,0.29,76.7,35.49,25.2,22,1
-0.07,0.25,77.52,35.54,25.2,22,1
0.05,0.22,80.35,35.6,25.2,22.1,1
-0.01,0.22,78.47,35.69,25.1,21.6,1
0.06,0.21,74.04,35.73,25.1,21.7,1
-0.3,0.21,75.23,35.75,25.1,21.8,1
0.23,0.21,75.37,35.77,25.1,21.8,1
-0.12,0.2,80.29,35.73,25.1,21.7,1
0.04,0.17,82.23,35.74,25.1,21.7,-1
-0.09,0.16,76.35,35.81,25.1,21.9,-1
0.17,0.16,74.37,35.81,25.1,21.9,-1
-0.02,0.16,74.33,35.71,25.1,21.9,-1
-0.03,0.16,75.62,35.68,25.1,21.9,-1
0.03,0.15,77.95,35.71,25.1,21.8,-1
0.13,0.15,74.97,35.71,25.1,21.8,-1
-0.15,0.15,76.78,35.75,25.1,21.9,-1
-0.06,0.14,74.08,35.72,25.1,21.9,-1
-0.02,0.14,73.22,35.75,25.1,21.9,-1
0.08,0.14,73.76,35.83,25.2,21.8,-1
0.03,0.14,73.19,35.96,25.2,21.9,-1
-0.06,0.14,74.62,36.08,25.2,21.9,-1
0.02,0.14,74.96,36.13,25.2,21.9,-1
-0.02,0.17,74.03,36.1,25.2,21.9,-1
0.2,0.2,76.28,36.03,25.2,21.9,-1
0.16,0.21,76.13,35.96,25.2,22,-1
-0.18,0.25,72.52,35.92,25.2,22,-1
-0.26,0.32,75.85,35.83,25.2,21.9,-1
0.03,0.45,78.9,35.73,25.2,22,-1
0.07,0.45,78.94,35.68,25.2,21.9,-1
0.05,0.37,79.96,35.76,25.3,21.9,-1
-0.06,0.3,80.3,35.9,25.3,21.9,-1
0.09,0.28,80.2,36.05,25.3,21.9,-1
-0.12,0.29,80.33,36.21,25.3,21.9,-1
-0.06,0.32,79.76,36.3,25.3,21.8,-1
0.09,0.39,80.63,36.28,25.3,21.8,-1
-2.14,0.48,78.65,36.08,25.3,21.8,-1
2.19,0.83,78.89,35.87,25.3,21.8,-1
0.04,1.18,85.97,35.74,25.3,21.8,-1
-0.2,1.06,103.63,35.61,25.3,21.8,-1
0.12,1.02,94.58,35.6,25.3,21.7,-1
-0.03,0.98,83.45,35.47,25.3,21.8,-1
0.04,0.92,80.8,35.25,25.3,21.8,-1
-0.04,0.92,80.42,34.99,25.2,21.7,-1
0.08,0.96,81.11,34.8,25.2,21.7,-1
-0.04,0.91,82.28,34.56,25.2,21.6,-1
-0.16,0.79,82.93,34.13,25.2,21.7,-1
0.13,0.82,82.48,33.64,25.2,21.6,-1
0.05,0.86,102.04,33.31,25.2,21.6,-1
-0.08,0.92,91.03,33.08,25.2,21.6,-1
-0.02,0.93,83.78,32.76,25.2,21.6,-1
0.02,0.98,85.33,32.37,25.2,21.6,-1
0.04,1.03,94.41,32.11,25.2,21.5,-1
0.13,1.05,100.32,31.81,25.1,21.6,-1
-0.13,1.08,90.23,31.58,25.1,21.6,-1
0.06,1.07,72.1,31.29,25.1,21.6,-1
-0.01,1.13,65.04,30.87,25.1,21.6,-1
-0.13,0.99,75.48,30.62,25.1,21.7,-1
0.08,1.04,75.8,30.43,25.1,21.6,-1
-0.03,1.03,82.24,30.48,25.1,21.5,-1
0.06,1.03,80.18,30.59,25.1,21.4,-1
-0.15,0.9,85.46,30.53,25,21.6,-1
0.12,0.92,73.09,30.38,25,21.6,-1
-0.02,0.92,67.15,30.24,25,21.6,-1
0,0.96,77.94,30.05,25,21.6,-1
-0.2,1.11,74.29,29.84,25,21.6,-1
0.24,1.01,92.85,29.5,25,21.6,-1
-0.03,0.9,100.87,28.95,25,21.6,-1
0.02,0.73,87.57,28.63,25,21.5,-1
0.08,0.7,83.17,28.43,25,21.4,-1
0.01,0.58,78.37,28.1,25,21.4,-1
-0.1,0.79,81.99,27.58,25,21.4,-1
0.04,0.77,77.68,27.38,24.9,21.4,-1
0.12,0.56,70.54,27.46,24.9,21.4,-1
-0.21,0.46,76.53,27.42,24.9,21.4,-1
0.01,0.43,66.55,27.34,24.9,21.3,-1
0.04,0.4,78.32,27.28,24.9,21.3,-1
0.04,0.36,76.34,27.21,24.9,21.3,-1
-0.06,0.46,82.65,27.11,24.9,21.3,-1
0.05,0.56,75.79,27,24.9,21.3,-1
-0.04,0.5,73.82,26.95,24.9,21.3,-1
0.1,0.41,68.04,26.88,24.9,21.2,-1
-0.61,0.45,75.46,26.82,24.9,21.2,-1
0.28,0.63,76.8,26.74,24.9,21.3,-1
0.2,0.71,77.7,26.67,24.9,21.2,-1
0.08,0.73,81.65,26.6,24.8,21.2,-1
0,0.75,85.45,26.54,24.8,21.2,-1
-0.13,0.72,73.45,26.42,24.8,21.2,-1
0.09,0.61,75.61,26.27,24.8,21.2,-1
-0.12,0.72,84.52,26.18,24.8,21.1,-1
-0.03,0.88,103.99,26.29,24.8,21.1,-1
-0.92,0.94,98.37,26.35,24.8,21,-1
1.61,0.87,87.83,26.3,24.8,21.1,-1
-0.45,0.87,73.24,26.22,24.8,21,-1
-0.07,0.79,97.31,26.03,24.8,21,-1
0.29,0.77,86.63,25.79,24.8,21,-1
-0.5,0.83,81.55,25.63,24.8,20.8,-1
0.12,0.81,100.98,25.54,24.8,20.9,0
0.08,0.72,86.07,25.46,24.8,20.9,0
-0.06,0.63,89.03,25.28,24.8,20.9,0
0.06,0.68,103.86,25.21,24.8,20.9,0
0.03,0.75,87.26,25.1,24.8,20.9,0
-0.04,0.71,83.07,24.95,24.8,20.9,0
-0.11,0.76,80.78,24.84,24.8,21.1,0
0.14,0.7,75.72,24.79,24.8,21,0
-0.02,0.66,81.63,24.72,24.8,21.1,0
0.02,0.63,76.03,24.77,24.8,21,0
0.19,0.67,80.29,24.92,24.8,20.9,0
-0.25,0.57,81.57,25.2,24.8,21.2,0
-0.02,0.58,77.3,25.54,24.8,21,0
-0.05,0.71,76.86,25.97,24.8,20.9,0
0.11,0.9,78.64,26.44,24.8,20.9,0
0.06,0.78,83.58,26.74,24.8,20.8,0
-0.09,0.89,83.52,27.16,24.8,20.7,0
0.06,1.03,86.86,27.58,24.8,20.6,0
0.03,1.04,103.58,28.13,24.8,20.7,0
-0.21,1.07,87.36,28.82,24.8,20.7,0
0.02,1.11,83.55,29.27,24.8,20.7,0
0.53,1.26,90.86,29.57,24.8,20.7,0
-0.33,1.49,105.79,29.66,24.8,20.6,0
-0.28,1.52,80.05,30.02,24.8,20.6,0
-0.14,1.59,79.8,30.4,24.8,20.6,0
0.45,1.75,78.44,30.61,24.8,20.6,0
-0.08,1.7,87.34,30.85,24.8,20.7,0
0.02,1.67,80.45,31.1,24.8,20.5,0
-0.17,1.65,78.74,31.37,24.8,20.5,0
0.16,1.56,80.32,31.62,24.9,20.5,0
-0.12,1.49,82.44,31.87,24.9,20,0
0.1,1.05,82.65,31.95,24.8,20.3,0
0,0.92,80.42,32.04,24.8,20.5,0
0.1,1.07,79.02,32.17,24.8,20.5,0
-0.15,1.3,78.9,32.34,24.9,20.4,0
-0.03,1.42,80.41,32.54,24.9,20.5,0
0.1,1.47,81.55,32.79,24.9,20.3,0
-0.02,1.42,81.49,33.04,24.9,20.4,0
-0.25,1.38,80.75,33.18,24.9,20.5,0
0.37,1.42,80.15,33.26,25,20.4,0
-0.29,1.42,80.4,33.4,25,20.3,0
0.52,1.49,79.34,33.58,25,20.5,0
-0.37,1.36,79.66,33.67,25,20.2,0
0.1,1.45,79.16,33.76,25,20.2,0
0,1.53,78.6,33.86,25.1,20.2,0
-0.15,1.56,77.51,34,25.1,20.2,0
0.02,1.52,77.63,34.12,25.1,20.2,0
0.15,1.55,79.63,34.25,25.1,20,0
-0.1,1.65,78.07,34.45,25.1,20.1,0
0.03,1.96,74.05,34.56,25.1,20,0
-0.12,2.11,76.2,34.57,25.2,20.1,0
0.21,1.67,79.65,34.62,25.2,20,0
-0.06,1.74,76.35,34.66,25.2,20,0
-0.13,1.92,78.21,34.66,25.2,20,0
-0.01,1.81,77.35,34.65,25.2,20.1,0
0.16,1.65,90.17,34.66,25.2,20,0
-0.13,1.69,82.04,34.7,25.3,19.9,0
0.02,1.43,73.97,34.6,25.3,19.9,0
0.03,1.21,72.92,34.5,25.3,19.8,0
0.18,1.04,73.33,34.57,25.3,19.9,0
-0.17,0.99,75.74,34.6,25.3,19.8,0
-0.04,0.96,78.53,34.57,25.3,19.8,0
-0.03,0.77,76.72,34.56,25.3,19.8,0
0.07,0.8,75.45,34.61,25.3,19.8,0
-0.06,0.85,76.38,34.69,25.3,19.7,0
-0.11,0.89,78.81,34.78,25.3,19.8,0
0.06,0.87,77.09,34.9,25.3,19.9,0
0.02,0.85,75.42,35.05,25.3,20.1,0
0.31,0.8,75.69,35.14,25.4,19.9,0
-0.34,0.84,75.59,35.18,25.4,19.9,0
0.05,0.78,75.95,35.22,25.4,20,0
0.27,0.76,77.89,35.3,25.4,19.9,0
-0.3,0.64,88.27,35.31,25.4,19.9,0
0.1,0.53,71.62,35.31,25.4,19.9,0
-0.05,0.5,70.6,35.27,25.4,19.9,0
0.06,0.69,71.03,35.25,25.4,19.9,0
-0.08,0.6,70.44,35.26,25.4,19.9,0
0,0.52,72.97,35.28,25.4,19.3,0
0,0.55,72.43,35.25,25.4,19.7,0
0.09,0.55,69.92,35.31,25.4,19.7,0
-0.06,0.59,71.26,35.32,25.4,19.7,0
0.09,0.53,71.55,35.36,25.4,19.7,0
-0.04,0.59,75.34,35.41,25.4,19.7,0
0.01,0.56,75.54,35.4,25.4,19.7,0
0.05,0.56,73.24,35.36,25.3,19.6,0
-0.23,0.53,71.12,35.34,25.3,19.7,0
0.06,0.52,76.07,35.27,25.3,19.7,0
0.09,0.5,73.99,35.18,25.3,19.7,0
-0.01,0.45,74.27,35.15,25.3,19.7,0
-0.02,0.41,73.79,35.21,25.3,19.7,0
-0.08,0.39,74.9,35.28,25.3,19.7,0
0.11,0.44,75.55,35.36,25.3,19.7,0
0.02,0.53,75.13,35.41,25.3,19.7,0
-0.17,0.53,75.83,35.39,25.3,19.7,0
-0.14,0.55,76.14,35.39,25.3,19.7,0
0.3,0.6,77.29,35.39,25.3,19.6,0
0.09,0.66,75.42,35.37,25.3,19.5,0
-0.18,0.7,73.14,35.38,25.3,19.6,0
0.14,0.73,74.59,35.37,25.3,19.6,0
-0.18,0.78,74.51,35.36,25.3,19.3,0
0.16,0.73,73.64,35.32,25.2,19.5,0
-0.28,0.71,72.34,35.32,25.2,19.6,0
0.12,0.73,75.44,35.35,25.2,19.5,0
-0.2,0.74,75.07,35.36,25.2,19.5,0
0.29,0.79,71.91,35.35,25.2,19.5,0
0.04,0.7,76.94,35.23,25.2,19.6,0
-0.25,0.77,80.02,35.11,25.2,19.5,0
0.23,0.77,77.11,35.09,25.2,19.5,0
-0.07,0.83,75.82,35.1,25.2,19.4,0
0,0.75,72.75,35.11,25.2,19.5,0
0.07,0.72,74.12,35.17,25.2,19.5,0
0.53,0.89,74.67,35.17,25.2,19.4,0
-0.51,0.94,74.03,35.15,25.2,19.2,0
-0.12,0.94,75.36,35.11,25.2,19.3,0
0.13,0.98,73.84,35.07,25.2,19.3,0
0.03,0.93,73.3,35.01,25.2,19.3,0
-0.13,0.95,72.44,34.97,25.2,19.3,0
-0.03,0.91,75.26,34.96,25.2,19.3,0
-0.14,0.84,73.16,35.12,25.2,19.3,0
0.19,0.96,74.32,35.26,25.2,19.3,0
0.08,1.01,73.3,35.27,25.2,19.4,0
-0.02,0.97,75.81,35.22,25.3,19.5,0
-0.34,0.89,74.42,35.1,25.3,19.6,0
0.16,0.85,69.39,35.05,25.2,19,0
0.15,0.85,72.54,35.02,25.2,19.2,0
0.02,0.96,71.69,34.96,25.2,19.1,0
-0.11,0.91,71.89,34.82,25.1,18.9,0
0.12,0.9,74.63,34.7,25.1,18.8,0
-0.1,1.02,79.97,34.64,25.1,19.1,0
0.02,1,80.02,34.57,25,19.4,0
0.08,0.84,75.61,34.42,25,19.2,0
0.02,0.85,67.88,34.2,25,18.9,0
-0.09,0.76,69.56,34.1,24.9,19.2,0
0,0.73,73,34.11,24.9,19.3,0
0.03,0.76,73.81,34.27,24.9,19.4,0
-0.01,0.67,71.37,34.32,24.9,19.6,0
0.12,0.61,74.31,34.47,24.9,19.7,0
-0.15,0.63,74.2,34.51,24.9,19.5,0
0.13,0.67,74.34,34.5,24.9,19.4,0
-0.02,0.82,74.87,34.48,24.9,19.5,0
-0.2,0.86,69.53,34.47,24.9,19.5,0
0.01,0.77,76.9,34.41,24.8,19.5,0
0.18,0.77,98.89,34.31,24.8,19.5,0
0.18,0.73,102.82,34.18,24.8,19.4,0
0.27,0.71,113.48,34.09,24.8,19.5,0
-0.08,0.8,99.49,34.03,24.8,19.3,0
-0.41,0.93,87.17,34.04,24.8,19.5,0
0.01,0.95,80.54,34.06,24.7,19.9,0
-0.3,0.83,75.5,34,24.7,19.8,0
0.19,0.85,76.92,33.99,24.7,19.9,0
-0.01,0.67,73.08,34.06,24.7,19.8,0
0,0.75,76.46,34.03,24.7,19.9,0
0.07,0.97,83.33,34.13,24.7,20,0
0.15,0.98,83.76,34.17,24.7,20,0
-0.71,0.93,73.06,34.25,24.6,19.5,0
