Pd,Tin,RHin,Tout,RHout,Pa,Ws,Wd,SR,Td,RHd,NVR
0.34,25.6,42,28.5,56.6,1000.3,0.8,145.1,0.02,-2.9,-14.6,9.439
0.32,25.6,42,28.5,56.9,1000.3,0.5,259.6,0.02,-2.9,-14.9,13.568
0.33,25.6,42,28.5,57.1,1000.3,0.3,262.0,0.02,-2.9,-15.1,8.554
0.35,25.7,42,28.5,57.2,1000.4,2.0,108.6,0.02,-2.8,-15.2,7.374
0.31,25.7,43,28.5,57.3,1000.4,3.4,149.7,0.02,-2.8,-14.3,14.453
0.35,25.7,42,28.5,57.3,1000.4,2.1,207.8,0.02,-2.8,-15.3,7.669
0.31,25.8,42,28.5,57.5,1000.4,1.5,204.7,0.01,-2.7,-15.5,2.95
0.31,25.8,43,28.5,57.7,1000.4,0.8,95.0,0.02,-2.7,-14.7,4.129
0.31,25.6,43,28.5,57.4,1000.4,1.1,158.0,0.02,-2.9,-14.4,11.503
0.32,25.5,43,28.5,57.2,1000.4,0.7,130.3,0.01,-3.0,-14.2,6.784
0.32,25.5,43,28.5,57.7,1000.4,0.7,230.2,0.02,-3.0,-14.7,7.079
0.31,25.5,43,28.5,57.8,1000.4,0.9,245.3,0.02,-3.0,-14.8,5.604
0.33,25.5,43,28.5,57.5,1000.4,1.4,170.7,0.01,-3.0,-14.5,9.734
0.31,25.5,43,28.5,57.4,1000.4,1.3,133.3,0.02,-3.0,-14.4,8.554
0.29,25.4,43,28.5,57.3,1000.4,2.4,141.0,0.01,-3.1,-14.3,15.043
0.35,25.3,43,28.4,57.3,1000.4,1.3,173.5,0.02,-3.1,-14.3,16.813
0.31,25.2,43,28.3,57.8,1000.5,1.4,215.3,0.01,-3.1,-14.8,7.079
0.29,25.2,43,28.3,58.1,1000.5,2.0,202.3,0.02,-3.1,-15.1,17.403
0.34,25.2,43,28.3,58.4,1000.5,1.4,257.3,0.01,-3.1,-15.4,10.619000000000002
0.34,25.3,43,28.3,58.3,1000.5,3.1,196.3,0.01,-3.0,-15.3,12.978
0.3,25.3,43,28.2,58.4,1000.5,1.4,212.0,0.02,-2.9,-15.4,9.144
0.29,25.3,43,28.2,58.9,1000.5,1.7,221.0,0.01,-2.9,-15.9,10.914000000000001
0.3,25.3,43,28.3,58.8,1000.5,1.1,218.7,0.02,-3.0,-15.8,5.013999999999999
0.28,25.3,43,28.3,58.6,1000.5,1.7,189.4,0.01,-3.0,-15.6,16.518
0.3,25.3,43,28.2,58.6,1000.5,1.9,230.0,0.01,-2.9,-15.6,6.194
0.29,25.3,43,28.2,58.7,1000.5,1.7,209.5,0.01,-2.9,-15.7,10.914000000000001
0.29,25.4,43,28.2,58.9,1000.6,1.7,231.7,0.02,-2.8,-15.9,2.065
0.27,25.4,43,28.2,58.9,1000.6,1.1,159.0,0.01,-2.8,-15.9,12.388
0.29,25.4,43,28.2,59.3,1000.6,1.8,204.2,0.01,-2.8,-16.3,6.784
0.3,25.5,43,28.1,59.2,1000.6,1.7,201.8,0.01,-2.6,-16.2,6.489
0.29,25.5,43,28.1,59.2,1000.6,1.4,287.0,0.01,-2.6,-16.2,4.129
0.29,25.6,43,28.1,59.3,1000.6,1.7,231.3,0.01,-2.5,-16.3,6.784
0.3,25.6,43,28.0,59.5,1000.6,1.5,173.6,0.01,-2.4,-16.5,4.129
0.29,25.7,43,28.0,59.5,1000.6,1.3,262.5,0.01,-2.3,-16.5,3.245
0.29,25.7,43,27.9,59.2,1000.6,0.6,286.1,0.01,-2.2,-16.2,6.194
0.29,25.7,43,27.9,59.3,1000.6,1.4,243.5,0.0,-2.2,-16.3,7.9639999999999995
0.31,25.7,43,27.9,59.4,1000.6,2.5,200.8,0.01,-2.2,-16.4,5.604
0.29,25.8,43,27.9,59.7,1000.6,2.7,199.6,0.01,-2.1,-16.7,7.374
0.28,25.8,43,27.9,59.8,1000.6,2.2,224.5,0.01,-2.1,-16.8,5.013999999999999
0.29,25.8,43,27.8,59.6,1000.6,2.7,220.2,0.01,-2.0,-16.6,3.54
0.28,25.7,43,27.8,59.7,1000.6,1.8,234.7,0.01,-2.1,-16.7,1.77
0.28,26.9,43,27.8,59.8,1000.6,1.2,247.4,0.0,-0.9,-16.8,0.59
0.28,26.9,43,27.7,60.0,1000.7,2.0,194.1,0.01,-0.8,-17.0,3.245
0.28,26.9,43,27.7,60.2,1000.7,1.5,246.2,0.01,-0.8,-17.2,1.475
0.28,27.0,43,27.7,60.1,1000.7,1.3,190.2,0.01,-0.7,-17.1,4.4239999999999995
0.27,27.0,43,27.6,60.4,1000.7,1.1,209.8,0.0,-0.6,-17.4,2.36
0.28,27.0,43,27.6,60.3,1000.7,1.7,199.4,0.01,-0.6,-17.3,2.95
0.28,27.0,43,27.6,60.5,1000.7,2.4,207.3,0.01,-0.6,-17.5,5.309
0.28,26.9,43,27.6,60.3,1000.7,2.2,196.8,0.01,-0.7,-17.3,2.065
0.3,26.9,43,27.5,60.4,1000.7,1.2,184.4,0.0,-0.6,-17.4,7.079
0.28,26.8,43,27.4,60.7,1000.7,2.3,217.3,0.01,-0.6,-17.7,2.36
0.28,26.8,43,27.4,60.7,1000.7,1.5,205.0,0.01,-0.6,-17.7,1.18
0.3,26.8,43,27.4,61.2,1000.7,2.7,207.9,0.0,-0.6,-18.2,8.259
0.29,26.8,43,27.4,61.2,1000.7,2.5,206.1,0.01,-0.6,-18.2,2.655
0.29,26.9,43,27.4,61.0,1000.7,2.2,206.5,0.0,-0.5,-18.0,6.489
0.27,26.9,43,27.4,61.0,1000.7,2.1,193.8,0.01,-0.5,-18.0,2.95
0.29,26.9,43,27.3,61.2,1000.7,2.1,192.8,0.0,-0.4,-18.2,5.604
0.28,26.9,43,27.2,61.6,1000.7,2.5,223.9,0.01,-0.3,-18.6,7.9639999999999995
0.27,26.9,43,27.2,62.0,1000.7,1.2,181.9,0.0,-0.3,-19.0,10.324000000000002
0.28,26.9,43,27.1,62.0,1000.7,0.4,228.3,0.01,-0.2,-19.0,4.129
0.29,26.8,43,27.1,62.2,1000.7,1.4,215.6,0.0,-0.3,-19.2,10.029
0.27,26.7,43,27.1,62.4,1000.7,1.3,201.4,0.0,-0.4,-19.4,9.439
0.32,26.7,43,27.1,62.5,1000.7,1.6,249.3,0.01,-0.4,-19.5,8.554
0.29,26.7,43,27.0,62.5,1000.7,1.4,202.0,0.0,-0.3,-19.5,5.013999999999999
0.29,26.7,43,27.0,62.6,1000.8,1.7,223.5,0.0,-0.3,-19.6,3.54
0.28,26.8,43,27.0,62.8,1000.8,1.9,221.6,0.01,-0.2,-19.8,2.95
0.28,26.8,43,27.0,63.0,1000.8,1.8,243.7,0.0,-0.2,-20.0,4.129
0.27,26.8,43,27.0,63.0,1000.8,2.6,234.7,0.0,-0.2,-20.0,2.95
0.27,26.9,43,27.0,63.2,1000.8,1.8,242.5,0.01,-0.1,-20.2,1.475
0.26,26.9,43,26.9,63.3,1000.8,1.3,238.9,0.0,0.0,-20.3,13.863
0.27,26.9,43,26.9,63.5,1000.8,2.6,207.6,0.0,0.0,-20.5,6.784
0.26,26.8,43,26.9,63.7,1000.9,1.9,197.4,0.01,-0.1,-20.7,0.885
0.26,26.8,43,26.8,63.8,1000.9,1.2,237.5,0.0,0.0,-20.8,2.065
0.28,26.7,43,26.8,64.0,1000.9,2.6,230.9,0.0,-0.1,-21.0,2.065
0.27,26.7,43,26.7,64.0,1000.9,3.0,205.1,0.0,0.0,-21.0,12.683
0.26,26.6,43,26.7,64.0,1000.9,1.8,212.8,0.01,-0.1,-21.0,0.295
0.26,26.7,43,26.7,64.1,1000.9,2.2,206.2,0.0,0.0,-21.1,1.475
0.26,26.7,43,26.6,64.1,1000.9,2.8,210.1,0.0,0.1,-21.1,2.065
0.26,26.8,43,26.6,64.2,1000.9,2.6,191.1,0.0,0.2,-21.2,1.18
0.26,26.8,43,26.6,64.3,1000.9,2.4,200.7,0.01,0.2,-21.3,2.065
0.27,26.8,43,26.6,64.3,1000.9,1.9,193.2,0.0,0.2,-21.3,4.129
0.26,26.8,43,26.6,64.4,1000.9,1.7,200.8,0.0,0.2,-21.4,13.273
0.27,26.8,43,26.6,64.4,1000.9,1.4,213.5,0.0,0.2,-21.4,6.784
0.26,26.8,43,26.5,64.5,1000.9,1.8,222.1,0.0,0.3,-21.5,2.655
0.26,26.7,43,26.5,64.6,1000.9,1.7,193.9,0.01,0.2,-21.6,1.475
0.26,26.7,43,26.5,64.7,1000.9,1.3,213.5,0.0,0.2,-21.7,9.439
0.27,26.6,43,26.5,65.3,1001.0,1.5,200.6,0.0,0.1,-22.3,3.8339999999999996
0.26,26.6,43,26.5,65.4,1001.0,2.7,205.1,0.0,0.1,-22.4,2.065
0.27,26.5,43,26.5,65.2,1001.0,2.0,203.2,0.0,0.0,-22.2,2.655
0.26,26.5,43,26.5,65.2,1001.0,2.6,196.9,0.0,0.0,-22.2,7.9639999999999995
0.25,26.6,43,26.4,65.1,1001.0,2.3,207.9,0.0,0.2,-22.1,3.245
0.26,26.6,43,26.4,65.3,1001.0,2.4,217.8,0.01,0.2,-22.3,4.4239999999999995
0.26,26.6,43,26.3,65.5,1001.0,1.5,213.0,0.0,0.3,-22.5,7.9639999999999995
0.27,26.6,43,26.3,65.6,1001.0,1.8,222.5,0.0,0.3,-22.6,5.604
0.32,26.6,43,25.6,67.6,1000.4,0.6,255.7,0.03,1.0,-24.6,16.813
0.32,26.6,43,25.6,68.6,1000.4,1.3,264.6,0.02,1.0,-25.6,10.324000000000002
0.32,26.5,43,25.7,68.3,1000.4,1.0,269.9,0.04,0.8,-25.3,4.129
0.33,26.5,43,25.7,68.2,1000.4,1.4,317.0,0.03,0.8,-25.2,2.36
0.33,26.0,43,25.7,68.4,1000.4,0.8,284.5,0.03,0.3,-25.4,1.18
0.33,25.9,43,25.7,68.4,1000.4,0.8,308.9,0.02,0.2,-25.4,1.475
0.34,25.9,43,25.7,68.1,1000.4,0.8,341.4,0.03,0.2,-25.1,4.4239999999999995
0.34,25.8,43,25.8,67.5,1000.4,0.8,311.2,0.03,0.0,-24.5,2.065
0.35,25.8,43,25.8,67.7,1000.4,1.3,291.2,0.03,0.0,-24.7,14.748
0.34,25.7,43,25.8,68.2,1000.4,1.7,271.1,0.04,-0.1,-25.2,1.18
0.34,25.6,43,25.9,68.6,1000.4,2.1,278.2,0.03,-0.3,-25.6,4.129
0.34,25.6,43,25.9,68.6,1000.4,2.0,276.7,0.03,-0.3,-25.6,5.899
0.35,25.6,43,25.9,67.0,1000.4,2.0,265.3,0.04,-0.3,-24.0,4.718999999999999
0.35,25.6,43,25.9,66.9,1000.4,1.7,265.3,0.05,-0.3,-23.9,6.784
0.34,25.5,43,25.9,66.7,1000.4,0.7,278.0,0.04,-0.4,-23.7,2.065
0.34,25.5,43,25.9,66.5,1000.4,0.4,279.6,0.04,-0.4,-23.5,2.065
0.34,25.5,43,25.9,66.4,1000.4,1.1,252.0,0.04,-0.4,-23.4,3.8339999999999996
0.35,25.4,43,25.9,66.1,1000.4,0.8,247.2,0.04,-0.5,-23.1,4.4239999999999995
0.34,25.4,43,25.9,66.3,1000.4,0.8,301.8,0.04,-0.5,-23.3,2.36
0.35,25.4,43,25.9,66.7,1000.4,0.7,282.5,0.03,-0.5,-23.7,15.338
0.35,25.3,43,26.0,67.2,1000.4,0.9,312.5,0.04,-0.7,-24.2,7.079
0.35,25.3,43,26.1,67.1,1000.4,1.5,310.9,0.04,-0.8,-24.1,2.065
0.34,25.3,43,26.1,66.3,1000.4,0.9,311.0,0.07,-0.8,-23.3,5.309
0.35,25.3,43,26.1,66.1,1000.4,0.7,304.1,0.05,-0.8,-23.1,6.489
0.35,25.2,43,26.1,66.5,1000.4,0.5,307.2,0.06,-0.9,-23.5,5.899
0.35,25.2,43,26.1,66.2,1000.4,0.8,272.8,0.05,-0.9,-23.2,3.245
0.35,25.1,43,26.2,66.6,1000.4,0.0,0.0,0.05,-1.1,-23.6,1.18
0.35,25.1,43,26.3,67.1,1000.4,0.8,282.2,0.05,-1.2,-24.1,1.18
0.35,25.1,43,26.4,67.0,1000.3,1.0,280.4,0.08,-1.3,-24.0,1.77
0.35,25.0,43,26.4,65.8,1000.4,1.9,283.5,0.06,-1.4,-22.8,3.245
0.35,25.0,43,26.4,64.9,1000.4,1.3,280.1,0.07,-1.4,-21.9,3.245
0.35,25.0,43,26.4,64.6,1000.4,0.8,27.8,0.07,-1.4,-21.6,5.899
0.37,24.9,43,26.5,65.3,1000.3,0.6,279.0,0.05,-1.6,-22.3,7.9639999999999995
0.36,24.9,43,26.5,65.6,1000.3,0.8,149.9,0.05,-1.6,-22.6,9.144
0.36,24.9,43,26.7,66.9,1000.3,0.9,227.6,0.05,-1.8,-23.9,1.77
0.36,24.8,43,26.9,65.5,1000.3,1.5,288.5,0.05,-2.1,-22.5,3.8339999999999996
0.36,24.8,43,26.9,63.9,1000.3,1.4,243.7,0.04,-2.1,-20.9,3.54
0.36,24.8,43,26.9,63.7,1000.3,2.1,219.0,0.05,-2.1,-20.7,2.065
0.36,24.8,43,26.8,62.6,1000.3,1.5,219.9,0.05,-2.0,-19.6,1.77
0.37,24.9,43,26.8,63.3,1000.3,1.3,182.8,0.05,-1.9,-20.3,6.784
0.36,25.0,43,26.8,63.7,1000.3,1.1,183.6,0.04,-1.8,-20.7,4.4239999999999995
0.36,25.0,43,26.7,63.4,1000.3,1.0,176.2,0.05,-1.7,-20.4,7.9639999999999995
0.36,25.0,43,26.7,63.6,1000.3,1.5,119.8,0.04,-1.7,-20.6,4.718999999999999
0.36,25.1,42,26.7,64.0,1000.3,0.7,104.6,0.04,-1.6,-22.0,6.194
0.36,25.1,42,26.7,63.4,1000.3,0.4,324.3,0.05,-1.6,-21.4,7.079
0.36,25.1,42,26.7,63.2,1000.2,0.8,331.9,0.03,-1.6,-21.2,9.144
0.37,25.2,42,26.7,63.2,1000.2,0.9,317.3,0.04,-1.5,-21.2,6.489
0.36,25.2,42,26.8,64.0,1000.2,1.3,332.7,0.04,-1.6,-22.0,2.95
0.36,25.2,42,26.8,64.3,1000.2,0.9,312.7,0.04,-1.6,-22.3,1.77
0.36,25.3,42,26.8,64.1,1000.1,0.9,337.2,0.04,-1.5,-22.1,0.885
0.35,25.3,42,26.7,63.2,1000.1,0.7,324.5,0.04,-1.4,-21.2,0.295
0.36,25.3,42,26.8,63.5,1000.1,1.0,279.6,0.04,-1.5,-21.5,1.77
0.36,25.4,42,26.8,63.1,1000.1,1.3,182.5,0.03,-1.4,-21.1,4.718999999999999
0.36,25.4,42,26.8,62.9,1000.0,0.6,293.8,0.02,-1.4,-20.9,3.8339999999999996
0.36,25.5,42,26.8,62.5,1000.0,1.3,255.8,0.03,-1.3,-20.5,0.885
0.36,25.5,42,26.7,62.6,1000.0,1.0,293.2,0.03,-1.2,-20.6,3.54
0.36,25.6,42,26.7,63.2,999.9,1.3,279.0,0.02,-1.1,-21.2,3.54
0.36,25.6,42,26.7,63.6,999.9,0.8,261.2,0.04,-1.1,-21.6,9.144
0.36,25.6,42,26.8,63.9,999.9,0.9,236.5,0.03,-1.2,-21.9,9.144
0.36,25.5,42,26.8,63.9,999.9,1.0,230.4,0.04,-1.3,-21.9,2.95
0.36,25.5,42,26.8,63.6,999.9,0.4,283.5,0.04,-1.3,-21.6,7.669
0.35,25.4,42,26.9,64.0,999.9,0.8,349.1,0.05,-1.5,-22.0,10.324000000000002
0.36,25.2,42,26.9,64.1,999.9,1.4,340.4,0.04,-1.7,-22.1,7.669
0.36,25.1,42,26.9,63.1,999.9,1.2,291.4,0.05,-1.8,-21.1,11.503
0.35,25.0,42,26.8,62.5,999.8,0.3,274.1,0.06,-1.8,-20.5,7.374
0.35,25.0,42,26.9,62.6,999.8,0.7,61.4,0.05,-1.9,-20.6,2.065
0.36,25.0,42,26.9,63.1,999.8,0.6,4.6,0.06,-1.9,-21.1,7.079
0.36,25.1,42,27.1,64.0,999.9,1.3,17.8,0.06,-2.0,-22.0,7.374
0.36,25.1,42,27.1,62.9,999.9,1.7,357.6,0.06,-2.0,-20.9,1.475
0.36,25.2,42,27.1,61.9,999.8,1.3,351.9,0.07,-1.9,-19.9,0.885
0.36,25.2,42,27.0,61.5,999.8,0.9,331.7,0.07,-1.8,-19.5,4.129
0.36,25.2,42,27.1,61.4,999.8,0.9,349.7,0.07,-1.9,-19.4,1.18
0.36,25.2,42,27.1,60.5,999.8,0.8,301.1,0.07,-1.9,-18.5,3.245
0.37,25.3,42,27.2,60.7,999.8,0.9,289.2,0.07,-1.9,-18.7,0.295
0.37,25.3,42,27.3,60.4,999.8,1.4,328.4,0.06,-2.0,-18.4,2.36
0.37,25.3,42,27.3,60.1,999.8,1.9,1.0,0.06,-2.0,-18.1,2.655
0.37,25.4,42,27.4,61.4,999.8,2.4,15.5,0.06,-2.0,-19.4,4.129
0.37,25.4,42,27.4,61.5,999.8,1.7,28.5,0.07,-2.0,-19.5,1.18
0.37,25.4,42,27.5,61.5,999.8,1.8,7.4,0.05,-2.1,-19.5,2.655
0.38,25.5,42,27.6,61.4,999.8,1.3,335.6,0.05,-2.1,-19.4,2.95
0.38,25.5,42,27.6,60.5,999.8,1.4,341.3,0.04,-2.1,-18.5,14.158
0.39,25.6,42,27.5,60.4,999.8,1.5,324.2,0.04,-1.9,-18.4,15.927999999999999
0.38,25.6,42,27.4,60.4,999.7,1.3,279.1,0.04,-1.8,-18.4,19.762
0.38,25.6,42,27.4,60.2,999.7,1.4,265.8,0.04,-1.8,-18.2,7.374
0.37,25.5,42,27.5,61.0,999.7,1.6,247.5,0.03,-2.0,-19.0,4.4239999999999995
0.37,25.4,42,27.5,60.2,999.6,1.2,256.8,0.04,-2.1,-18.2,9.439
0.37,25.3,42,27.5,59.9,999.6,0.6,3.6,0.04,-2.2,-17.9,17.108
0.38,25.2,42,27.5,60.1,999.6,0.7,0.1,0.03,-2.3,-18.1,18.582
0.37,25.1,42,27.6,60.4,999.6,1.0,23.6,0.03,-2.5,-18.4,12.388
0.38,25.0,42,27.6,60.6,999.6,0.8,147.1,0.04,-2.6,-18.6,19.467
0.38,25.0,42,27.6,60.9,999.6,1.1,162.2,0.04,-2.6,-18.9,20.647
0.37,24.9,42,27.6,60.9,999.6,1.1,185.5,0.03,-2.7,-18.9,10.029
0.36,24.9,42,27.6,61.8,999.6,1.4,174.2,0.04,-2.7,-19.8,5.309
0.37,24.9,42,27.7,61.8,999.7,2.3,218.6,0.03,-2.8,-19.8,15.927999999999999
0.37,25.0,42,27.7,60.6,999.7,1.4,259.6,0.03,-2.7,-18.6,20.352
0.36,25.0,42,27.6,59.9,999.7,0.7,218.2,0.03,-2.6,-17.9,16.223
0.37,25.1,42,27.5,60.1,999.7,1.3,218.4,0.03,-2.4,-18.1,15.043
0.37,25.1,42,27.5,60.1,999.7,1.0,214.8,0.03,-2.4,-18.1,10.619000000000002
0.37,25.1,42,27.6,60.4,999.6,0.9,256.5,0.03,-2.5,-18.4,12.388
0.36,25.2,42,27.6,60.9,999.6,1.1,280.7,0.02,-2.4,-18.9,21.826999999999998
0.36,25.2,42,27.6,60.7,999.6,1.7,231.4,0.03,-2.4,-18.7,11.503
0.36,25.2,42,27.5,60.7,999.6,0.7,263.5,0.02,-2.3,-18.7,12.093
0.36,25.3,42,27.6,61.5,999.6,1.4,253.9,0.02,-2.3,-19.5,10.029
0.36,25.3,42,27.6,61.5,999.6,0.9,330.6,0.03,-2.3,-19.5,18.288
0.36,25.3,41,27.6,62.3,999.6,0.4,291.9,0.02,-2.3,-21.3,9.144
0.36,25.4,41,27.6,62.6,999.6,0.9,228.8,0.02,-2.2,-21.6,8.849
0.35,25.4,42,27.6,62.1,999.6,0.8,192.0,0.02,-2.2,-20.1,7.9639999999999995
0.35,25.5,42,27.6,61.0,999.6,0.5,116.1,0.02,-2.1,-19.0,4.4239999999999995
0.36,25.5,42,27.5,60.7,999.6,1.4,40.3,0.01,-2.0,-18.7,3.245
0.35,25.6,42,27.6,62.3,999.6,1.0,315.3,0.02,-2.0,-20.3,4.4239999999999995
0.35,25.6,42,27.6,61.9,999.6,0.5,211.6,0.02,-2.0,-19.9,4.129
0.35,25.6,42,27.6,60.4,999.6,0.2,324.0,0.02,-2.0,-18.4,3.54
0.36,25.5,42,27.6,60.4,999.6,0.5,23.2,0.02,-2.1,-18.4,5.013999999999999
0.36,25.4,42,27.6,62.4,999.6,0.2,149.2,0.03,-2.2,-20.4,7.9639999999999995
0.36,25.3,42,27.6,62.0,999.6,0.4,344.4,0.02,-2.3,-20.0,1.475
0.36,25.2,42,27.6,61.5,999.6,0.6,52.8,0.02,-2.4,-19.5,7.079
0.36,26.7,42,27.6,61.4,999.5,0.4,1.6,0.03,-0.9,-19.4,6.489
0.36,26.7,42,27.6,61.4,999.5,0.3,334.9,0.03,-0.9,-19.4,16.223
0.36,26.6,42,27.6,60.5,999.5,0.4,302.9,0.02,-1.0,-18.5,5.309
0.35,26.6,42,27.5,60.3,999.5,1.3,190.3,0.03,-0.9,-18.3,5.604
0.35,26.5,42,27.5,60.5,999.5,1.4,215.9,0.02,-1.0,-18.5,8.554
0.35,26.5,42,27.6,60.9,999.5,1.0,214.4,0.02,-1.1,-18.9,5.013999999999999
0.35,26.6,42,27.5,61.4,999.5,0.7,210.5,0.02,-0.9,-19.4,6.489
0.35,26.6,42,27.5,61.6,999.5,0.6,259.1,0.02,-0.9,-19.6,6.784
0.36,26.6,42,27.5,61.3,999.5,0.2,346.7,0.02,-0.9,-19.3,10.619000000000002
0.35,26.6,42,27.5,61.9,999.5,0.6,245.6,0.02,-0.9,-19.9,8.849
0.35,26.6,42,27.5,61.7,999.4,1.0,252.1,0.02,-0.9,-19.7,9.144
0.35,26.6,42,27.5,61.6,999.4,0.8,230.7,0.02,-0.9,-19.6,7.9639999999999995
0.35,26.5,42,27.5,61.9,999.4,1.3,250.7,0.02,-1.0,-19.9,8.259
0.35,26.5,42,27.4,62.1,999.4,1.4,239.2,0.01,-0.9,-20.1,9.439
0.35,26.0,42,27.4,61.7,999.4,1.5,227.5,0.02,-1.4,-19.7,6.489
0.35,25.9,42,27.4,62.1,999.4,1.7,237.4,0.02,-1.5,-20.1,5.899
0.34,25.9,42,27.3,62.6,999.4,1.9,247.7,0.02,-1.4,-20.6,5.013999999999999
0.34,25.8,42,27.3,62.3,999.4,1.2,223.0,0.02,-1.5,-20.3,6.489
0.34,25.8,42,27.2,62.1,999.3,0.9,251.6,0.02,-1.4,-20.1,12.093
0.34,25.7,42,27.2,61.6,999.3,0.6,260.4,0.02,-1.5,-19.6,6.784
0.34,25.6,42,27.2,61.6,999.2,0.2,219.5,0.02,-1.6,-19.6,10.324000000000002
0.34,25.6,42,27.2,61.4,999.2,0.5,222.5,0.02,-1.6,-19.4,7.079
0.34,25.6,42,27.2,61.4,999.1,0.5,211.9,0.02,-1.6,-19.4,15.043
0.35,25.6,42,27.3,61.5,999.1,0.7,237.5,0.01,-1.7,-19.5,17.993
0.34,25.5,42,27.3,62.4,999.1,0.3,259.0,0.02,-1.8,-20.4,11.798
0.34,25.5,42,27.3,62.9,999.1,0.8,352.8,0.02,-1.8,-20.9,8.849
0.34,25.5,42,27.3,62.2,999.1,0.8,297.5,0.02,-1.8,-20.2,5.013999999999999
0.34,25.4,42,27.3,61.6,999.1,0.9,292.7,0.02,-1.9,-19.6,5.013999999999999
0.34,25.4,42,27.3,61.9,999.0,1.3,295.1,0.02,-1.9,-19.9,4.718999999999999
0.34,25.4,42,27.2,61.7,999.0,0.9,287.1,0.01,-1.8,-19.7,7.9639999999999995
0.34,25.3,42,27.3,61.9,999.0,1.3,274.2,0.02,-2.0,-19.9,8.259
0.34,25.3,42,27.3,62.7,998.9,1.0,273.9,0.02,-2.0,-20.7,13.273
0.34,25.3,42,27.3,62.7,998.9,0.9,300.1,0.02,-2.0,-20.7,17.403
0.34,25.3,42,27.3,63.0,998.9,1.4,314.2,0.02,-2.0,-21.0,14.158
0.34,25.2,42,27.3,61.9,998.8,0.9,302.7,0.02,-2.1,-19.9,13.273
0.33,25.2,42,27.2,62.0,998.8,0.8,294.8,0.02,-2.0,-20.0,5.604
0.34,25.1,42,27.3,62.8,998.8,1.2,303.5,0.02,-2.2,-20.8,1.77
0.34,25.1,42,27.2,61.9,998.8,1.0,290.9,0.02,-2.1,-19.9,7.079
0.33,25.1,42,27.2,61.8,998.8,1.0,296.9,0.02,-2.1,-19.8,13.273
0.34,25.0,42,27.2,61.7,998.9,0.7,255.5,0.03,-2.2,-19.7,20.647
0.34,25.0,42,27.2,62.8,998.9,1.0,281.8,0.02,-2.2,-20.8,12.978
0.33,25.0,42,27.2,63.7,998.9,0.8,268.3,0.02,-2.2,-21.7,9.734
0.33,24.9,42,27.3,63.7,998.9,1.1,307.3,0.02,-2.4,-21.7,10.619000000000002
0.33,24.9,42,27.3,64.2,998.9,0.9,305.1,0.02,-2.4,-22.2,9.144
0.33,24.9,42,27.3,63.7,999.0,0.9,296.9,0.02,-2.4,-21.7,7.079
0.33,24.8,42,27.3,63.6,999.0,0.9,269.6,0.02,-2.5,-21.6,4.129
0.33,24.8,42,27.3,64.2,999.0,0.4,340.3,0.03,-2.5,-22.2,5.309
0.33,24.8,42,27.3,65.2,998.9,1.2,312.4,0.02,-2.5,-23.2,5.604
0.33,24.8,42,27.3,64.2,998.9,1.8,324.3,0.02,-2.5,-22.2,6.489
0.33,24.9,42,27.3,63.6,998.9,1.5,311.0,0.02,-2.4,-21.6,4.129
0.33,25.0,42,27.3,63.3,998.8,1.0,288.9,0.02,-2.3,-21.3,15.633
0.33,25.0,42,27.2,63.4,998.8,1.3,276.5,0.02,-2.2,-21.4,15.043
0.33,25.0,42,27.2,63.6,998.8,1.1,276.1,0.03,-2.2,-21.6,17.108
0.33,25.1,42,27.2,64.0,998.7,1.6,270.1,0.02,-2.1,-22.0,19.467
0.33,25.1,42,27.2,64.3,998.7,1.4,274.3,0.02,-2.1,-22.3,19.467
0.33,25.1,42,27.2,64.7,998.7,1.6,272.8,0.03,-2.1,-22.7,15.043
0.33,25.2,42,27.3,64.6,998.7,1.8,286.8,0.03,-2.1,-22.6,21.826999999999998
0.33,25.2,42,27.3,63.3,998.7,1.2,283.7,0.03,-2.1,-21.3,15.927999999999999
0.33,25.2,42,27.3,62.5,998.7,1.2,283.5,0.03,-2.1,-20.5,13.863
0.33,25.3,42,27.3,63.1,998.7,2.3,299.4,0.03,-2.0,-21.1,17.993
0.32,25.3,42,27.4,63.4,998.7,1.5,302.6,0.04,-2.1,-21.4,5.604
0.33,25.3,42,27.4,63.4,998.8,1.1,280.0,0.04,-2.1,-21.4,11.503
0.33,25.4,42,27.5,64.1,998.8,1.1,244.6,0.04,-2.1,-22.1,10.619000000000002
0.33,25.4,42,27.5,64.0,998.8,1.4,284.9,0.04,-2.1,-22.0,15.633
0.33,25.5,42,27.6,63.4,998.8,2.0,323.1,0.04,-2.1,-21.4,20.352
0.33,25.5,42,27.6,61.7,998.8,1.5,274.1,0.04,-2.1,-19.7,21.237
0.33,25.6,42,27.6,61.3,998.8,1.9,279.7,0.04,-2.0,-19.3,10.619000000000002
0.33,25.6,42,27.6,62.1,998.8,1.8,262.2,0.04,-2.0,-20.1,15.043
0.33,25.6,42,27.8,63.4,998.8,2.0,262.0,0.04,-2.2,-21.4,16.518
0.33,25.5,42,27.8,62.5,998.8,1.6,258.2,0.04,-2.3,-20.5,5.899
0.33,25.5,42,27.8,62.4,998.8,1.8,261.2,0.05,-2.3,-20.4,19.467
0.33,25.4,42,27.8,61.3,998.8,1.1,269.6,0.04,-2.4,-19.3,20.057000000000002
0.34,25.2,42,27.9,61.3,998.8,1.1,250.4,0.04,-2.7,-19.3,25.956
