Pd,Tin,RHin,Tout,RHout,Pa,Ws,Wd,SR,Td,RHd,NVR
0.11,24.6,44,28.6,67.2,993.5,2.3,213.3,0.04,-4.0,-23.2,12.978
0.12,24.5,44,28.6,67.4,993.5,1.6,203.9,0.03,-4.1,-23.4,7.374
0.11,24.5,43,28.7,67.0,993.6,0.8,249.1,0.03,-4.2,-24.0,6.489
0.11,24.4,42,28.6,66.6,993.5,1.9,209.5,0.02,-4.2,-24.6,7.079
0.1,24.4,42,28.7,67.2,993.5,1.7,157.6,0.03,-4.3,-25.2,2.065
0.11,24.5,43,28.7,66.9,993.5,1.6,196.8,0.02,-4.2,-23.9,5.604
0.14,24.5,43,28.7,66.9,993.5,2.2,212.0,0.02,-4.2,-23.9,6.194
0.11,24.5,43,28.7,66.8,993.5,1.5,201.2,0.03,-4.2,-23.8,9.439
0.11,24.5,43,28.6,66.7,993.5,1.5,235.7,0.02,-4.1,-23.7,5.899
0.11,24.5,43,28.5,67.0,993.5,1.8,256.5,0.02,-4.0,-24.0,13.273
0.12,24.5,43,28.5,67.2,993.5,1.4,278.6,0.02,-4.0,-24.2,6.489
0.11,24.5,43,28.5,67.5,993.5,1.4,241.5,0.02,-4.0,-24.5,10.324000000000002
0.09,24.5,43,28.5,68.4,993.5,1.3,184.6,0.02,-4.0,-25.4,12.683
0.1,24.5,45,28.5,67.4,993.5,0.4,249.6,0.01,-4.0,-22.4,8.259
0.15,24.7,47,28.5,66.4,993.5,0.9,193.6,0.02,-3.8,-19.4,5.013999999999999
0.14,24.8,48,28.4,66.2,993.5,1.1,4.1,0.02,-3.6,-18.2,10.324000000000002
0.11,24.8,49,28.4,66.8,993.5,1.3,201.2,0.01,-3.6,-17.8,10.324000000000002
0.13,24.8,48,28.5,66.9,993.5,1.4,163.6,0.03,-3.7,-18.9,2.95
0.15,24.8,47,28.5,66.8,993.5,1.8,136.3,0.04,-3.7,-19.8,8.554
0.12,24.8,46,28.4,66.5,993.5,1.3,103.7,0.06,-3.6,-20.5,4.4239999999999995
0.18,24.8,46,28.4,66.6,993.5,3.1,119.5,0.07,-3.6,-20.6,11.208
0.13,24.7,45,28.5,66.8,993.5,1.3,214.0,0.07,-3.8,-21.8,12.093
0.23,24.7,45,28.7,66.6,993.5,2.1,163.3,0.07,-4.0,-21.6,22.122
0.13,24.6,45,28.8,65.9,993.5,2.1,181.0,0.06,-4.2,-20.9,9.144
0.13,24.5,45,28.9,65.6,993.5,1.2,197.9,0.03,-4.4,-20.6,8.554
0.15,24.5,44,29.0,65.5,993.5,1.7,136.7,0.03,-4.5,-21.5,5.013999999999999
0.16,24.5,44,29.0,64.8,993.6,2.6,132.4,0.02,-4.5,-20.8,7.9639999999999995
0.17,24.4,43,28.9,64.4,993.5,3.3,123.6,0.04,-4.5,-21.4,15.338
0.18,24.4,43,28.8,64.9,993.5,2.6,133.5,0.05,-4.4,-21.9,7.669
0.15,24.4,43,28.8,65.5,993.5,2.1,126.8,0.06,-4.4,-22.5,14.748
0.18,24.4,42,28.8,65.4,993.5,1.2,124.2,0.07,-4.4,-23.4,16.813
0.17,24.4,42,28.9,65.9,993.5,2.3,156.3,0.06,-4.5,-23.9,10.029
0.16,24.4,42,29.1,65.7,993.5,2.4,216.2,0.07,-4.7,-23.7,11.208
0.15,24.4,43,29.1,64.9,993.4,2.0,220.3,0.06,-4.7,-21.9,8.554
0.16,24.4,42,29.2,64.7,993.5,1.6,158.3,0.06,-4.8,-22.7,13.863
0.15,24.4,42,29.2,64.2,993.4,2.4,151.9,0.07,-4.8,-22.2,4.129
0.17,24.4,42,29.3,63.8,993.4,2.9,142.3,0.06,-4.9,-21.8,3.54
0.21,24.3,42,29.3,63.9,993.4,2.7,145.4,0.07,-5.0,-21.9,14.748
0.17,24.3,42,29.3,63.0,993.4,2.2,139.7,0.06,-5.0,-21.0,9.439
0.17,24.3,42,29.4,63.9,993.4,2.4,138.3,0.04,-5.1,-21.9,18.582
0.15,24.3,42,29.4,63.5,993.4,1.2,91.8,0.03,-5.1,-21.5,8.554
0.17,24.3,42,29.4,63.5,993.4,2.6,106.5,0.03,-5.1,-21.5,4.129
0.17,24.3,42,29.4,63.8,993.4,3.1,153.5,0.03,-5.1,-21.8,6.194
0.22,24.3,42,29.2,63.4,993.4,2.2,159.5,0.03,-4.9,-21.4,13.568
0.16,24.4,42,29.2,64.0,993.4,2.3,158.8,0.04,-4.8,-22.0,19.467
0.16,24.3,43,29.2,63.8,993.4,2.0,145.6,0.04,-4.9,-20.8,4.4239999999999995
0.18,24.3,42,29.3,64.1,993.3,2.0,121.4,0.04,-5.0,-22.1,12.388
0.15,24.4,42,29.3,63.8,993.3,1.5,190.5,0.04,-4.9,-21.8,6.194
0.16,24.3,42,29.3,63.5,993.3,1.1,145.4,0.05,-5.0,-21.5,5.309
0.15,24.3,42,29.4,63.4,993.2,0.6,199.1,0.07,-5.1,-21.4,20.057000000000002
0.14,24.3,42,29.6,63.5,993.3,1.6,175.1,0.06,-5.3,-21.5,6.784
0.13,24.2,42,29.6,62.7,993.2,2.3,135.7,0.07,-5.4,-20.7,19.172
0.25,24.2,42,29.5,62.4,993.2,4.7,110.6,0.06,-5.3,-20.4,16.813
0.16,24.2,42,29.5,62.0,993.1,5.0,127.0,0.06,-5.3,-20.0,6.784
0.17,24.2,42,29.4,62.2,993.1,5.9,120.0,0.07,-5.2,-20.2,5.309
0.15,24.2,42,29.3,61.9,993.1,5.3,130.0,0.06,-5.1,-19.9,4.4239999999999995
0.15,24.2,42,29.3,62.2,993.1,5.5,118.7,0.06,-5.1,-20.2,0.885
0.19,24.2,42,29.3,62.3,993.2,5.5,120.0,0.05,-5.1,-20.3,11.208
0.16,24.2,42,29.3,62.4,993.2,5.4,115.9,0.05,-5.1,-20.4,4.718999999999999
0.16,24.3,42,29.2,62.2,993.2,4.6,118.7,0.05,-4.9,-20.2,6.489
0.17,24.2,42,29.2,62.1,993.2,2.9,127.7,0.05,-5.0,-20.1,6.194
0.15,24.2,42,29.1,62.1,993.2,4.1,121.0,0.06,-4.9,-20.1,7.669
0.14,24.2,42,29.1,63.1,993.1,3.1,139.7,0.05,-4.9,-21.1,9.144
0.16,24.2,42,29.2,63.2,993.1,3.3,142.0,0.06,-5.0,-21.2,6.489
0.15,24.2,42,29.3,62.7,993.1,2.8,125.9,0.05,-5.1,-20.7,7.079
0.17,24.2,42,29.3,62.2,993.0,2.5,163.9,0.06,-5.1,-20.2,10.324000000000002
0.15,24.2,42,29.3,63.0,993.0,2.7,158.0,0.05,-5.1,-21.0,14.453
0.15,24.2,42,29.4,62.7,993.0,2.6,117.9,0.05,-5.2,-20.7,8.259
0.16,24.2,42,29.3,62.0,993.0,2.9,178.9,0.06,-5.1,-20.0,11.503
0.13,24.2,42,29.3,61.8,993.0,3.4,144.3,0.05,-5.1,-19.8,7.079
0.17,24.2,41,29.2,61.3,993.0,4.2,116.6,0.06,-5.0,-20.3,7.9639999999999995
0.2,24.2,41,29.1,61.7,993.0,4.0,112.1,0.06,-4.9,-20.7,6.784
0.14,24.2,41,29.1,62.0,992.9,2.5,106.7,0.06,-4.9,-21.0,11.503
0.17,24.2,41,29.1,62.2,992.9,1.3,152.2,0.05,-4.9,-21.2,7.9639999999999995
0.17,24.2,41,29.2,62.7,992.9,1.2,276.4,0.06,-5.0,-21.7,6.194
0.14,24.2,41,29.3,62.7,992.8,2.1,156.9,0.06,-5.1,-21.7,11.798
0.16,24.2,41,29.4,61.8,992.8,3.6,203.1,0.06,-5.2,-20.8,7.669
0.14,24.1,41,29.5,61.6,992.8,1.2,201.9,0.06,-5.4,-20.6,6.489
0.14,24.1,41,29.6,62.5,992.8,2.7,171.8,0.06,-5.5,-21.5,6.784
0.14,24.1,41,29.7,61.8,992.9,2.5,135.0,0.05,-5.6,-20.8,5.899
0.14,24.1,41,29.7,61.1,992.9,3.3,161.5,0.06,-5.6,-20.1,3.54
0.15,24.1,41,29.6,60.9,992.9,3.1,166.8,0.06,-5.5,-19.9,8.259
0.13,24.1,41,29.6,61.6,992.8,3.0,158.2,0.05,-5.5,-20.6,2.95
0.13,24.2,41,29.7,61.6,992.9,2.9,188.0,0.06,-5.5,-20.6,12.093
0.13,24.1,41,29.8,61.8,992.9,1.3,131.2,0.06,-5.7,-20.8,7.669
0.15,24.2,41,29.7,60.9,992.8,1.4,224.0,0.05,-5.5,-19.9,3.8339999999999996
0.17,24.2,41,29.8,61.8,992.8,1.5,111.3,0.04,-5.6,-20.8,20.647
0.14,24.2,41,29.8,60.9,992.8,3.5,125.9,0.06,-5.6,-19.9,7.374
0.15,24.2,41,29.7,60.3,992.8,3.1,133.2,0.06,-5.5,-19.3,5.309
0.14,24.2,41,29.6,60.4,992.8,3.4,119.9,0.05,-5.4,-19.4,5.899
0.15,24.2,41,29.6,60.8,992.8,2.1,150.7,0.06,-5.4,-19.8,4.129
0.14,24.2,40,29.6,60.9,992.8,3.5,114.8,0.06,-5.4,-20.9,9.734
0.14,24.2,40,29.6,60.8,992.8,3.2,181.4,0.06,-5.4,-20.8,2.95
0.14,24.0,40,29.7,61.4,992.7,1.9,185.6,0.06,-5.7,-21.4,5.013999999999999
0.14,24.0,40,29.8,60.6,992.7,3.0,125.5,0.05,-5.8,-20.6,2.655
0.13,24.0,40,29.8,60.6,992.7,3.0,99.4,0.06,-5.8,-20.6,13.273
0.19,24.0,40,29.8,61.0,992.7,2.5,114.9,0.06,-5.8,-21.0,8.259
0.14,24.1,41,29.8,60.9,992.7,3.6,110.9,0.05,-5.7,-19.9,11.503
0.16,24.2,42,29.8,60.5,992.7,3.3,116.1,0.06,-5.6,-18.5,6.194
0.15,24.2,41,29.8,60.5,992.7,3.5,119.5,0.05,-5.6,-19.5,8.554
0.2,24.2,41,29.8,60.2,992.7,3.3,129.4,0.05,-5.6,-19.2,14.748
0.15,24.2,41,29.8,60.3,992.7,2.3,96.1,0.05,-5.6,-19.3,7.079
0.17,24.1,41,29.7,60.0,992.6,1.6,164.8,0.05,-5.6,-19.0,6.489
0.16,24.1,41,29.7,60.8,992.6,0.7,288.5,0.03,-5.6,-19.8,15.338
0.15,24.1,42,29.8,61.2,992.6,1.5,180.0,0.03,-5.7,-19.2,3.54
0.15,24.1,42,29.9,60.9,992.5,2.1,109.8,0.04,-5.8,-18.9,5.899
0.18,24.1,42,29.8,60.6,992.6,3.2,152.5,0.04,-5.7,-18.6,18.288
0.17,24.1,41,29.7,60.2,992.5,3.2,157.2,0.04,-5.6,-19.2,7.669
0.16,24.1,42,29.6,60.6,992.5,1.9,136.3,0.04,-5.5,-18.6,7.079
0.13,24.1,42,29.6,60.2,992.5,1.8,210.2,0.05,-5.5,-18.2,7.079
0.16,24.2,43,29.6,60.4,992.5,1.4,100.8,0.04,-5.4,-17.4,12.978
0.15,24.2,45,29.6,59.9,992.4,2.6,137.5,0.04,-5.4,-14.9,3.245
0.17,24.3,45,29.5,60.2,992.4,2.0,215.8,0.05,-5.2,-15.2,12.388
0.2,24.4,44,29.5,60.2,992.4,2.6,210.8,0.05,-5.1,-16.2,10.324000000000002
0.17,24.4,45,29.6,60.1,992.3,2.4,212.6,0.05,-5.2,-15.1,16.223
0.17,24.4,46,29.6,60.4,992.3,2.4,209.9,0.05,-5.2,-14.4,6.489
0.21,24.5,47,29.7,60.5,992.4,2.2,173.1,0.04,-5.2,-13.5,14.158
0.17,24.5,47,29.7,60.9,992.3,2.7,168.2,0.05,-5.2,-13.9,10.029
0.18,24.5,47,29.8,60.5,992.3,2.9,109.6,0.04,-5.3,-13.5,8.259
0.19,24.5,46,29.8,60.6,992.3,2.0,145.6,0.04,-5.3,-14.6,6.194
0.18,24.5,45,29.9,61.0,992.3,1.7,142.3,0.04,-5.4,-16.0,7.079
0.15,24.5,45,29.9,60.5,992.4,2.6,153.3,0.03,-5.4,-15.5,13.273
0.16,24.4,45,29.9,60.0,992.4,1.3,164.1,0.03,-5.5,-15.0,7.669
0.17,24.4,45,29.9,60.2,992.4,1.9,124.9,0.05,-5.5,-15.2,13.273
0.15,24.4,44,29.9,60.4,992.4,2.4,135.3,0.03,-5.5,-16.4,13.273
0.17,24.4,43,29.8,60.1,992.4,1.6,160.7,0.05,-5.4,-17.1,6.784
0.16,24.3,43,29.7,60.0,992.5,2.8,146.9,0.02,-5.4,-17.0,2.065
0.16,24.2,42,29.7,60.0,992.5,2.4,143.6,0.03,-5.5,-18.0,6.194
0.17,24.1,42,29.7,60.4,992.5,2.1,104.9,0.03,-5.6,-18.4,6.784
0.17,24.1,42,29.7,60.3,992.6,3.4,115.0,0.02,-5.6,-18.3,9.144
0.16,24.1,41,29.6,60.2,992.6,3.0,124.4,0.01,-5.5,-19.2,4.4239999999999995
0.18,24.1,41,29.5,60.4,992.7,2.3,119.0,0.03,-5.4,-19.4,5.899
0.16,24.1,41,29.5,60.5,992.7,1.7,137.7,0.02,-5.4,-19.5,5.899
0.15,24.1,41,29.5,60.3,992.8,0.9,277.7,0.03,-5.4,-19.3,4.4239999999999995
0.18,24.0,40,29.5,60.3,992.8,0.7,290.2,0.03,-5.5,-20.3,14.453
0.14,24.0,40,29.5,60.6,992.8,2.7,214.1,0.03,-5.5,-20.6,5.013999999999999
0.16,24.0,40,29.5,60.5,992.9,1.9,229.3,0.03,-5.5,-20.5,3.54
0.14,23.9,40,29.4,60.1,992.9,1.5,243.1,0.03,-5.5,-20.1,8.849
0.15,23.9,40,29.5,60.7,992.9,1.5,208.3,0.02,-5.6,-20.7,4.4239999999999995
0.14,23.9,40,29.6,61.3,993.0,2.2,190.0,0.02,-5.7,-21.3,5.604
0.13,23.9,40,29.6,61.5,993.1,1.0,198.7,0.01,-5.7,-21.5,6.784
0.13,23.9,39,29.6,61.2,993.1,0.8,234.8,0.04,-5.7,-22.2,3.245
0.14,23.9,39,29.7,61.9,993.2,1.8,260.0,0.03,-5.8,-22.9,4.718999999999999
0.12,23.8,39,29.7,61.4,993.2,1.9,234.0,0.02,-5.9,-22.4,5.899
0.12,24.1,42,29.6,61.2,993.2,2.9,224.3,0.04,-5.5,-19.2,8.554
0.13,24.1,41,29.7,61.2,993.2,2.9,244.9,0.02,-5.6,-20.2,6.194
0.13,24.1,41,29.7,60.4,993.2,2.6,218.2,0.02,-5.6,-19.4,4.129
0.11,24.1,41,29.7,60.4,993.2,2.4,220.1,0.04,-5.6,-19.4,11.208
0.11,24.1,41,29.7,60.5,993.2,2.3,231.4,0.04,-5.6,-19.5,6.194
0.13,24.0,40,29.6,60.1,993.2,2.1,226.9,0.03,-5.6,-20.1,6.784
0.11,24.0,40,29.6,60.2,993.2,1.3,207.2,0.02,-5.6,-20.2,1.77
0.13,24.0,40,29.6,60.9,993.1,0.7,222.7,0.03,-5.6,-20.9,5.309
0.11,23.9,40,29.7,60.3,993.1,1.0,222.1,0.01,-5.8,-20.3,4.129
0.11,23.9,40,29.6,59.2,993.0,1.1,83.5,0.05,-5.7,-19.2,4.129
0.13,23.8,40,29.6,59.4,993.0,1.8,190.3,0.03,-5.8,-19.4,12.388
0.1,23.8,40,29.6,59.8,993.0,1.5,179.0,0.05,-5.8,-19.8,4.129
0.11,23.8,40,29.6,59.5,993.0,1.2,183.3,0.03,-5.8,-19.5,7.9639999999999995
0.11,23.7,39,29.6,59.1,992.9,0.7,165.8,0.05,-5.9,-20.1,2.36
0.1,23.6,40,29.6,59.2,992.9,1.5,179.1,0.04,-6.0,-19.2,12.388
0.1,23.5,38,29.6,59.5,992.9,1.9,131.0,0.05,-6.1,-21.5,14.453
0.12,23.5,39,29.7,59.3,992.9,2.6,137.5,0.02,-6.2,-20.3,4.4239999999999995
0.12,23.6,43,29.8,58.7,992.9,1.4,166.4,0.03,-6.2,-15.7,7.374
0.15,23.7,44,29.8,58.4,992.9,2.1,106.2,0.02,-6.1,-14.4,19.467
0.14,23.8,46,29.7,58.4,992.9,2.4,130.0,0.03,-5.9,-12.4,10.324000000000002
0.14,23.9,47,29.6,58.6,992.9,2.6,118.5,0.01,-5.7,-11.6,13.863
0.12,24.1,50,29.6,59.1,992.8,2.0,115.4,0.04,-5.5,-9.1,7.079
0.12,24.2,50,29.6,58.8,992.8,0.8,123.2,0.03,-5.4,-8.8,6.194
0.12,24.2,48,29.6,59.2,992.8,0.5,164.0,0.02,-5.4,-11.2,9.439
0.12,24.1,47,29.6,59.6,992.8,0.9,299.7,0.03,-5.5,-12.6,3.54
0.12,24.1,46,29.7,59.7,992.8,1.4,161.7,0.02,-5.6,-13.7,9.734
0.12,24.0,46,29.6,59.3,992.8,1.6,186.3,0.03,-5.6,-13.3,4.129
0.11,24.0,45,29.6,59.1,992.8,2.5,199.9,0.02,-5.6,-14.1,15.927999999999999
0.1,24.0,44,29.7,59.6,992.8,2.2,223.2,0.03,-5.7,-15.6,5.899
0.1,23.7,41,29.7,59.2,992.8,2.6,205.7,0.03,-6.0,-18.2,14.748
0.11,23.6,40,29.6,59.3,992.8,2.9,220.4,0.04,-6.0,-19.3,7.079
0.11,23.6,40,29.6,59.2,992.9,2.3,236.8,0.04,-6.0,-19.2,5.013999999999999
0.11,23.6,41,29.5,59.0,992.9,1.4,229.9,0.04,-5.9,-18.0,11.503
0.11,23.7,43,29.6,59.6,992.9,1.6,217.7,0.04,-5.9,-16.6,16.518
0.11,23.7,43,29.6,59.2,992.9,0.9,239.6,0.03,-5.9,-16.2,10.914000000000001
0.1,23.7,42,29.6,59.3,992.9,2.1,208.4,0.03,-5.9,-17.3,6.489
0.11,23.7,42,29.7,59.6,992.9,1.8,222.5,0.03,-6.0,-17.6,8.554
0.12,23.7,41,29.8,59.1,993.0,1.4,188.1,0.04,-6.1,-18.1,9.439
0.11,23.6,41,29.7,58.9,993.0,1.0,200.6,0.03,-6.1,-17.9,2.065
0.11,23.5,41,29.8,59.3,993.0,2.4,210.9,0.02,-6.3,-18.3,8.259
0.11,23.5,41,29.8,59.4,992.9,3.4,221.7,0.04,-6.3,-18.4,10.619000000000002
0.11,24.1,46,29.8,59.4,992.9,1.7,192.7,0.02,-5.7,-13.4,10.619000000000002
0.11,24.0,46,29.7,59.1,992.9,2.2,211.2,0.02,-5.7,-13.1,2.36
0.12,24.0,45,29.7,58.6,992.9,1.9,217.7,0.02,-5.7,-13.6,3.8339999999999996
0.11,24.0,44,29.7,58.4,992.9,1.2,203.4,0.02,-5.7,-14.4,5.604
0.13,23.7,41,29.6,58.4,992.9,0.9,242.4,0.02,-5.9,-17.4,9.439
0.11,23.6,40,29.6,58.9,992.9,1.1,177.7,0.02,-6.0,-18.9,2.36
0.13,23.6,40,29.6,59.3,992.9,0.6,184.2,0.01,-6.0,-19.3,4.718999999999999
0.11,23.6,41,29.6,59.6,992.9,0.8,200.3,0.03,-6.0,-18.6,7.9639999999999995
0.11,23.7,43,29.7,59.3,992.9,1.1,203.1,0.01,-6.0,-16.3,7.9639999999999995
0.11,23.7,43,29.7,59.3,992.9,0.7,204.4,0.02,-6.0,-16.3,7.374
0.11,23.7,42,29.7,58.8,992.9,0.8,184.2,0.01,-6.0,-16.8,7.079
0.1,23.7,42,29.6,58.1,993.0,2.4,195.0,0.01,-5.9,-16.1,4.718999999999999
0.09,23.7,41,29.6,58.2,993.0,1.9,221.7,0.02,-5.9,-17.2,10.619000000000002
0.1,23.6,41,29.5,58.4,992.9,1.3,197.4,0.01,-5.9,-17.4,2.065
0.09,23.5,41,29.5,58.4,993.0,1.1,207.6,0.01,-6.0,-17.4,10.619000000000002
0.09,23.5,41,29.5,58.2,992.9,1.6,251.0,0.02,-6.0,-17.2,6.489
0.09,23.7,43,29.5,58.4,992.9,2.2,183.0,0.01,-5.8,-15.4,12.388
0.09,23.7,42,29.5,58.5,992.9,1.1,242.3,0.01,-5.8,-16.5,8.554
0.09,23.7,42,29.4,58.4,992.8,1.6,242.5,0.02,-5.7,-16.4,6.194
0.1,23.7,41,29.4,58.8,992.8,1.8,254.6,0.01,-5.7,-17.8,8.849
0.1,23.6,41,29.4,59.0,992.8,1.3,253.1,0.01,-5.8,-18.0,10.029
0.1,23.5,41,29.4,59.1,992.8,0.7,185.4,0.01,-5.9,-18.1,5.309
0.11,23.5,41,29.3,59.0,992.8,0.6,256.5,0.02,-5.8,-18.0,11.208
0.11,23.7,41,29.3,59.3,992.8,1.6,238.0,0.01,-5.6,-18.3,6.784
0.1,23.6,41,29.3,59.6,992.9,1.8,205.9,0.01,-5.7,-18.6,3.8339999999999996
0.1,23.5,41,29.3,59.2,992.9,2.6,204.1,0.03,-5.8,-18.2,3.245
0.08,23.5,41,29.2,59.1,992.9,2.3,238.5,0.01,-5.7,-18.1,12.978
0.11,23.7,43,29.2,59.3,992.8,2.2,217.1,0.01,-5.5,-16.3,4.4239999999999995
0.09,23.5,44,29.2,59.3,992.8,2.2,202.9,0.01,-5.7,-15.3,2.36
0.09,23.7,47,29.1,59.2,992.9,1.4,211.5,0.01,-5.4,-12.2,9.734
0.09,23.8,49,29.1,59.4,992.9,0.9,126.1,0.01,-5.3,-10.4,5.899
0.09,24.0,52,29.1,59.7,992.9,2.2,210.5,0.0,-5.1,-7.7,15.338
0.1,24.0,54,29.1,59.8,993.0,2.4,195.9,0.02,-5.1,-5.8,11.208
0.09,24.2,55,29.1,59.4,993.0,2.4,191.1,0.01,-4.9,-4.4,13.273
0.1,24.2,53,29.1,59.5,993.0,2.3,204.6,0.01,-4.9,-6.5,8.849
0.09,24.0,50,29.1,59.3,993.0,1.4,228.8,0.01,-5.1,-9.3,3.54
0.09,23.9,48,29.0,59.5,992.9,2.0,200.3,0.01,-5.1,-11.5,14.158
0.11,23.9,48,29.0,59.5,992.9,1.6,209.5,0.01,-5.1,-11.5,9.734
0.1,23.8,47,29.0,59.5,992.9,2.3,196.6,0.01,-5.2,-12.5,2.36
0.12,23.8,46,29.0,59.4,992.9,1.9,206.4,0.0,-5.2,-13.4,6.784
0.1,23.7,45,29.0,59.7,992.9,2.1,243.4,0.02,-5.3,-14.7,7.079
0.11,23.7,45,28.9,59.7,992.9,2.5,233.4,0.01,-5.2,-14.7,6.489
0.12,23.7,44,28.9,59.9,992.9,1.2,226.1,0.02,-5.2,-15.9,4.129
0.11,23.7,43,28.9,60.3,992.9,1.2,242.9,0.01,-5.2,-17.3,6.194
0.12,23.6,43,28.9,60.4,992.9,1.0,207.4,0.01,-5.3,-17.4,12.093
0.11,23.7,45,29.0,60.2,992.9,1.7,174.7,0.01,-5.3,-15.2,5.899
0.1,23.8,48,29.0,60.1,992.9,0.8,18.1,0.0,-5.2,-12.1,5.013999999999999
0.1,23.8,50,29.0,60.0,992.9,0.7,280.5,0.03,-5.2,-10.0,7.374
0.11,23.9,51,29.0,60.8,993.0,1.1,186.7,0.01,-5.1,-9.8,15.043
0.12,24.0,52,29.0,60.9,993.0,2.1,227.1,0.02,-5.0,-8.9,12.978
0.11,24.1,53,29.1,60.4,993.0,1.8,221.7,0.01,-5.0,-7.4,3.245
0.1,24.2,55,29.1,60.3,993.0,1.5,225.3,0.01,-4.9,-5.3,9.439
0.09,24.2,55,29.1,60.2,993.0,2.2,236.9,0.01,-4.9,-5.2,3.54
0.09,24.3,56,29.1,60.2,993.0,2.2,212.8,0.02,-4.8,-4.2,5.899
0.09,24.3,53,29.1,60.9,993.0,2.0,204.8,0.01,-4.8,-7.9,7.374
0.09,24.3,51,29.1,60.9,993.1,2.3,217.3,0.01,-4.8,-9.9,5.013999999999999
0.09,24.2,50,29.0,60.6,993.1,2.0,198.8,0.01,-4.8,-10.6,6.784
0.1,24.1,49,29.0,60.6,993.1,1.5,228.6,0.01,-4.9,-11.6,3.245
0.1,24.1,48,29.0,60.6,993.2,1.7,203.8,0.01,-4.9,-12.6,5.604
0.11,24.1,47,28.9,60.6,993.2,1.7,216.8,0.01,-4.8,-13.6,4.4239999999999995
0.11,24.0,47,28.9,60.8,993.2,1.7,224.1,0.0,-4.9,-13.8,7.374
0.1,24.1,49,28.8,61.0,993.1,2.0,222.4,0.0,-4.7,-12.0,8.554
0.11,24.2,52,28.8,61.1,993.1,1.4,196.2,0.02,-4.6,-9.1,7.9639999999999995
0.12,24.3,53,28.8,60.9,993.1,2.9,199.4,0.01,-4.5,-7.9,8.554
0.12,24.3,54,28.8,61.3,993.2,2.7,208.3,0.01,-4.5,-7.3,5.309
0.12,24.4,55,28.8,61.3,993.2,2.3,205.3,0.01,-4.4,-6.3,7.374
0.14,24.4,56,28.7,61.3,993.2,2.3,188.8,0.01,-4.3,-5.3,17.108
0.1,24.5,57,28.7,61.3,993.2,1.1,115.8,0.0,-4.2,-4.3,9.734
0.11,24.5,57,28.6,61.4,993.2,1.8,178.6,0.01,-4.1,-4.4,11.503
0.09,24.6,58,28.6,61.7,993.2,2.5,230.3,0.01,-4.0,-3.7,8.849
0.11,24.6,59,28.6,61.8,993.2,1.9,164.8,0.0,-4.0,-2.8,5.899
0.11,24.6,59,28.6,61.8,993.2,2.6,200.9,0.01,-4.0,-2.8,8.259
0.09,24.7,58,28.5,61.6,993.2,1.0,199.9,0.0,-3.8,-3.6,5.013999999999999
0.09,24.6,55,28.5,61.8,993.2,2.7,209.8,0.02,-3.9,-6.8,7.669
0.11,24.6,54,28.5,62.0,993.2,2.5,188.2,0.01,-3.9,-8.0,12.093
0.1,24.6,55,28.5,62.1,993.2,2.2,202.2,0.01,-3.9,-7.1,14.158
0.11,24.2,52,28.5,62.2,993.2,2.2,214.0,0.01,-4.3,-10.2,4.718999999999999
0.11,24.3,53,28.4,62.1,993.1,1.5,207.5,0.01,-4.1,-9.1,5.604
0.11,24.3,54,28.4,62.4,993.1,2.8,201.1,0.01,-4.1,-8.4,12.683
0.11,24.4,55,28.4,62.3,993.1,1.6,205.3,0.01,-4.0,-7.3,17.403
0.11,24.4,56,28.4,62.4,993.1,2.5,167.0,0.0,-4.0,-6.4,9.144
0.11,24.5,57,28.4,62.4,993.1,1.4,163.9,0.0,-3.9,-5.4,8.259
0.13,24.5,57,28.3,62.2,993.1,1.5,80.3,0.02,-3.8,-5.2,12.978
0.12,24.6,58,28.3,62.4,993.1,1.0,234.2,0.01,-3.7,-4.4,5.604
0.11,24.6,59,28.2,62.6,993.1,2.0,187.1,0.01,-3.6,-3.6,5.899
0.12,24.6,59,28.2,62.8,993.1,1.5,201.3,0.0,-3.6,-3.8,7.9639999999999995
0.12,24.7,58,28.2,62.8,993.1,1.8,200.9,0.01,-3.5,-4.8,13.273
0.11,24.6,55,28.2,63.1,993.2,0.9,178.5,0.01,-3.6,-8.1,13.273
0.11,24.6,57,28.2,62.9,993.2,0.6,136.0,0.01,-3.6,-5.9,11.798
0.14,24.7,57,28.2,62.8,993.2,0.0,0.0,0.0,-3.5,-5.8,10.029
0.13,24.7,55,28.2,63.0,993.2,0.6,31.1,0.01,-3.5,-8.0,9.439
0.13,24.6,53,28.2,63.0,993.2,0.8,290.1,0.0,-3.6,-10.0,12.093
0.12,24.5,51,28.2,62.9,993.3,0.8,321.1,0.0,-3.7,-11.9,16.223
0.13,24.4,50,28.2,62.9,993.3,1.3,214.1,0.02,-3.8,-12.9,15.927999999999999
0.12,24.4,49,28.2,63.0,993.3,1.4,211.0,0.0,-3.8,-14.0,6.194
0.12,24.4,48,28.2,62.9,993.3,0.6,293.7,0.01,-3.8,-14.9,9.144
0.12,24.4,48,28.2,62.8,993.3,1.0,162.7,0.01,-3.8,-14.8,11.208
0.11,24.4,48,28.1,62.8,993.3,2.0,190.9,0.0,-3.7,-14.8,19.172
0.1,24.4,52,28.1,62.9,993.3,2.4,208.8,0.01,-3.7,-10.9,9.734
0.12,24.9,58,28.1,62.7,993.2,0.8,326.3,0.0,-3.2,-4.7,6.784
0.12,24.4,47,28.0,62.6,993.2,1.5,87.8,0.01,-3.6,-15.6,12.683
