Pd,Tin,RHin,Tout,RHout,Pa,Ws,Wd,SR,Td,RHd,NVR
0.006999999999999999,26.5,61,26.5,67,1014.7,0.0,269,0.0124092,0.0,-6,0.0
0.005,26.5,61,26.5,67,1014.9,0.0,306,0.0123234,0.0,-6,0.0
0.006999999999999999,26.5,61,26.5,67,1014.7,0.0,313,0.012200399999999998,0.0,-6,0.0
0.005,26.5,61,26.6,66,1014.6,0.0,312,0.0120726,-0.1,-5,0.0288
0.006999999999999999,26.5,61,26.8,66,1014.6,0.0,312,0.0119544,-0.3,-5,0.0504
0.006,26.5,61,26.9,66,1014.6,0.0,312,0.0118986,-0.4,-5,0.036000000000000004
0.006999999999999999,26.5,61,27.0,66,1014.6,0.0,313,0.0118524,-0.5,-5,0.0144
0.008,26.5,61,27.0,66,1014.5,0.0,313,0.011829000000000001,-0.5,-5,0.0288
0.006,26.5,61,27.1,66,1014.4,0.0,313,0.011838600000000001,-0.6,-5,0.0
0.005,26.5,61,27.0,65,1014.4,0.0,313,0.011863799999999999,-0.5,-4,0.07200000000000001
0.006999999999999999,26.5,61,27.1,66,1014.5,0.0,313,0.011901,-0.6,-5,0.0504
0.003,26.5,61,27.0,66,1014.5,0.0,319,0.011959200000000001,-0.5,-5,0.0288
0.005,26.5,61,27.0,66,1014.5,0.0,319,0.0120054,-0.5,-5,0.0
0.005,26.5,61,27.0,66,1014.4,0.0,319,0.0120102,-0.5,-5,0.0
0.006999999999999999,26.5,61,27.0,65,1014.3,0.0,306,0.0119568,-0.5,-4,0.0
0.002,26.5,61,26.8,66,1014.5,0.31,281,0.0118038,-0.3,-5,0.0504
0.006,26.5,61,26.7,67,1014.4,0.0,281,0.0115854,-0.2,-6,0.0432
0.01,26.6,61,26.7,66,1014.6,0.0,281,0.0114624,-0.1,-5,0.18
0.004,26.5,61,26.7,67,1014.6,0.0,16,0.011323200000000002,-0.2,-6,0.0648
0.002,26.5,61,26.6,67,1014.5,0.0,18,0.011300399999999999,-0.1,-6,0.396
0.003,26.5,61,26.6,67,1014.5,0.0,310,0.0113118,-0.1,-6,0.14400000000000002
0.005,26.5,61,26.7,67,1014.3,0.0,7,0.0113022,-0.2,-6,0.0
0.001,26.5,61,26.7,67,1014.5,0.0,54,0.011256,-0.2,-6,0.28800000000000003
0.001,26.5,60,26.7,66,1014.2,0.0,55,0.0112002,-0.2,-6,0.2736
0.002,26.5,60,26.6,67,1014.3,0.0,55,0.0111774,-0.1,-7,0.252
0.003,26.5,60,26.6,67,1014.2,0.0,55,0.0111816,-0.1,-7,0.1368
0.006999999999999999,26.5,60,26.7,67,1014.3,0.0,55,0.011214,-0.2,-7,0.0144
0.011000000000000001,26.6,60,26.8,66,1014.3,0.0,55,0.0112374,-0.2,-6,0.0648
0.008,26.5,60,26.9,66,1014.2,0.0,55,0.0112818,-0.4,-6,0.0792
0.005,26.5,60,26.8,67,1014.4,0.0,55,0.011307,-0.3,-7,0.0072
0.002,26.5,60,26.9,66,1014.6,0.0,55,0.011341799999999999,-0.4,-6,0.0504
0.008,26.6,60,27.1,66,1014.5,0.0,54,0.01137,-0.5,-6,0.0792
0.005,26.5,60,27.0,66,1014.5,0.0,55,0.0113766,-0.5,-6,0.0
0.004,26.6,60,27.0,66,1014.4,0.0,55,0.011374200000000001,-0.4,-6,0.0
0.006,26.5,60,27.0,66,1014.4,0.0,55,0.0113352,-0.5,-6,0.0
0.001,27.4,59,27.1,66,1014.2,0.0,55,0.0112608,0.3,-7,0.2448
0.004,27.3,59,27.0,66,1014.3,0.0,55,0.011170200000000002,0.3,-7,0.0
0.006999999999999999,27.3,59,26.8,67,1014.3,0.0,56,0.011091,0.5,-8,0.07200000000000001
0.0,27.4,59,26.9,67,1014.4,0.0,55,0.0110124,0.5,-8,0.2592
0.002,27.3,59,26.8,67,1014.2,0.0,55,0.010929000000000001,0.5,-8,0.14400000000000002
0.002,27.3,59,26.9,67,1014.4,0.0,55,0.010847399999999998,0.4,-8,0.3168
0.0,27.4,59,26.9,67,1014.3,0.0,55,0.0108036,0.5,-8,0.2736
0.004,27.4,59,26.8,67,1014.2,0.0,55,0.0107616,0.6,-8,0.1224
0.006,27.4,59,26.8,67,1013.9,0.0,356,0.010726799999999998,0.6,-8,0.0
0.0,27.4,59,26.9,67,1014.1,0.0,356,0.0106968,0.5,-8,0.0648
0.006,27.4,59,26.8,67,1014.1,0.0,356,0.0106644,0.6,-8,0.0072
0.002,27.4,59,26.8,67,1014.2,0.0,45,0.0106134,0.6,-8,0.1296
